FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DP001019,Development,Development Permit,4066 Old Slope Place,COMPLETED,49.2059947,-124.0316985,https://www.nanaimo.ca/whatsbuilding/folder/DP001019,TYPE: Development Permit   SUBJECT: 4066 Old Slope Place   STATUS: COMPLETED
DP001020,Development,Development Permit,3100 Hammond Bay Road,COMPLETED,49.2101423,-123.9603753,https://www.nanaimo.ca/whatsbuilding/folder/DP001020,TYPE: Development Permit   SUBJECT: 3100 Hammond Bay Road   STATUS: COMPLETED
DVP00296,Development,Development Variance Permit,3032 Barons Road,COMPLETED,49.2077546,-124.0037951,https://www.nanaimo.ca/whatsbuilding/folder/DVP00296,TYPE: Development Variance Permit   SUBJECT: 3032 Barons Road   STATUS: COMPLETED
DP001021,Development,Development Permit,850 and 870 Jackson Road,COMPLETED,49.1434625,-123.8762826,https://www.nanaimo.ca/whatsbuilding/folder/DP001021,TYPE: Development Permit   SUBJECT: 850 and 870 Jackson Road   STATUS: COMPLETED
DVP00297,Development,Development Variance Permit,3736 Belaire Drive,CANCELLED,49.2213529,-123.9609136,https://www.nanaimo.ca/whatsbuilding/folder/DVP00297,TYPE: Development Variance Permit   SUBJECT: 3736 Belaire Drive   STATUS: CANCELLED
DP001022,Development,Development Permit,3330 Stephenson Point Road,COMPLETED,49.2107923,-123.9482588,https://www.nanaimo.ca/whatsbuilding/folder/DP001022,TYPE: Development Permit   SUBJECT: 3330 Stephenson Point Road   STATUS: COMPLETED
DP000755,Development,Development Permit,3217 Hammond Bay Road,COMPLETED,49.2138186,-123.9576585,https://www.nanaimo.ca/whatsbuilding/folder/DP000755,TYPE: Development Permit   SUBJECT: 3217 Hammond Bay Road   STATUS: COMPLETED
LA000124,Development,Liquor Licence Application,709 Nanaimo Lakes Road,COMPLETED,49.1523634,-123.9647565,https://www.nanaimo.ca/whatsbuilding/folder/LA000124,TYPE: Liquor Licence Application   SUBJECT: 709 Nanaimo Lakes Road   STATUS: COMPLETED
RA000371,Development,Rezoning Application,2020 Estevan Road,COMPLETED,49.189903,-123.9622711,https://www.nanaimo.ca/whatsbuilding/folder/RA000371,TYPE: Rezoning Application   SUBJECT: 2020 Estevan Road   STATUS: COMPLETED
DP001024,Development,Development Permit,4750 Rutherford Road,COMPLETED,49.217556,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/DP001024,TYPE: Development Permit   SUBJECT: 4750 Rutherford Road   STATUS: COMPLETED
DP001025,Development,Development Permit,105 Linley Road,COMPLETED,49.2188069,-123.9552935,https://www.nanaimo.ca/whatsbuilding/folder/DP001025,TYPE: Development Permit   SUBJECT: 105 Linley Road   STATUS: COMPLETED
RA000372,Development,Rezoning Application,2379 Brown's Lane,ACTIVE,49.1985304,-123.9997065,https://www.nanaimo.ca/whatsbuilding/folder/RA000372,TYPE: Rezoning Application   SUBJECT: 2379 Brown's Lane   STATUS: ACTIVE
RA000373,Development,Rezoning Application,3598 Norwell Drive,COMPLETED,49.2084197,-124.0069054,https://www.nanaimo.ca/whatsbuilding/folder/RA000373,TYPE: Rezoning Application   SUBJECT: 3598 Norwell Drive   STATUS: COMPLETED
DP001026,Development,Development Permit,15 Front Street,COMPLETED,49.1694909,-123.9378859,https://www.nanaimo.ca/whatsbuilding/folder/DP001026,TYPE: Development Permit   SUBJECT: 15 Front Street   STATUS: COMPLETED
DP001027,Development,Development Permit,5705 Vanderneuk Road,COMPLETED,49.2272749,-124.013254,https://www.nanaimo.ca/whatsbuilding/folder/DP001027,TYPE: Development Permit   SUBJECT: 5705 Vanderneuk Road   STATUS: COMPLETED
CA000005,Development,Covenant Amendment,4951 Jordan Avenue,COMPLETED,49.2109024,-124.0343874,https://www.nanaimo.ca/whatsbuilding/folder/CA000005,TYPE: Covenant Amendment   SUBJECT: 4951 Jordan Avenue   STATUS: COMPLETED
RA000374,Development,Rezoning Application,1875 Boxwood Road / 1900 and 1990 Griffiths Road,COMPLETED,49.1824835,-123.9862011,https://www.nanaimo.ca/whatsbuilding/folder/RA000374,TYPE: Rezoning Application   SUBJECT: 1875 Boxwood Road / 1900 and 1990 Griffiths Road   STATUS: COMPLETED
DP001028,Development,Development Permit,6025 Linley Valley Drive,COMPLETED,49.2251219,-124.0306902,https://www.nanaimo.ca/whatsbuilding/folder/DP001028,TYPE: Development Permit   SUBJECT: 6025 Linley Valley Drive   STATUS: COMPLETED
DVP00299,Development,Development Variance Permit,429 Milton Street,COMPLETED,49.1613091,-123.9430433,https://www.nanaimo.ca/whatsbuilding/folder/DVP00299,TYPE: Development Variance Permit   SUBJECT: 429 Milton Street   STATUS: COMPLETED
DVP00300,Development,Development Variance Permit,3330 Stephenson Point Road,COMPLETED,49.2107923,-123.9482588,https://www.nanaimo.ca/whatsbuilding/folder/DVP00300,TYPE: Development Variance Permit   SUBJECT: 3330 Stephenson Point Road   STATUS: COMPLETED
DP001029,Development,Development Permit,4957 Denford Place,COMPLETED,49.2353966,-123.9852745,https://www.nanaimo.ca/whatsbuilding/folder/DP001029,TYPE: Development Permit   SUBJECT: 4957 Denford Place   STATUS: COMPLETED
DVP00301,Development,Development Variance Permit,4321 Boban Drive,COMPLETED,49.2081795,-124.0331235,https://www.nanaimo.ca/whatsbuilding/folder/DVP00301,TYPE: Development Variance Permit   SUBJECT: 4321 Boban Drive   STATUS: COMPLETED
DP001030,Development,Development Permit,4066 Old Slope Place,COMPLETED,49.2059947,-124.0316985,https://www.nanaimo.ca/whatsbuilding/folder/DP001030,TYPE: Development Permit   SUBJECT: 4066 Old Slope Place   STATUS: COMPLETED
LA000125,Development,Liquor Licence Application,Carlos O'Bryans - 1724 & 1690 Stewart Avenue,COMPLETED,49.1881709,-123.948575,https://www.nanaimo.ca/whatsbuilding/folder/LA000125,TYPE: Liquor Licence Application   SUBJECT: Carlos O'Bryans - 1724 & 1690 Stewart Avenue   STATUS: COMPLETED
DVP00302,Development,Development Variance Permit,731 Chestnut Street,DENIED,49.1872839,-123.9570716,https://www.nanaimo.ca/whatsbuilding/folder/DVP00302,TYPE: Development Variance Permit   SUBJECT: 731 Chestnut Street   STATUS: DENIED
DP001031,Development,Development Permit,3200 Singleton Road,COMPLETED,49.2122544,-123.987975,https://www.nanaimo.ca/whatsbuilding/folder/DP001031,TYPE: Development Permit   SUBJECT: 3200 Singleton Road   STATUS: COMPLETED
DP001032,Development,Development Permit,119 Haliburton Street,COMPLETED,49.1591139,-123.9323332,https://www.nanaimo.ca/whatsbuilding/folder/DP001032,TYPE: Development Permit   SUBJECT: 119 Haliburton Street   STATUS: COMPLETED
DVP00303,Development,Development Variance Permit,5800 Sunset Road,COMPLETED,49.2379234,-124.0161145,https://www.nanaimo.ca/whatsbuilding/folder/DVP00303,TYPE: Development Variance Permit   SUBJECT: 5800 Sunset Road   STATUS: COMPLETED
DP001033,Development,Development Permit,271 Harwell Road,COMPLETED,49.1685499,-123.9895366,https://www.nanaimo.ca/whatsbuilding/folder/DP001033,TYPE: Development Permit   SUBJECT: 271 Harwell Road   STATUS: COMPLETED
RA000375,Development,Rezoning Application,5264 Sherbourne Drive,COMPLETED,49.2155305,-124.037228,https://www.nanaimo.ca/whatsbuilding/folder/RA000375,TYPE: Rezoning Application   SUBJECT: 5264 Sherbourne Drive   STATUS: COMPLETED
DP001034,Development,Development Permit,91 Chapel Street,COMPLETED,49.1676635,-123.9379817,https://www.nanaimo.ca/whatsbuilding/folder/DP001034,TYPE: Development Permit   SUBJECT: 91 Chapel Street   STATUS: COMPLETED
DP001035,Development,Development Permit,5260 Dublin Way,COMPLETED,49.2172765,-124.0338006,https://www.nanaimo.ca/whatsbuilding/folder/DP001035,TYPE: Development Permit   SUBJECT: 5260 Dublin Way   STATUS: COMPLETED
DP001036,Development,Development Permit,740 Howard Avenue,COMPLETED,49.1499719,-123.9538926,https://www.nanaimo.ca/whatsbuilding/folder/DP001036,TYPE: Development Permit   SUBJECT: 740 Howard Avenue   STATUS: COMPLETED
DP001037,Development,Development Permit,20 Barsby Avenue,CANCELLED,49.1729517,-123.9463197,https://www.nanaimo.ca/whatsbuilding/folder/DP001037,TYPE: Development Permit   SUBJECT: 20 Barsby Avenue   STATUS: CANCELLED
DVP00304,Development,Development Variance Permit,5190 Lone Lynx Lane,COMPLETED,49.2227869,-124.0074367,https://www.nanaimo.ca/whatsbuilding/folder/DVP00304,TYPE: Development Variance Permit   SUBJECT: 5190 Lone Lynx Lane   STATUS: COMPLETED
DVP00305,Development,Development Variance Permit,4155 Jingle Pot Road,COMPLETED,49.2069036,-124.0293246,https://www.nanaimo.ca/whatsbuilding/folder/DVP00305,TYPE: Development Variance Permit   SUBJECT: 4155 Jingle Pot Road   STATUS: COMPLETED
DP001038,Development,Development Permit,1900 Boxwood Road,COMPLETED,49.1838496,-123.9853061,https://www.nanaimo.ca/whatsbuilding/folder/DP001038,TYPE: Development Permit   SUBJECT: 1900 Boxwood Road   STATUS: COMPLETED
LA000126,Development,Liquor Licence Application,620 Terminal Avenue,COMPLETED,49.1645355,-123.9348272,https://www.nanaimo.ca/whatsbuilding/folder/LA000126,TYPE: Liquor Licence Application   SUBJECT: 620 Terminal Avenue   STATUS: COMPLETED
BOV00689,Development,Board of Variance,352 KENNEDY STREET,COMPLETED,49.1624858,-123.945003,https://www.nanaimo.ca/whatsbuilding/folder/BOV00689,TYPE: Board of Variance   SUBJECT: 352 KENNEDY STREET   STATUS: COMPLETED
DP001039,Development,Development Permit,1650 College Drive,COMPLETED,49.1640636,-123.9927567,https://www.nanaimo.ca/whatsbuilding/folder/DP001039,TYPE: Development Permit   SUBJECT: 1650 College Drive   STATUS: COMPLETED
RA000376,Development,Rezoning Application,5030 Hammond Bay Road,COMPLETED,49.2325226,-123.9893521,https://www.nanaimo.ca/whatsbuilding/folder/RA000376,TYPE: Rezoning Application   SUBJECT: 5030 Hammond Bay Road   STATUS: COMPLETED
DVP00307,Development,Development Variance Permit,106/110 Fry Street,COMPLETED,49.1593975,-123.9304162,https://www.nanaimo.ca/whatsbuilding/folder/DVP00307,TYPE: Development Variance Permit   SUBJECT: 106/110 Fry Street   STATUS: COMPLETED
DP001041,Development,Development Permit,1411 White Street,CANCELLED,49.178146,-123.9692647,https://www.nanaimo.ca/whatsbuilding/folder/DP001041,TYPE: Development Permit   SUBJECT: 1411 White Street   STATUS: CANCELLED
OCP00077,Development,Official Community Plan Amendment,1044  & 1048 Old Victoria Road,COMPLETED,49.1380674,-123.9252673,https://www.nanaimo.ca/whatsbuilding/folder/OCP00077,TYPE: Official Community Plan Amendment   SUBJECT: 1044  & 1048 Old Victoria Road   STATUS: COMPLETED
OCP00083,Development,Official Community Plan Amendment,5260  5280 & 5300 Tanya Drive,DENIED,49.2256091,-123.9958718,https://www.nanaimo.ca/whatsbuilding/folder/OCP00083,TYPE: Official Community Plan Amendment   SUBJECT: 5260  5280 & 5300 Tanya Drive   STATUS: DENIED
OCP00082,Development,Official Community Plan Amendment,2020 Estevan Road,COMPLETED,49.189903,-123.9622711,https://www.nanaimo.ca/whatsbuilding/folder/OCP00082,TYPE: Official Community Plan Amendment   SUBJECT: 2020 Estevan Road   STATUS: COMPLETED
DP001042,Development,Development Permit,4670 Laguna Way,COMPLETED,49.2270228,-123.9738014,https://www.nanaimo.ca/whatsbuilding/folder/DP001042,TYPE: Development Permit   SUBJECT: 4670 Laguna Way   STATUS: COMPLETED
RA000377,Development,Rezoning Application,5616 Big Bear Ridge,COMPLETED,49.2191656,-124.0415521,https://www.nanaimo.ca/whatsbuilding/folder/RA000377,TYPE: Rezoning Application   SUBJECT: 5616 Big Bear Ridge   STATUS: COMPLETED
DP001043,Development,Development Permit,5847 Linyard Road,COMPLETED,49.2255215,-124.0198009,https://www.nanaimo.ca/whatsbuilding/folder/DP001043,TYPE: Development Permit   SUBJECT: 5847 Linyard Road   STATUS: COMPLETED
BOV00690,Development,Board of Variance,2301 Sparrow Lane,COMPLETED,49.1958546,-124.0080314,https://www.nanaimo.ca/whatsbuilding/folder/BOV00690,TYPE: Board of Variance   SUBJECT: 2301 Sparrow Lane   STATUS: COMPLETED
BOV00691,Development,Board of Variance,5282 Somerset Drive,COMPLETED,49.2160927,-124.0350155,https://www.nanaimo.ca/whatsbuilding/folder/BOV00691,TYPE: Board of Variance   SUBJECT: 5282 Somerset Drive   STATUS: COMPLETED
RA000378,Development,Rezoning Application,2560 Bowen Road,COMPLETED,49.2020396,-123.9980971,https://www.nanaimo.ca/whatsbuilding/folder/RA000378,TYPE: Rezoning Application   SUBJECT: 2560 Bowen Road   STATUS: COMPLETED
DVP00311,Development,Development Variance Permit,5792 Bradbury Road,COMPLETED,49.2332167,-124.0180648,https://www.nanaimo.ca/whatsbuilding/folder/DVP00311,TYPE: Development Variance Permit   SUBJECT: 5792 Bradbury Road   STATUS: COMPLETED
DP001044,Development,Development Permit,2073 Boxwood Road,COMPLETED,49.1876958,-123.9979876,https://www.nanaimo.ca/whatsbuilding/folder/DP001044,TYPE: Development Permit   SUBJECT: 2073 Boxwood Road   STATUS: COMPLETED
DP001045,Development,Development Permit,1925  1905 &1895 Boxwood Road,COMPLETED,49.1832046,-123.9866958,https://www.nanaimo.ca/whatsbuilding/folder/DP001045,TYPE: Development Permit   SUBJECT: 1925  1905 &1895 Boxwood Road   STATUS: COMPLETED
DP001046,Development,Development Permit,253 Victoria Road,COMPLETED,49.156356,-123.9353485,https://www.nanaimo.ca/whatsbuilding/folder/DP001046,TYPE: Development Permit   SUBJECT: 253 Victoria Road   STATUS: COMPLETED
DVP00312,Development,Development Variance Permit,316 Nottingham Drive,COMPLETED,49.2132659,-123.9639067,https://www.nanaimo.ca/whatsbuilding/folder/DVP00312,TYPE: Development Variance Permit   SUBJECT: 316 Nottingham Drive   STATUS: COMPLETED
RA000379,Development,Rezoning Application,437 Wesley Street,DENIED,49.1628294,-123.9391249,https://www.nanaimo.ca/whatsbuilding/folder/RA000379,TYPE: Rezoning Application   SUBJECT: 437 Wesley Street   STATUS: DENIED
RA000380,Development,Rezoning Application,615/699 Harewood Road,COMPLETED,49.1526302,-123.9607896,https://www.nanaimo.ca/whatsbuilding/folder/RA000380,TYPE: Rezoning Application   SUBJECT: 615/699 Harewood Road   STATUS: COMPLETED
DP001047,Development,Development Permit,1805/1825 Summerhill Place,DENIED,49.182993,-123.9786521,https://www.nanaimo.ca/whatsbuilding/folder/DP001047,TYPE: Development Permit   SUBJECT: 1805/1825 Summerhill Place   STATUS: DENIED
DVP00314,Development,Development Variance Permit,570 St. George Street,COMPLETED,49.1820979,-123.9546141,https://www.nanaimo.ca/whatsbuilding/folder/DVP00314,TYPE: Development Variance Permit   SUBJECT: 570 St. George Street   STATUS: COMPLETED
LA000127,Development,Liquor Licence Application,1890 Boxwood Road,COMPLETED,49.1836362,-123.9851278,https://www.nanaimo.ca/whatsbuilding/folder/LA000127,TYPE: Liquor Licence Application   SUBJECT: 1890 Boxwood Road   STATUS: COMPLETED
DP001048,Development,Development Permit,305 Prideaux Street,COMPLETED,49.1640803,-123.9439613,https://www.nanaimo.ca/whatsbuilding/folder/DP001048,TYPE: Development Permit   SUBJECT: 305 Prideaux Street   STATUS: COMPLETED
DP001049,Development,Development Permit,525 Third Street,COMPLETED,49.162207,-123.9581131,https://www.nanaimo.ca/whatsbuilding/folder/DP001049,TYPE: Development Permit   SUBJECT: 525 Third Street   STATUS: COMPLETED
DP001050,Development,Development Permit,3240 Fieldstone Way,COMPLETED,49.2131903,-123.9808393,https://www.nanaimo.ca/whatsbuilding/folder/DP001050,TYPE: Development Permit   SUBJECT: 3240 Fieldstone Way   STATUS: COMPLETED
DVP00315,Development,Development Variance Permit,3583 Hammond Bay Road,COMPLETED,49.2216671,-123.9496431,https://www.nanaimo.ca/whatsbuilding/folder/DVP00315,TYPE: Development Variance Permit   SUBJECT: 3583 Hammond Bay Road   STATUS: COMPLETED
DVP00313,Development,Development Variance Permit,3312 Stephenson Point Road,COMPLETED,49.210665,-123.9502665,https://www.nanaimo.ca/whatsbuilding/folder/DVP00313,TYPE: Development Variance Permit   SUBJECT: 3312 Stephenson Point Road   STATUS: COMPLETED
DVP00316,Development,Development Variance Permit,5200 Dublin Way,COMPLETED,49.2170309,-124.0327431,https://www.nanaimo.ca/whatsbuilding/folder/DVP00316,TYPE: Development Variance Permit   SUBJECT: 5200 Dublin Way   STATUS: COMPLETED
DP001051,Development,Development Permit,548 Steeves Road,COMPLETED,49.1375694,-123.9541268,https://www.nanaimo.ca/whatsbuilding/folder/DP001051,TYPE: Development Permit   SUBJECT: 548 Steeves Road   STATUS: COMPLETED
BOV00693,Development,Board of Variance,4070 Gulfview Drive,COMPLETED,49.2298062,-123.9693086,https://www.nanaimo.ca/whatsbuilding/folder/BOV00693,TYPE: Board of Variance   SUBJECT: 4070 Gulfview Drive   STATUS: COMPLETED
DP001052,Development,Development Permit,3712 Polaris Drive,COMPLETED,49.2268207,-123.9535807,https://www.nanaimo.ca/whatsbuilding/folder/DP001052,TYPE: Development Permit   SUBJECT: 3712 Polaris Drive   STATUS: COMPLETED
DP001053,Development,Development Permit,5646 Linley Valley Drive,COMPLETED,49.2253875,-124.0090331,https://www.nanaimo.ca/whatsbuilding/folder/DP001053,TYPE: Development Permit   SUBJECT: 5646 Linley Valley Drive   STATUS: COMPLETED
DP001054,Development,Development Permit,440 Selby Street,COMPLETED,49.1625164,-123.9395927,https://www.nanaimo.ca/whatsbuilding/folder/DP001054,TYPE: Development Permit   SUBJECT: 440 Selby Street   STATUS: COMPLETED
DVP00317,Development,Development Variance Permit,3715 Lagoon Road,COMPLETED,49.2269994,-123.9529238,https://www.nanaimo.ca/whatsbuilding/folder/DVP00317,TYPE: Development Variance Permit   SUBJECT: 3715 Lagoon Road   STATUS: COMPLETED
DP001056,Development,Development Permit,3500 / 3520 Chinook Road,HOLDBACK,49.2215906,-123.9473209,https://www.nanaimo.ca/whatsbuilding/folder/DP001056,TYPE: Development Permit   SUBJECT: 3500 / 3520 Chinook Road   STATUS: HOLDBACK
DP001055,Development,Development Permit,531 Kennedy Street,COMPLETED,49.1583657,-123.9405493,https://www.nanaimo.ca/whatsbuilding/folder/DP001055,TYPE: Development Permit   SUBJECT: 531 Kennedy Street   STATUS: COMPLETED
DVP00318,Development,Development Variance Permit,#3 - 114 Gibralter Rock,COMPLETED,49.223957,-123.9596065,https://www.nanaimo.ca/whatsbuilding/folder/DVP00318,TYPE: Development Variance Permit   SUBJECT: #3 - 114 Gibralter Rock   STATUS: COMPLETED
RA000381,Development,Rezoning Application,133/137/151 Royal Pacific Way and 5308/5312 Dewar Road,COMPLETED,49.2309775,-123.9990921,https://www.nanaimo.ca/whatsbuilding/folder/RA000381,TYPE: Rezoning Application   SUBJECT: 133/137/151 Royal Pacific Way and 5308/5312 Dewar Road   STATUS: COMPLETED
DVP00319,Development,Development Variance Permit,5670 Hammond Bay Road,COMPLETED,49.2343977,-124.012248,https://www.nanaimo.ca/whatsbuilding/folder/DVP00319,TYPE: Development Variance Permit   SUBJECT: 5670 Hammond Bay Road   STATUS: COMPLETED
