District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,1_to_6,7_to_9,10_to_12,ISCED1,ISCED2,ISCED3,ISCED020,ISCED010
63,6325291,Lochside StrongStart Centre,1145 Royal Oak Dr,Victoria                      ,BC             ,V8X 3T7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 658-5238,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
73,7324053,Logan Lake Elementary,PO Box 100,Logan Lake                    ,BC             ,V0K 1W0,Mr,Ron,Collins,Standard School                         ,K-4,Public School,,no,no,no,no,no,no,no,250 523-6215,250 377-2249,rcollins@sd73.bc.ca                                                                                 ,113,September 30 2019,0,24,1,0,0,19,20,24,26,0,0,0,0,0,0,0,0,89,0,0,1,0,0,1,
73,7373080,Logan Lake Elementary Secondary,PO Box 280,Logan Lake                    ,BC             ,V0K 1W0,Mr,Ron,Collins,Standard School                         ,"5-12, SU",Public School,,no,no,no,no,no,no,no,250 523-9441,250 377-2231,rcollins@sd73.bc.ca                                                                                 ,130,September 30 2019,0,0,0,1,0,0,0,0,0,18,21,22,9,16,7,16,20,39,47,43,1,1,1,,
43,4343034,Lord Baden-Powell Elementary,450 Joyce St,Coquitlam                     ,BC             ,V3K 4G4,Mr,Daren,Fridge,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 936-1436,604 936-1437,dfridge@sd43.bc.ca                                                                                  ,295,September 30 2019,0,55,0,0,0,56,53,51,47,33,0,0,0,0,0,0,0,240,0,0,1,0,0,1,
39,3939069,Lord Beaconsfield Elementary,3663 Penticton St,Vancouver                     ,BC             ,V5M 3C9,Mrs,Lani,Morden,Standard School                         ,K-7,Public School,,no,no,no,no,no,yes,no,604 713-4605,604 713-4607,lmorden@vsb.bc.ca                                                                                   ,245,September 30 2019,0,27,0,0,0,34,28,38,20,37,33,28,0,0,0,0,0,190,28,0,1,1,0,1,
38,3838005,Lord Byng Elementary,3711 Georgia St,Richmond                      ,BC             ,V7E 6M3,Ms,Nicole,Widdess,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 668-6649,604 668-6657,byng@sd38.bc.ca                                                                                     ,339,September 30 2019,0,44,0,0,0,46,41,43,47,38,44,36,0,0,0,0,0,259,36,0,1,1,0,1,
39,3939008,Lord Byng Secondary,3939 16th Ave W,Vancouver                     ,BC             ,V6R 3C9,Mr,Damian,Wilmann,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 713-8171,604 713-8170,dwilmann@vsb.bc.ca                                                                                  ,1285,September 30 2019,0,0,2,0,0,0,0,0,0,0,0,0,246,258,260,252,269,0,504,781,0,1,1,,
40,4040001,Lord Kelvin Elementary,1010 Hamilton St,New Westminster               ,BC             ,V3M 2M9,Mr,Ken,Millard,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6060,604 517-6061,kmillard @sd40.bc.ca                                                                                ,497,September 30 2019,0,82,0,0,0,96,88,84,68,79,0,0,0,0,0,0,0,415,0,0,1,0,0,1,
39,3939070,Lord Kitchener Elementary,3455 W. King Edward Ave,Vancouver                     ,BC             ,V6S 0C7,Mr,David,Murphy,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 713-5454,604 713-5457,dvmurphy@vsb.bc.ca                                                                                  ,438,September 30 2019,0,40,2,0,0,43,46,51,48,71,67,72,0,0,0,0,0,326,72,0,1,1,0,1,
39,3939046,Lord Nelson Elementary,1355 Garden Drive,Vancouver                     ,BC             ,V5L 0C4,Mr,Daniel,Knibbs,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,604 713-4595,604 713-4597,nelson@vsb.bc.ca                                                                                    ,475,September 30 2019,0,51,0,0,0,44,66,62,70,65,57,60,0,0,0,0,0,364,60,0,1,1,0,1,
39,3939129,Lord Roberts Annex,1150 Nelson St,Vancouver                     ,BC             ,V6E 1J2,Ms,Elyssa,Derban,Standard School                         ,K-3,Public School,,no,yes,no,no,no,no,no,604 713-5495,604 713-5497,ederban@vsb.bc.ca                                                                                   ,139,September 30 2019,0,53,2,0,0,35,20,31,0,0,0,0,0,0,0,0,0,86,0,0,1,0,0,1,
39,3939031,Lord Roberts Elementary,1100 Bidwell St,Vancouver                     ,BC             ,V6G 2K4,Ms,Allison,Kerr,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-5055,604 713-5057,akerr@vsb.bc.ca                                                                                     ,607,September 30 2019,0,78,3,0,0,59,85,62,76,92,83,72,0,0,0,0,0,457,72,0,1,1,0,1,
39,3939114,Lord Selkirk Annex,4444 Dumfries St,Vancouver                     ,BC             ,V5N 3T2,Mr,Sean,Rupert,Standard School                         ,K-4,Public School,,no,no,no,no,no,no,no,604 713-4735,604 713-4737,srupert@vsb.bc.ca                                                                                   ,84,September 30 2019,0,14,0,0,0,16,31,10,13,0,0,0,0,0,0,0,0,70,0,0,1,0,0,1,
39,3939039,Lord Selkirk Elementary,1750 22nd Ave E,Vancouver                     ,BC             ,V5N 2P7,Ms,Shannon,Burton,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,no,no,604 713-4650,604 713-4657,sburton@vsb.bc.ca                                                                                   ,647,September 30 2019,0,67,0,0,0,76,76,83,90,81,91,83,0,0,0,0,0,497,83,0,1,1,0,1,
39,3925042,Lord Selkirk StrongStart Centre,1750 22nd Ave E,Vancouver                     ,BC             ,V5N 2P7,Mr,Richard,Zerbe,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 713-4650,604 713-4657,rzerbe@vsb.bc.ca                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3939028,Lord Strathcona Community Elementary,592 Pender St E,Vancouver                     ,BC             ,V6A 1V5,Mr,Jason,Eng,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4630,,jeng@vsb.bc.ca                                                                                      ,439,September 30 2019,0,56,1,0,0,55,51,55,52,48,63,59,0,0,0,0,0,324,59,0,1,1,0,1,
39,3939047,Lord Tennyson Elementary,1936 10th Ave W,Vancouver                     ,BC             ,V6J 2B2,Mr,Douglas,Roch,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-5426,604 713-5428,tennyson@vsb.bc.ca                                                                                  ,426,September 30 2019,0,40,0,0,0,53,56,66,58,60,55,38,0,0,0,0,0,348,38,0,1,1,0,1,
40,4040004,Lord Tweedsmuir Elementary,1714 Eighth Ave,New Westminster               ,BC             ,V3M 2S7,Mrs,Jen,Richter,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 517-6070,604 517-6071,jrichter@sd40.bc.ca                                                                                 ,372,September 30 2019,0,67,0,0,0,69,48,68,68,52,0,0,0,0,0,0,0,305,0,0,1,0,0,1,
36,3636041,Lord Tweedsmuir Secondary,6151 180 St,Surrey                        ,BC             ,V3S 4L5,Mr,Allan,Buggie,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 574-7407,604 574-4759,lordtweedsmuir@surreyschools.ca,1639,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,341,326,344,322,306,0,667,972,0,1,1,,
39,3996899,Lowell High School,210-750 Hamilton St,Vancouver                     ,BC             ,V6B 2R5,Mr,Yvan,Zebroff,Standard School                         ,9-12,Independent School,4.0,no,no,no,no,no,no,no,604 336-0456,604 669-6998,info@lowellhighschool.ca                                                                            ,46,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,27,0,1,45,0,1,1,,
58,5897032,Lower Nicola Band School,201 Horn Rd,Merritt                       ,BC             ,V1K 1M9,Ms,Angie,Sterling,Standard School                         ,K-7,Independent School,2.0,no,no,no,no,no,no,no,250 378-5527,250 378-6389,asterling@lnib.net                                                                                  ,109,September 30 2019,0,11,0,0,0,11,10,12,12,16,22,15,0,0,0,0,0,83,15,0,1,1,0,1,
10,1010011,Lucerne Elem-Secondary,PO Box 130,New Denver                    ,BC             ,V0G 1S0,Mr,Nicholas,Graves,Standard School                         ,"K-12, SU",Public School,,yes,no,no,no,no,yes,no,250 265-3638,250 358-2533,nicholas.graves@sd10.bc.ca,90,September 30 2019,0,6,0,1,0,7,9,6,5,9,7,10,9,8,4,5,4,43,27,13,1,1,1,1,
10,1025091,Lucerne StrongStart Centre,PO Box 130,New Denver                    ,BC             ,V0G 1S0,Mr,Nicholas,Graves,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 265-3638,250 358-2533,nicholas.graves@sd10.bc.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
41,4141036,Lyndhurst Elementary,9847 Lyndhurst St,Burnaby                       ,BC             ,V3J 1E9,Ms,Vicki,Elworthy Moro,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 296-9020,604 296-9067,vicki.moro@burnabyschools.ca,108,September 30 2019,0,12,0,0,0,12,17,21,8,11,15,12,0,0,0,0,0,84,12,0,1,1,0,1,
35,3535061,Lynn Fripps Elementary,21020 83 Ave,Langley                       ,BC             ,V2Y 0K8,Ms,Kim,Anderson,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,yes,yes,604 888-1075,604 888-1022,kanderson@sd35.bc.ca                                                                                ,525,September 30 2019,0,91,0,0,0,90,93,84,84,83,0,0,0,0,0,0,0,434,0,0,1,0,0,1,
44,4444001,Lynn Valley Elementary,3207 Institute Road,North Vancouver               ,BC             ,V7K 3E5,Ms,Chanin,Smyth,Standard School                         ,K-7,Public School,,no,no,no,no,yes,yes,no,604 903-3620,604 903-3621,csmyth@sd44.ca                                                                                      ,370,September 30 2019,0,50,0,0,0,40,42,42,50,55,39,52,0,0,0,0,0,268,52,0,1,1,0,1,
44,4444046,Lynnmour Elementary School,800 Forsman Ave,North Vancouver               ,BC             ,V7J 2G6,Ms,Cindy,Hudson,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,604 903-3590,604 903-3591,chudson@sd44.ca                                                                                     ,206,September 30 2019,0,30,0,0,0,20,31,22,27,27,31,18,0,0,0,0,0,158,18,0,1,1,0,1,
44,4425143,Lynnmour StrongStart Centre,800 Forsman Ave,North Vancouver               ,BC             ,V7J 2G6,Ms,Cindy,Hudson,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 903-3590,604 903-3591,chudson@sd44.ca                                                                                     ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
74,7430007,Lytton Elementary,PO Box 219,Lytton                        ,BC             ,V0K 1Z0,Ms,Natalie,Dickson,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 455-2215,250 455-2528,ndickson@sd74.bc.ca                                                                                 ,75,September 30 2019,0,7,0,0,0,4,11,7,12,7,6,21,0,0,0,0,0,47,21,0,1,1,0,1,
36,3636129,M B Sanford Elementary,7318 143 St,Surrey                        ,BC             ,V3W 7T6,Mrs,Libby,Cope,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 596-7517,604 596-8614,mbsanford@surreyschools.ca,501,September 30 2019,0,37,0,0,0,59,65,65,71,66,61,77,0,0,0,0,0,387,77,0,1,1,0,1,
36,3625113,M B Sanford StrongStart Centre,7318 143 St,Surrey                        ,BC             ,V3W 7T6,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 596-7517,,mbsanford@surreyschools.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
83,8389017,M.V. Beattie Elementary,PO Box 249,Enderby                       ,BC             ,V0E 1V0,Mr,Gene,Doray,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,yes,yes,250 838-6434,250 804-7790,gdoray@sd83.bc.ca                                                                                   ,295,September 30 2019,0,41,0,0,0,45,33,39,48,47,42,0,0,0,0,0,0,254,0,0,1,0,0,1,
83,8325027,M.V. Beattie StrongStart Centre,PO Box 249,Enderby                       ,BC             ,V0E 1V0,Mr,Gene,Doray,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 838-6434,250 804-7790,gdoray@sd83.bc.ca                                                                                   ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
70,7097490,Maaqtusiis Elementary,General Delivery,Ahousaht                      ,BC             ,V0R 1A0,Mr,Patrick,Callow,Standard School                         ,K-7,Independent School,2.0,no,no,no,no,no,no,no,250 670-9555,250 670-9543,patrick.callow@ahousahted.ca,143,September 30 2019,0,13,0,0,0,13,18,15,19,22,25,18,0,0,0,0,0,112,18,0,1,1,0,1,
70,7097045,Maaqtusiis Secondary,General Delivery,Ahousaht                      ,BC             ,V0R 1A0,Ms,Kate,Drexler,Standard School                         ,8-12,Independent School,2.0,no,no,no,no,no,no,no,250 670-9680,250 670-9574,kate.drexler@ahousahted.ca,68,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,12,11,10,14,21,0,23,45,0,1,1,,
61,6125161,Macaulay StrongStart Centre,1010 Wychbury Ave,Victoria                      ,BC             ,V9A 5K6,Mme,Josee,Paris,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 385-3441,250 385-7572,macaulay@sd61.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
60,6096658,Maccabee Christian School,PO Box 6051 STN Main,Fort St John                  ,BC             ,V1J 4H6,Mr,Karl,Oysmueller,Standard School                         ,K-11,Independent School,3.0,no,no,no,no,no,no,no,250 772-5010,250 772-5099,mcbschool95@yahoo.ca                                                                                ,66,September 30 2019,0,9,0,0,0,7,6,11,1,12,0,10,3,4,2,1,0,37,17,3,1,1,1,1,
57,5757118,Mackenzie Secondary,PO Box 578,Mackenzie                     ,BC             ,V0J 2C0,Mr,Martin,Dugan,Standard School                         ,7-12,Public School,,no,no,no,no,no,no,no,250 997-6510,250 997-6509,mdugan@sd57.bc.ca                                                                                   ,245,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,43,43,40,36,36,47,0,126,119,0,1,1,,
36,3636184,Maddaugh Road Elementary,19405 76 Ave,Surrey                        ,BC             ,V4N 6C6,Mr,Antonio,Vendramin,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
46,4646007,Madeira Park Elementary,General Delivery Box 151,Madeira Park                  ,BC             ,V0N 2H0,Mr,Glen,Smith,Standard School                         ,K-6,Public School,,no,no,yes,no,no,no,no,604 740-4724,604 883-1107,gsmith@sd46.bc.ca                                                                                   ,77,September 30 2019,0,13,0,0,0,12,13,11,11,5,12,0,0,0,0,0,0,64,0,0,1,0,0,1,
46,4625146,Madeira Park StrongStart Centre,PO Box 2148,Sechelt                       ,BC             ,V0N 3A0,Mrs,Kirsten,Deasey,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 741-5787,604 885-2617,kdeasey@sd46.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3996594,Madrona School,2064 West 10th Avenue,Vancouver                     ,BC             ,V6J 2B3,Ms,Shelley,Lammie,Standard School                         ,K-9,Independent School,2.0,no,no,no,no,no,no,no,604 499-7303,604 499-7303,slammie@madronaschool.com                                                                           ,85,September 30 2019,0,2,0,0,0,3,16,11,8,18,9,13,4,1,0,0,0,65,18,0,1,1,0,1,
39,3939003,Magee Secondary,6360 Maple St,Vancouver                     ,BC             ,V6M 4M2,Mr,Andrew,Schofield,Standard School                         ,8-12,Public School,,no,no,no,no,no,yes,no,604 713-8200,604 713-8209,aschofield@vsb.bc.ca                                                                                ,980,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,164,175,218,175,248,0,339,641,0,1,1,,
