facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
M. D. Care Pharmacy,TYPE 0,,,,,,384,yonge street,384 Yonge Street,Barrie,ON,L4N4C8,Province of Ontario,-79.663984538,44.3667775960001,,,
Gardiners Pharmasave,TYPE 0,,,,,,500,gardiners road,500 Gardiners Road,Kingston,ON,K7M7W9,Province of Ontario,-76.566934725,44.2353095130001,,,
Heritage Pharmacy,TYPE 0,,,,,,1488,danforth avenue,1488 Danforth Avenue,Toronto,ON,M4J1N4,Province of Ontario,-79.325745168,43.6830542930001,,,
Sobeys Pharmacy #7220,TYPE 0,,,,,,307,grand river street north,307 Grand River Street North,Brant,ON,N3L2N9,Province of Ontario,-80.3888192639999,43.21261896,,,
Markham Corners Pharmacy,TYPE 0,,,,,,5113,sheppard avenue east,5113 Sheppard Avenue East,Toronto,ON,M1S4N8,Province of Ontario,-79.23913225,43.7925786160001,,,
Shoppers Drug Mart #725,TYPE 0,,,,,,435,stone road west,435 Stone Road West,Guelph,ON,N1G2X6,Province of Ontario,-80.238756944,43.518283221,,,
Waha-Attawapiskat Hospital,TYPE 0,,,,,,972,riverside east street,972 Riverside East Street,Attawapiskat,ON,P0L1A0,Province of Ontario,-82.428897763,52.9258944100001,,,
New Care Pharmacy,TYPE 0,,,,,,56,westmore drive,56 Westmore Drive,Toronto,ON,M9V1C3,Province of Ontario,-79.603799962,43.7398710900001,,,
Caledon East Pharmacy,TYPE 0,,,,,,15771,airport road,15771 Airport Road,Caledon,ON,L7C1K2,Province of Ontario,-79.860924255,43.866254,,,
Bayview Ida Pharmacy,TYPE 0,,,,,,,bayview avenue,Bayview Avenue,Vaughan,ON,L3T5Z2,Province of Ontario,-79.4007539039999,43.8170428130001,,,
Huntsville Place Mall Pharmacy,TYPE 0,,,,,,70,king william street,70 King William Street,Huntsville,ON,P1H2A5,Province of Ontario,-79.207405083,45.3350950820001,,,
Martin's Pharmacy St Jacobs,TYPE 0,,,,,,10,parkside drive,10 Parkside Drive,St. Jacobs,ON,N0B2N0,Province of Ontario,-80.550923545,43.5441784110001,,,
Shoppers Drug Mart,TYPE 0,,,,,,11500,tecumseh road,11500 Tecumseh Road,Windsor,ON,N8N1L7,Province of Ontario,-82.900509766,42.313377179,,,
Loblaw Pharmacy #4912,TYPE 0,,,,,,102,hamilton regional road 8,102 Hamilton Regional Road 8,Hamilton,ON,L8G4H3,Province of Ontario,-79.747701962,43.2232849920001,,,
Westheights Pharmacy Inc,TYPE 0,,,,,,10,westheights drive,10 Westheights Drive,Kitchener,ON,N2N2A8,Province of Ontario,-80.530956228,43.4294075920001,,,
Costco Pharmacy,TYPE 0,,,,,,19,elmira road south,19 Elmira Road South,Guelph,ON,N1K0B6,Province of Ontario,-80.2950231619999,43.5226555190001,,,
Ellesmere Healthcare Pharmacy,TYPE 0,,,,,,520,ellesmere road,520 Ellesmere Road,Toronto,ON,M1R0B1,Province of Ontario,-79.295236066,43.7629676080001,,,
Creemore Village Pharmacy Ltd,TYPE 0,,,,,,171,mill street,171 Mill Street,Creemore,ON,L0M1G0,Province of Ontario,-80.105700676,44.326336568,,,
On Care Pharmacy,TYPE 0,,,,,,481,dundas street west,481 Dundas Street West,Toronto,ON,M5T1H1,Province of Ontario,-79.397193988,43.6529099840001,,,
Shoppers Drug Mart #765,TYPE 0,,,,,,142,clark road,142 Clark Road,London,ON,N5W5E1,Province of Ontario,-81.16863829,42.9911552840001,,,
Shoppers Drug Mart #1384,TYPE 0,,,,,,220,taunton road east,220 Taunton Road East,Whitby,ON,L1R0M5,Province of Ontario,-78.9504821689999,43.918410452,,,
Grand River Pharmacy,TYPE 0,,,,,,727,st. andrew street west,727 St. Andrew Street West,Fergus,ON,N1M3H2,Province of Ontario,-80.386175307,43.696644045,,,
Shoppers Drug Mart #1499,TYPE 0,,,,,,1,city centre drive,1 City Centre Drive,Mississauga,ON,L5B2C9,Province of Ontario,-79.639599661,43.596016363,,,
Shoppers Drug Mart #628,TYPE 0,,,,,,1309,carling avenue,1309 Carling Avenue,Ottawa,ON,K1Z7L3,Province of Ontario,-75.735525648,45.3867782470001,,,
Shoppers Drug Mart #1012,TYPE 0,,,,,,3051,walkers line,3051 Walkers Line,Burlington,ON,L7M0W3,Province of Ontario,-79.8232871009999,43.3936467190001,,,
S W Middlesex Health Centre Phcy,TYPE 0,,,,,,22262,mill road,22262 Mill Road,Mount Brydges,ON,N0L1W0,Province of Ontario,-81.4708845759999,42.8982001530001,,,
One Medical Pharmacy,TYPE 0,,,,,,20,wynford drive,20 Wynford Drive,Toronto,ON,M3C1J4,Province of Ontario,-79.336261475,43.723915,,,
Plaza 69-Shoppers Drug Mart,TYPE 0,,,,,,1935,paris street,1935 Paris Street,Greater Sudbury,ON,P3E3C6,Province of Ontario,-81.0026631809999,46.453261674,,,
Lsv Pharmacy,TYPE 0,,,,,,4057,new street,4057 New Street,Burlington,ON,L7L1S8,Province of Ontario,-79.76870968,43.355181615,,,
Shoppers Drug Mart #1429,TYPE 0,,,,,,2437,princess street,2437 Princess Street,Kingston,ON,K7M3G1,Province of Ontario,-76.5583179239999,44.257534417,,,
Shoppers Drug Mart #948,TYPE 0,,,,,,74,kent street west,74 Kent Street West,Kawartha Lakes,ON,K9V2Y4,Province of Ontario,-78.737403939,44.355267837,,,
Shoppers Drug Mart #1542,TYPE 0,,,,,,1380,2nd street east,1380 2nd Street East,Cornwall,ON,K6H2B8,Province of Ontario,-74.704229976,45.027538028,,,
Shoppers Drug Mart#1273,TYPE 0,,,,,,298,dalhousie street,298 Dalhousie Street,Ottawa,ON,K1N7E7,Province of Ontario,-75.691807537,45.429458756,,,
Medi-Mart Pharmacy,TYPE 0,,,,,,712,davis drive,712 Davis Drive,Newmarket,ON,L3Y8C3,Province of Ontario,-79.448021141,44.061785453,,,
Emo Health Centre-Eldcap Beds,TYPE 0,,,,,,260,front street,260 Front Street,Emo,ON,P0W1E0,Province of Ontario,-93.843717493,48.6319768500001,,,
Shoppers Drug Mart 707,TYPE 0,,,,,,265,guelph street,265 Guelph Street,Halton Hills,ON,L7G4B1,Province of Ontario,-79.893591246,43.650068661,,,
Belle River Pharmasave,TYPE 0,,,,,,520,notre dame street,520 Notre Dame Street,Lakeshore,ON,N0R1A0,Province of Ontario,-82.7072548049999,42.292929885,,,
Metro Pharmacy #554,TYPE 0,,,,,,3221,derry road west,3221 Derry Road West,Mississauga,ON,L5N7L7,Province of Ontario,-79.778451804,43.5837942540001,,,
Metro Pharmacy #544,TYPE 0,,,,,,1375,london road,1375 London Road,Sarnia,ON,N7S1P6,Province of Ontario,-82.353691058,42.979045624,,,
Harmony Hills Care Community,TYPE 0,,,,,,1800,o'connor drive,1800 O'Connor Drive,Toronto,ON,M4A1W7,Province of Ontario,-79.304965865,43.7205599010001,,,
Specialty Rx,TYPE 0,,,,,,1919,riverside drive,1919 Riverside Drive,Ottawa,ON,K1H1A2,Province of Ontario,-75.668425226,45.3970384520001,,,
Loblaw Pharmacy #1090,TYPE 0,,,,,,250,lakeshore road west,250 Lakeshore Road West,Mississauga,ON,L5H1G3,Province of Ontario,-79.5944975419999,43.5468595570001,,,
Carling Heights Pharmacy,TYPE 0,,,,,,124,barker street,124 Barker Street,London,ON,N5Y1Y1,Province of Ontario,-81.226715409,43.0079646840001,,,
Greater Niagara Pharmacy,TYPE 0,,,,,,5547,portage road,5547 Portage Road,Niagara Falls,ON,L2G5Y2,Province of Ontario,-79.092507443,43.0939602990001,,,
Sheppard Pharmacy,TYPE 0,,,,,,4465,sheppard avenue east,4465 Sheppard Avenue East,Toronto,ON,M1S5H9,Province of Ontario,-79.265732358,43.787611014,,,
Phil's Lakeshore Pharmacy Ida,TYPE 0,,,,,,41,lakeshore drive,41 Lakeshore Drive,North Bay,ON,P1A2A1,Province of Ontario,-79.455143659,46.2949710280001,,,
Shoppers Drug Mart #1268,TYPE 0,,,,,,9651,yonge street,9651 Yonge Street,Richmond Hill,ON,L4C1V7,Province of Ontario,-79.434437719,43.863376019,,,
A & J Pharmacy,TYPE 0,,,,,,11211,yonge street,11211 Yonge Street,Richmond Hill,ON,L4S0E9,Province of Ontario,-79.443914825,43.9019675260001,,,
Royal Drug Mart,TYPE 0,,,,,,8100,yonge street,8100 Yonge Street,Vaughan,ON,L4J1W4,Province of Ontario,-79.4274035129999,43.8244589130001,,,
Elora Apothecary,TYPE 0,,,,,,115,geddes street,115 Geddes Street,Elora,ON,N0B1S0,Province of Ontario,-80.43035222,43.6836365410001,,,
Sobeys Pharmacy #7218,TYPE 0,,,,,,450,columbia street west,450 Columbia Street West,Waterloo,ON,N2T2W1,Province of Ontario,-80.5684994439999,43.468009297,,,
Genesis Pharmacy,TYPE 0,,,,,,221,miller drive,221 Miller Drive,Halton Hills,ON,L7G6G4,Province of Ontario,-79.900115747,43.630744157,,,
Terrace Hill Pharmacy,TYPE 0,,,,,,217,terrace hill street,217 Terrace Hill Street,Brantford,ON,N3R1G8,Province of Ontario,-80.2750816229999,43.152664255,,,
Main Street Terrace,TYPE 0,,,,,,77,main street,77 Main Street,Toronto,ON,M4E2Y6,Province of Ontario,-79.298598259,43.681609494,,,
Avenue Pharmacy,TYPE 0,,,,,,221,brant avenue,221 Brant Avenue,Brantford,ON,N3T3J2,Province of Ontario,-80.2759525229999,43.147036654,,,
The Healing Source Pharmacy,TYPE 0,,,,,,2209,bloor street,2209 Bloor Street,Toronto,ON,M6S1N5,Province of Ontario,-79.475775013,43.65101538,,,
The Rosdale Cent EXT.CARE Unit,TYPE 0,,,,,,507,8th avenue,507 8th Avenue,Matheson,ON,P0K1N0,Province of Ontario,-80.470166948,48.5392531250001,,,
Pharmacie Novena,TYPE 0,,,,,,4,ninth street,4 Ninth Street,Hearst,ON,P0L1N0,Province of Ontario,-83.665228467,49.6892725060001,,,
Victoria Hills Pharmacy,TYPE 0,,,,,,101,hazelglen drive,101 Hazelglen Drive,Kitchener,ON,N2M5A2,Province of Ontario,-80.527092528,43.439870994,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,509,park street,509 Park Street,Kitchener,ON,N2G1N9,Province of Ontario,-80.514870426,43.4560326970001,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,1101,university avenue west,1101 University Avenue West,Windsor,ON,N9A5T1,Province of Ontario,-83.0520205129999,42.313678972,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,1111,finch avenue west,1111 Finch Avenue West,Toronto,ON,M3J2E5,Province of Ontario,-79.473731723,43.766289601,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,17310,yonge street,17310 Yonge Street,Newmarket,ON,L3Y7R8,Province of Ontario,-79.481289751,44.0498370500001,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,311,mcarthur avenue,311 McArthur Avenue,Ottawa,ON,K1L6P1,Province of Ontario,-75.6553231249999,45.431994558,,,
London Health Sciences Centre,TYPE 0,,,,,,800,commissioners road east,800 Commissioners Road East,London,ON,N6A4G5,Province of Ontario,-81.225535205,42.9604707760001,,,
Mariann Home,TYPE 0,,,,,,9915,yonge street,9915 Yonge Street,Richmond Hill,ON,L4C1V1,Province of Ontario,-79.43615722,43.8692140200001,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,456,ferguson street,456 Ferguson Street,North Bay,ON,P1B1X4,Province of Ontario,-79.462452363,46.3113873300001,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,500,queen street east,500 Queen Street East,Sault Ste. Marie,ON,P6A2A1,Province of Ontario,-84.330911256,46.510269398,,,
Student Centre Pharmacy,TYPE 0,,,,,,401,sunset boulevard,401 Sunset Boulevard,Windsor,ON,N9B3P4,Province of Ontario,-83.068440218,42.30772247,,,
Canadian Add. Treatm. Phcy Lp,TYPE 0,,,,,,7,hickson avenue,7 Hickson Avenue,Kingston,ON,K7K2N4,Province of Ontario,-76.4852041999999,44.253246619,,,
Main Drug Mart,TYPE 0,,,,,,265,scarlett road,265 Scarlett Road,Toronto,ON,M6N4L1,Province of Ontario,-79.506210525,43.6776533840001,,,
Food Basics Pharmacy #510,TYPE 0,,,,,,232,arthur street south,232 Arthur Street South,Elmira,ON,N3B2P2,Province of Ontario,-80.562163853,43.589740718,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,6175,dunn street,6175 Dunn Street,Niagara Falls,ON,L2G2P4,Province of Ontario,-79.096444243,43.0793114960001,,,
Canadian Add. Treatm. Phcy. Lp,TYPE 0,,,,,,45,bloor street east,45 Bloor Street East,Oshawa,ON,L1H3L9,Province of Ontario,-78.853645235,43.880506649,,,
Campus Pharmacy,TYPE 0,,,,,,,saint david's road,Saint David's Road,St. Catharines,ON,L2T4E6,Province of Ontario,-79.220451387,43.125286299,,,
Lambeth Drugs,TYPE 0,,,,,,2530,main street,2530 Main Street,London,ON,N6P1R2,Province of Ontario,-81.299089123,42.909645663,,,
Dundas Kipling Pharmacy,TYPE 0,,,,,,5359,dundas street west,5359 Dundas Street West,Toronto,ON,M9B1B1,Province of Ontario,-79.539924532,43.635744575,,,
Derry Pharmacy,TYPE 0,,,,,,6990,derry road,6990 Derry Road,Milton,ON,L9T7H3,Province of Ontario,-79.872046026,43.4958807350001,,,
Nks Health,TYPE 0,,,,,,2197,riverside drive,2197 Riverside Drive,Ottawa,ON,K1H7X8,Province of Ontario,-75.6764311279999,45.38919285,,,
Drug Store Pharmacy #4119,TYPE 0,,,,,,449,carlaw avenue,449 Carlaw Avenue,Toronto,ON,M4K3H9,Province of Ontario,-79.341982472,43.6688243900001,,,
Main Drug Mart,TYPE 0,,,,,,3245,finch avenue east,3245 Finch Avenue East,Toronto,ON,M1W4C1,Province of Ontario,-79.3198446759999,43.7952726130001,,,
Gateway Pharmacy,TYPE 0,,,,,,3268,finch avenue east,3268 Finch Avenue East,Toronto,ON,M1W3P7,Province of Ontario,-79.318832276,43.7965447130001,,,
Tower Hill Pharmacy,TYPE 0,,,,,,380,tower hill road,380 Tower Hill Road,Richmond Hill,ON,L4E0T8,Province of Ontario,-79.473687736,43.9136312260001,,,
Central Pharmasave Pharmacy,TYPE 0,,,,,,149,union street east,149 Union Street East,Waterloo,ON,N2J1C4,Province of Ontario,-80.508473824,43.463500299,,,
Pollard Ida Pharmacy,TYPE 0,,,,,,37,seguin street,37 Seguin Street,Parry Sound,ON,P2A1B2,Province of Ontario,-80.034870951,45.3438405430001,,,
Caremed Pharmacy,TYPE 0,,,,,,141,hespeler road,141 Hespeler Road,Cambridge,ON,N1R3G9,Province of Ontario,-80.3187885569999,43.379274293,,,
Langs Medical Pharmacy,TYPE 0,,,,,,1145,concession road,1145 Concession Road,Cambridge,ON,N3H4L5,Province of Ontario,-80.344203566,43.3970152950001,,,
Medicine Shoppe #276,TYPE 0,,,,,,955,queen street east,955 Queen Street East,Sault Ste. Marie,ON,P6A2C3,Province of Ontario,-84.318567752,46.505131098,,,
Main Street Pharmacy,TYPE 0,,,,,,60,gillingham drive,60 Gillingham Drive,Brampton,ON,L6X0Z9,Province of Ontario,-79.786553617,43.704199875,,,
James Potter Road Pharmacy,TYPE 0,,,,,,9715,james potter road,9715 James Potter Road,Brampton,ON,L6X3B9,Province of Ontario,-79.806008721,43.674881869,,,
Main Drug Mart,TYPE 0,,,,,,2306,keele street,2306 Keele Street,Toronto,ON,M6M3Z8,Province of Ontario,-79.477190518,43.7033512900001,,,
Drug Store Pharmacy #4117,TYPE 0,,,,,,2737,laurier street,2737 Laurier Street,Clarence-Rockland,ON,K4K1A3,Province of Ontario,-75.298912016,45.541417192,,,
Mount Forest Pharmacy,TYPE 0,,,,,,154,main street north,154 Main Street North,Mount Forest,ON,N0G2L0,Province of Ontario,-80.7361917439999,43.9824771780001,,,
Sharon Pharmacy,TYPE 0,,,,,,19101,leslie street,19101 Leslie Street,East Gwillimbury,ON,L0G1V0,Province of Ontario,-79.441251643,44.1053294610001,,,
Shoppers Drug Mart #737,TYPE 0,,,,,,1657,dundas street east,1657 Dundas Street East,London,ON,N5W3C6,Province of Ontario,-81.1886073969999,43.000851385,,,
Hsnrx,TYPE 0,,,,,,41,ramsey lake road,41 Ramsey Lake Road,Greater Sudbury,ON,P3E5J1,Province of Ontario,-80.996627781,46.4679326770001,,,
Rose City Pharmacy,TYPE 0,,,,,,402,wyandotte street west,402 Wyandotte Street West,Windsor,ON,N9A5X4,Province of Ontario,-83.04110721,42.312870972,,,
Loblaw Pharmacy # 529,TYPE 0,,,,,,7201,tecumseh road east,7201 Tecumseh Road East,Windsor,ON,N8T3K4,Province of Ontario,-82.938564178,42.3118135770001,,,
Duffern-Finch Pharmacy,TYPE 0,,,,,,2,champagne drive,2 Champagne Drive,Toronto,ON,M3J2C5,Province of Ontario,-79.472008622,43.7664573010001,,,
Shoppers Drug Mart #855,TYPE 0,,,,,,1400,neilson road,1400 Neilson Road,Toronto,ON,M1B0C2,Province of Ontario,-79.223001547,43.8093485200001,,,
Pharma-Star Medical Pharmacy,TYPE 0,,,,,,448,welland avenue,448 Welland Avenue,St. Catharines,ON,L2M5V2,Province of Ontario,-79.2195645899999,43.172714908,,,
Shoppers Drug Mart #867,TYPE 0,,,,,,620,keele street,620 Keele Street,Toronto,ON,M6N3E2,Province of Ontario,-79.467682113,43.671743484,,,
The Wenleigh,TYPE 0,,,,,,2065,leanne boulevard,2065 Leanne Boulevard,Mississauga,ON,L5K2L6,Province of Ontario,-79.651788758,43.5248563500001,,,
Caravaggio Ida Drugs,TYPE 0,,,,,,128,main street east,128 Main Street East,Horning's Mills,ON,L9V3K5,Province of Ontario,-80.203814684,44.0787380200001,,,
Castlemore Discount Pharmacy,TYPE 0,,,,,,1250,castlemore avenue,1250 Castlemore Avenue,Markham,ON,L6E0H7,Province of Ontario,-79.268110569,43.904422534,,,
Forest Hill,TYPE 0,,,,,,6501,campeau drive,6501 Campeau Drive,Ottawa,ON,K2K3E9,Province of Ontario,-75.909667299,45.3143913280001,,,
Mount Pleasant Pharmacy,TYPE 0,,,,,,245,eglinton avenue east,245 Eglinton Avenue East,Toronto,ON,M4P3B7,Province of Ontario,-79.3895733909999,43.7081849940001,,,
Westmount Pharmacy,TYPE 0,,,,,,723,rymal road west,723 Rymal Road West,Hamilton,ON,L9B2N9,Province of Ontario,-79.926497718,43.209880882,,,
Wallaceburg Pharmacy,TYPE 0,,,,,,1044,dufferin avenue,1044 Dufferin Avenue,Chatham-Kent,ON,N8A2V8,Province of Ontario,-82.3939619349999,42.593263854,,,
John Drug Mart Ida Pharmacy,TYPE 0,,,,,,225,john street south,225 John Street South,Hamilton,ON,L8N2C7,Province of Ontario,-79.868126403,43.2499029910001,,,
Leacock Care Centre,TYPE 0,,,,,,25,museum drive,25 Museum Drive,Orillia,ON,L3V7T9,Province of Ontario,-79.394925974,44.6066001500001,,,
Shoppers Drug Mart #1082,TYPE 0,,,,,,710,tower street south,710 Tower Street South,Fergus,ON,N1M2R3,Province of Ontario,-80.370827402,43.6989855470001,,,
Parkside Pharmacy,TYPE 0,,,,,,4062,confederation parkway,4062 Confederation Parkway,Mississauga,ON,L5B0G4,Province of Ontario,-79.6468998619999,43.5861753610001,,,
Drugstore Pharmacy #557,TYPE 0,,,,,,865,ontario street,865 Ontario Street,Stratford,ON,N5A7Y2,Province of Ontario,-80.951532856,43.370049561,,,
Cawthra Drug Store,TYPE 0,,,,,,680,silver creek boulevard,680 Silver Creek Boulevard,Mississauga,ON,L5A3Z1,Province of Ontario,-79.6032733489999,43.5953673650001,,,
Georgetown Pharmacy,TYPE 0,,,,,,118,mill street,118 Mill Street,Halton Hills,ON,L7G2C5,Province of Ontario,-79.926641257,43.649233259,,,
Lincoln Centre Pharmacy,TYPE 0,,,,,,390,lincoln street,390 Lincoln Street,Welland,ON,L3B4N4,Province of Ontario,-79.239126981,42.985181073,,,
Fieldgate Ida Pharmacy,TYPE 0,,,,,,3427,fieldgate drive,3427 Fieldgate Drive,Mississauga,ON,L4X2J4,Province of Ontario,-79.5883214469999,43.6243655700001,,,
Shoppers Drug Mart #760,TYPE 0,,,,,,3100,howard avenue,3100 Howard Avenue,Windsor,ON,N8X3Y8,Province of Ontario,-83.001809094,42.274330267,,,
Maple Mews Pharmacy,TYPE 0,,,,,,1235,fairview street,1235 Fairview Street,Burlington,ON,L7S2H9,Province of Ontario,-79.819434894,43.3310468080001,,,
Logos Pharmacy,TYPE 0,,,,,,423,wanless drive,423 Wanless Drive,Brampton,ON,L7A0N9,Province of Ontario,-79.8230306299999,43.716270776,,,
Shoppers Drug Mart 668,TYPE 0,,,,,,1145,innisfil beach road,1145 Innisfil Beach Road,Innisfil,ON,L9S4B2,Province of Ontario,-79.557625499,44.3122723910001,,,
Welland Medical Pharmacy,TYPE 0,,,,,,595,ontario road,595 Ontario Road,Welland,ON,L3B0B3,Province of Ontario,-79.2434882809999,42.9750394710001,,,
Welland Medical Pharmacy,TYPE 0,,,,,,165,plymouth road,165 Plymouth Road,Welland,ON,L3B3E1,Province of Ontario,-79.246659983,42.979321772,,,
Bridgenorth Pharmacy,TYPE 0,,,,,,871,ward street,871 Ward Street,Bridgenorth,ON,K0L1H0,Province of Ontario,-78.3832481269999,44.3825926580001,,,
Ouellette Avenue Pharmacy,TYPE 0,,,,,,1103,ouellette avenue,1103 Ouellette Avenue,Windsor,ON,N9A4K1,Province of Ontario,-83.032620406,42.3068291710001,,,
Philips Pharmacy,TYPE 0,,,,,,3050,garden street,3050 Garden Street,Whitby,ON,L1R2G7,Province of Ontario,-78.942085965,43.9023374490001,,,
Ceremonial Pharmacy,TYPE 0,,,,,,223,ceremonial drive,223 Ceremonial Drive,Mississauga,ON,L5R2N3,Province of Ontario,-79.663326669,43.605123764,,,
Bens Pharmacy,TYPE 0,,,,,,210,memorial avenue,210 Memorial Avenue,Orillia,ON,L3V7V1,Province of Ontario,-79.4225559819999,44.5970703470001,,,
Chelmsford Ida Pharmacy,TYPE 0,,,,,,144,ontario,3672 Ontario 144,Greater Sudbury,ON,P0M1L0,Province of Ontario,-81.191226555,46.569853783,,,
Rastin's Wilson St Pharmacy,TYPE 0,,,,,,323,wilson street east,323 Wilson Street East,Hamilton,ON,L9G4A8,Province of Ontario,-79.9769345349999,43.2263257820001,,,
Millway Drug Mart Inc,TYPE 0,,,,,,3200,erin mills parkway,3200 Erin Mills Parkway,Mississauga,ON,L5L1W8,Province of Ontario,-79.672842066,43.539818252,,,
Dunwin Pharmacy,TYPE 0,,,,,,2111,dunwin drive,2111 Dunwin Drive,Mississauga,ON,L5L3C1,Province of Ontario,-79.670178165,43.5342467510001,,,
Chabad Gate Pharmacy,TYPE 0,,,,,,7241,bathurst street,7241 Bathurst Street,Vaughan,ON,L4J3W1,Province of Ontario,-79.446394717,43.798880108,,,
Drug Store Pharmacy #4120,TYPE 0,,,,,,1250,south service road,1250 South Service Road,Mississauga,ON,L5E1V4,Province of Ontario,-79.568951738,43.5930341660001,,,
Medimost Pharmacy,TYPE 0,,,,,,2883,danforth avenue,2883 Danforth Avenue,Toronto,ON,M4C1M3,Province of Ontario,-79.2945545589999,43.6896704960001,,,
Erie Health & Wellness Phrmacy,TYPE 0,,,,,,101,erie street east,101 Erie Street East,Windsor,ON,N9A3W6,Province of Ontario,-83.0315119059999,42.309654272,,,
Fountain View Care Community,TYPE 0,,,,,,,o'connor drive,O'Connor Drive,Toronto,ON,M4A1W7,Province of Ontario,-79.3255264699999,43.698598696,,,
Newton Pharmacy,TYPE 0,,,,,,1750,lawrence avenue east,1750 Lawrence Avenue East,Toronto,ON,M1R2Y1,Province of Ontario,-79.308069468,43.7428905040001,,,
Hogan Pharmacy,TYPE 0,,,,,,4177,petrolia line,4177 Petrolia Line,Petrolia,ON,N0N1R0,Province of Ontario,-82.147993985,42.881665217,,,
Essential Pharmacy,TYPE 0,,,,,,6525,malden road,6525 Malden Road,Windsor,ON,N9H1T5,Province of Ontario,-83.0621915089999,42.2339449570001,,,
Metro Drugs,TYPE 0,,,,,,1290,bloor street west,1290 Bloor Street West,Toronto,ON,M6H1H9,Province of Ontario,-79.442057403,43.6586200830001,,,
