School Name,School Number,OSSD Credits Offered,Principal Name,Suite,PO Box,Street Address,City,Province,Postal Code,Telephone Number,Fax,Region,School Website,School Level,School Special Conditions Code,Program Type,Association Membership
La Salette Courtland Old Colony Christia,667731,,Eva Guenther Dyck,,,71 La Salette Rd,La Salette,Ontario,N0E1H0,519-582-3077,,London Regional Office,,Elementary,Not applicable,Site based only,No
Lakedale Amish Parochial,887609,,Lydia Swartzentruber,,,701736 Side Rd 5 1,Desboro,Ontario,N0H1K0,,,Barrie Regional Office,,Elementary,Not applicable,Site based only,No
Lakefield College School,885371,Offers credits toward the Ontario Secondary School Diploma (OSSD),Anne-Marie Kee,,,4391 County Road 29,Lakefield,Ontario,K0L2H0,705-652-3324,705-652-6320,Barrie Regional Office,http://www.lcs.on.ca,Secondary,All Year Round,Internet/Site Based,"Conference of Independent Schools of Ontario (CIS), and CAIS"
Lakelet Parochial School,878359,,Esther Martin,,,44736 Glenannon Rd 1,Clifford,Ontario,N0G1M0,,,London Regional Office,,Elementary,Not applicable,Site based only,Orthodox Mennonite Parochial School
Lakeshore School,880729,,David Schleger,,,2312 Princess Street,Kingston,Ontario,K7M3G4,613-767-2776,,Ottawa Regional Office,www.lakeshoreschool.ca,Elementary,Not applicable,Site based only,No
Lakeside Parochial School,669546,,Marilou Frey,,,2 Bay Street,Charlton,Ontario,P0J1B0,,,Sudbury-North Bay Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools c/o Levi M. Frey
Lakeview Christian School,887889,,Lorne Martin,,,74705 Bronson Line 1,Zurich,Ontario,N0M2T0,519-565-5286,,London Regional Office,,Elem/Sec,Not applicable,,No
Lakeview Montessori School,880256,,Maureen Harris,,,13797 Riverside Dr E,Tecumseh,Ontario,N8N1B5,519-735-5005,519-735-7462,London Regional Office,http://www.lakeviewmontessori.ca/,Elementary,Not applicable,,Ontario Federation Independent Schools
Langside Parochial,666076,,Martha Brubacher,,,479 Longside Street 5,Lucknow,Ontario,N0G2H0,,,Barrie Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Laureate International College,885783,Offers credits toward the Ontario Secondary School Diploma (OSSD),BEVERLEY OHASHI,A5&A6,,1405 Cornwall Road,Oakville,Ontario,L6J0B2,416-800-8434,416-642-7078,Toronto and Area Regional Office,www.laureatecollegecanada.com,Secondary,All Year Round,Internet/Site Based,No
Laureates Academy,881826,,,,,62 Knightshade Drive,Thornhill,Ontario,L4J8Z5,647-455-2606,,Toronto and Area Regional Office,,Elem/Sec,All Year Round,,
Laurentian Hills Christian School,887897,,Ian Timmerman,,,11 Laurentian Drive,Kitchener,Ontario,N2E1C1,519-576-6700,519-576-2583,London Regional Office,www.lhcs.net,Elementary,Not applicable,,Edified
Lawrence Academy,669197,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kathryn Coates,200,,1061 Mcnicoll Avenue,Toronto,Ontario,M1W3W6,647-612-1668,416-800-9846,Toronto and Area Regional Office,WWW.LAWRENCEACADEMY.CA,Secondary,All Year Round,Site based only,No
Lawrence Secondary School,668524,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Enze Zhang,210,,3621 Highway 7 East,Markham,Ontario,L6G0G2,647-203-0216,,Toronto and Area Regional Office,www.lawrencesecondary.com,Secondary,All Year Round,Internet based only,No
Le Cercle des savoirs,889281,Offers credits toward the Ontario Secondary School Diploma (OSSD),Abdelouahid Haouari,211,,435 Saint-Laurent,Ottawa,Ontario,K1K2Z6,613-697-4351,,Ottawa Regional Office,,Elem/Sec,All Year Round,Site based only,No
Leahurst College,880502,Offers credits toward the Ontario Secondary School Diploma (OSSD),Elizabeth Turcke,109,,4 Cataraqui Street,Kingston,Ontario,K7K1Z7,613-767-9201,,Ottawa Regional Office,www.leahurstcollege.ca,Elem/Sec,All Year Round,Site based only,OFIS
Learning Genius Academy Inc,885331,Offers credits toward the Ontario Secondary School Diploma (OSSD),Chandan Jha,204,,4515 EBENEZER RD,Brampton,Ontario,L6P2K7,647-869-4222,289-632-1510,Toronto and Area Regional Office,www.learninggeniusacademy.com,Secondary,All Year Round,,No
Lee Academy Private Elementary School,878332,,Alison Will,,,1978 2nd Concession W RR 1,Lynden,Ontario,L0R1T0,519-647-9772,519-647-9776,London Regional Office,http://www.leeacademy.com,Elementary,Not applicable,Site based only,No
Lennox & Addington Cornerstone Christian,876860,,Pamela Mutch,,,320 Bridge St W,Napanee,Ontario,K7R3S7,613-354-2354,613-354-2354,Toronto and Area Regional Office,www.cornerstonenapanee.com,Elementary,Not applicable,,Association of Christian Schools International
"Leo Baeck Day School, The",886769,,Adina Lubek,,,501 Arlington Avenue,Toronto,Ontario,M6C3A4,416-787-9899,,Barrie Regional Office,www.leobaeck.ca,Elementary,Not applicable,,No
Leonardo Da Vinci Academy of Arts and,882909,,Susan Lee,,,100 Allanhurst Dr,Toronto,Ontario,M9A4K4,416-247-6137,416-247-6138,Toronto and Area Regional Office,http://www.ldva.on.ca,Elementary,Not applicable,Site based only,No
Leslie Academy,669348,Offers credits toward the Ontario Secondary School Diploma (OSSD),Yu Sen Tso,312,,9011 Leslie Street,Richmond Hill,Ontario,L4B3B6,905-597-6568,,Barrie Regional Office,www.leslieacademy.com,Secondary,All Year Round,,No
Liberal High School,884663,Offers credits toward the Ontario Secondary School Diploma (OSSD),Xuxian Chen,201,,2820 14th Avenue,Markham,Ontario,L3R0S9,905-604-7879,905-604-7271,Barrie Regional Office,www.liberaledu.ca,Elem/Sec,All Year Round,,No
Liberty Prep School,666744,,Leslie Shuber,,,162 Parliament Street,Toronto,Ontario,M5A2Z1,416-603-0341,,Toronto and Area Regional Office,www.libertyprepschool.com,Elementary,Not applicable,,Canadian Council of Montessori Administrators
Lighthouse Academy,883452,,,,,17 Cree Avenue,Scarborough,Ontario,M1M1Z3,416-841-1836,,Toronto and Area Regional Office,,Secondary,All Year Round,,
Lighthouse Christian School,881789,,Laura Martens,,,59 Victoria Street,Port Burwell,Ontario,N0J1T0,519-671-0467,,London Regional Office,lgcprivateschool.com,Elem/Sec,Not applicable,,No
Lilac Grove School,877158,,Miriam Sittler,,,716 Elderslie Con 10 2,Dobbinton,Ontario,N0H1L0,,,Barrie Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Linbrook School,883704,,Mike Packowski,,,1079 Linbrook Road,Oakville,Ontario,L6J2L2,905-844-2697,,Toronto and Area Regional Office,www.linbrook.ca,Elementary,Not applicable,Internet/Site Based,OFIS
Lindale Parochial School,886947,,Esther Weber,,,5545 Ament Line 1,Linwood,Ontario,N0B2A0,,,London Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
"Linden School, The",876186,Offers credits toward the Ontario Secondary School Diploma (OSSD),Janice Gladstone,,,10 Rosehill Ave,Toronto,Ontario,M4T1G5,416-966-4406,416-966-9736,Toronto and Area Regional Office,http://www.lindenschool.ca,Elem/Sec,Not applicable,Site based only,Independent and Private School Forum
Link On Learning,665758,,Janice Frohlich,202,,665 Davis Drive,Newmarket,Ontario,L3Y2R2,905-895-9493,,Toronto and Area Regional Office,www.linkonlearning.com,Elementary,Not applicable,Internet based only,No
Listowel Christian School,888923,,Edward Boelens,,,305 Binning Street W,Listowel,Ontario,N4W1G4,519-291-3086,,London Regional Office,www.listowelchristianschool.ca,Elementary,Not applicable,Site based only,Edvance
Literacy and Mathematics Academy,884652,,,,,1 King Street West,Stoney Creek,Ontario,L8G1G7,289-441-1078,,London Regional Office,,Elementary,Not applicable,,
"Little Country School, The",665757,,Jacqueline Flowers,,,6517 Wellington County Road 34 2,Cambridge,Ontario,N3C2V4,519-829-8131,,Toronto and Area Regional Office,www.littlecountryschool.ca,Elementary,Not applicable,,C. of ECE
Little Owl Preschool Elementary,889201,,Natalia Galinskaya,A,,99A Sheppard Avenue W,North York,Ontario,M2N1M4,416-229-2356,416-497-8491,Toronto and Area Regional Office,www.littleowl.ca,Elementary,Not applicable,,OFIS
Little Robot Friends School,669693,,,,,8132 Danforth Avenue,Toronto,Ontario,M4C1H8,416-238-2234,,Toronto and Area Regional Office,,Elementary,Not applicable,,
Living Gospel Mission School,669606,,Abram Rempel,,,8277 Plank Road South 1,Straffordville,Ontario,N0J1Y0,204-960-2536,,London Regional Office,,Elementary,Not applicable,Site based only,Living Gospel Mennonite Church
Living Hope Christian School,883879,,Rachel Elo,,,1045 Garth ST,Hamilton,Ontario,L9C4L5,905-667-1197,905-667-1198,London Regional Office,www.findhope.tv,Elem/Sec,Not applicable,Internet/Site Based,No
Lodestar Montessori School,883156,,Erin Kerr,,,265 Maple Street,Bracebridge,Ontario,P1L1K3,705-645-1445,,Barrie Regional Office,lodestarmontessorischool.com,Elementary,Not applicable,Site based only,No
Lolart School,669329,Offers credits toward the Ontario Secondary School Diploma (OSSD),Justin Li,220,,15 Hove Street,North York,Ontario,M3H4Y8,905-947-0191,866-814-6783,Toronto and Area Regional Office,www.lsa.lolart.ca,Secondary,All Year Round,Site based only,No
London Christian Academy,887684,,Ronald Hesman,,,85 Charles St,London,Ontario,N6H1H1,519-473-3332,519-473-9843,London Regional Office,www.londonchristianacademy.ca,Elementary,Not applicable,,Edvance
London Christian Elementary School,885746,,Stephen Janssen,,,202 Clarke Road,London,Ontario,N5W5E4,519-455-0360,,London Regional Office,http://www.londonchristian.ca,Elementary,Not applicable,Site based only,Edvance
London Christian High,885738,Offers credits toward the Ontario Secondary School Diploma (OSSD),Timothy Bentum,,,24 Braesyde Ave,London,Ontario,N5W1V3,519-455-4360,519-455-4364,London Regional Office,www.londonchristianhigh.ca,Secondary,Not applicable,Site based only,Edvance Christian Schools Association
London Community Hebrew Day School,887404,,RACHELLE FRYDMAN,,,536 Huron St,London,Ontario,N5Y4J5,519-439-8419,519-439-0404,London Regional Office,,Elementary,Not applicable,Site based only,No
London International Academy,666947,Offers credits toward the Ontario Secondary School Diploma (OSSD),Paul Debenham,,,365 Richmond St,London,Ontario,N6A3C2,519-433-3388,519-433-3387,London Regional Office,www.lia-edu.ca,Secondary,All Year Round,Site based only,No
London Islamic School,877557,,Asad-Ahmed Choudhary,,,151 Oxford St W,London,Ontario,N6H1S3,519-679-9920,519-679-6842,London Regional Office,www.londonislamicschool.com,Elementary,Not applicable,,Muslim
London Waldorf School,881120,,Sarah Cooper,,,7 Beaufort St,London,Ontario,N6G1A5,519-858-8862,519-858-8863,London Regional Office,http://www.londonwaldorf.ca,Elementary,Not applicable,Site based only,Association of Waldorf Schools of North America
Longbridge Academy,881778,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nazanin Akbari,"200, B",,1550 16th Avenue,Richmond Hill,Ontario,L4B3K9,647-299-0882,,Barrie Regional Office,https://longbridgeacademy.com/,Elem/Sec,All Year Round,Internet/Site Based,No
Lorvale Academy,885469,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kathy Duva,,,1 Chestnut Hills Cres,Toronto,Ontario,M9A2W3,905-497-2114,,Toronto and Area Regional Office,aimsschool.ca,Secondary,All Year Round,Internet/Site Based,No
Lote tree Foundation,885067,,ZAHIR BACCHUS,,,291 Great Lakes Drive,BRAMPTON,Ontario,L6R2Z4,647-919-2098,,Toronto and Area Regional Office,www.lotetree.ca,Elementary,Not applicable,,No
Lowell Academy,883339,Offers credits toward the Ontario Secondary School Diploma (OSSD),Zinaida Chernyavska,501,,3601 Victoria Park Avenue,Scarborough,Ontario,M1W3Y3,416-546-0508,647-358-9800,Toronto and Area Regional Office,www.lowelledu.com,Secondary,All Year Round,,No
Lutherwood Parochial School,666858,,Katrina Martin,,,8476 Wellington Rd 16 2,Arthur,Ontario,N0G1A0,206-979-0889,,Toronto and Area Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Lycée Claudel,888117,,Philippe Courjault,,,1635 Riverside Drive,Ottawa,Ontario,K1G0E5,613-733-8522,613-733-3782,Ottawa Regional Office,http://www.claudel.org,Elem/Sec,Not applicable,,AEFE
Lycée Français de Toronto,877018,,Jean-Pierre Faou,,,2327 Dufferin St,Toronto,Ontario,M6E3S5,416-924-1789,416-924-9078,Toronto and Area Regional Office,www.lft.ca,Elem/Sec,Not applicable,Site based only,French Ministry of Education
Lydia Lois Beardy Memorial,663573,Offers credits toward the Ontario Secondary School Diploma (OSSD),Mila Morris,,Box 108,General Delivery,Wunnumin Lake,Ontario,P0V2Z0,807-442-2575,807-442-2640,Thunder Bay Regional Office,llbms.firstnationschools.ca,Elem/Sec,First Nation,First Nation,No
Lynden School,668587,Offers credits toward the Ontario Secondary School Diploma (OSSD),Tim Chang,,,95 HOWARD STREET,LYNDEN,Ontario,L0R1T0,519-647-0888,,London Regional Office,www.lyndenschool.com,Secondary,All Year Round,Internet/Site Based,IPSF AND OFIS
Lynedoch Christian School,668419,,Paul Gascho,,,295 Charlton Street,Delhi,Ontario,N4B2W4,519-582-1222,,London Regional Office,,Elem/Sec,Not applicable,Site based only,No
Lynn-Rose College,667127,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sara MacDonald,,,7310 Rapistan Crt.,Mississauga,Ontario,L5N6L8,905-567-3553,905-567-5318,Toronto and Area Regional Office,www.lynnroseheights.com,Elem/Sec,Not applicable,,Independent & Private School Forum
Lynn-Rose Heights Private School - Elem,878014,,Sara MacDonald,,,7215 Millcreek Dr,Mississauga,Ontario,L5N3R3,905-567-3553,905-567-5318,Toronto and Area Regional Office,http://www.lynnroseheights.net,Elementary,Not applicable,,Independent & Private School Forum
Lyonsgate Montessori School,668747,,Rachel Lyons,,,248 Locke Street South,Hamilton,Ontario,L8P4B9,905-525-4283,,London Regional Office,www.lyonsgate.ca,Elementary,Not applicable,,Canadian Council of Montessori Admin
"Mabin School, The",881090,,NANCY LYNN STEINHAUER,,,50 Poplar Plains Road,Toronto,Ontario,M4V2M8,416-964-9594,416-964-3643,Toronto and Area Regional Office,www.mabin.com,Elementary,Not applicable,,No
MAC Al-Furqan School,880155,,Khadijah Al-Dhabbi,1,,60 Town Centre Court,Toronto,Ontario,M1P0B1,416-822-5501,,Toronto and Area Regional Office,www.alfurqan.school,Elementary,Not applicable,,Muslim Association of Canada
MAC Maple Grove School,665027,,Rania Lawendy,,,160 Courtland Avenue East,Kitchener,Ontario,N2G3M6,226-647-8500,,London Regional Office,www.macmaplegrove.com,Elementary,Not applicable,,No
MAC Niagara Islamic School,669650,,Lisa Stevens-Aboaen,,,140 Haig Street,St. Catharines,Ontario,L2R6L3,905-688-6622,,Toronto and Area Regional Office,www.macnis.ca,Elementary,Not applicable,,No
Macdonald-Cartier Academy,875341,,jean mantha,,,270 Crichton St,Ottawa,Ontario,K1M1W4,613-744-8898,613-744-2150,Ottawa Regional Office,http://www.mcacademy.ca/,Elementary,Not applicable,Site based only,No
MacKenzie Academy,885144,Offers credits toward the Ontario Secondary School Diploma (OSSD),Andrew Fuyarchuk,600,,240 Duncan Mill Road,Toronto,Ontario,M3B3S6,647-350-3387,647-350-3378,Toronto and Area Regional Office,www.mackenzieacademy.com,Secondary,All Year Round,,OFIS - Membership ID 081218B
MacLachlan College,881298,Offers credits toward the Ontario Secondary School Diploma (OSSD),Michael Piening,,,337 Trafalgar Road,Oakville,Ontario,L6J3H3,905-844-0372,,Toronto and Area Regional Office,www.maclachlan.ca,Elem/Sec,All Year Round,Site based only,CIS Ontario
Macton Parochial School,887722,,Mary Martin,,,4783 Lavery Road,Wallenstein,Ontario,N0B2S0,,,London Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Madaniyya Academy,668301,,Mahmad Zakariya Desai,200,,3930 Nashua Drive,Mississauga,Ontario,L4V1M5,647-781-7313,,Toronto and Area Regional Office,,Elementary,Not applicable,,No
Madina Academy,667977,Offers credits toward the Ontario Secondary School Diploma (OSSD),Shibli Russel,205-A,,2680 Lawrence Avenue East,Scarborough,Ontario,M1P4Y4,647-721-0664,647-947-2789,Toronto and Area Regional Office,www.madinaacademys.com,Secondary,All Year Round,,No
Madinah Islamic School,666544,,Shiraz Mohamed,,,1015 Danforth Avenue,Toronto,Ontario,M4J1M1,647-344-2483,,Toronto and Area Regional Office,www.madinahislamicschool.com,Elementary,Not applicable,,Ummati Board
Madinatul Uloom Academy - Scarborough,882911,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sofia Sirajunnisa,,,700 Progress Avenue,Toronto,Ontario,M1H2Z7,416-332-1810,416-332-0470,Toronto and Area Regional Office,www.mua.ca,Elem/Sec,All Year Round,,No
Madinatul Uloom Academy Inc,666972,,Shehla Mohsin,1 & 2,,710 Progress Ave,Scarborough,Ontario,M1H2X3,416-332-9428,416-332-0470,Toronto and Area Regional Office,www.mua.ca,Elementary,Not applicable,,No
Madinatul-Uloom Academy,877492,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nilofar Asif,,,670 Progress Ave,Scarborough,Ontario,M1H3A4,416-332-9428,416-332-0470,Toronto and Area Regional Office,www.mua.ca,Elem/Sec,All Year Round,,No
Madresatul Banaat Almuslimaat,876259,Offers credits toward the Ontario Secondary School Diploma (OSSD),Syed Qadri,,,10 Vulcan St,Etobicoke,Ontario,M9W1L2,416-244-8600,416-244-0059,Toronto and Area Regional Office,,Elem/Sec,All Year Round,Site based only,No
Magnificent Minds,668504,,Alexandra Dezenhouse,,,37 Southbourne Avenue,Toronto,Ontario,M3H1A4,647-404-6349,,Toronto and Area Regional Office,www.magnificentminds.ca,Elementary,Not applicable,Site based only,No
