Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Identified as Gifted,Percentage of Students Receiving Special Education Services,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Extract Date,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),255300,Hickson Central Public School,Public,Not applicable,Elementary,English,JK-8,,,161 Loveys St E,East Zorra - Tavistock,Hickson,Ontario,N0J1L0,519-462-2415,519-462-1931,http://www.tvdsb.ca/HicksonCentral.cfm,www.tvdsb.ca,540,43.23932,-80.8,11,100,0,0,8,0,64%,30.0,58%,26.0,58%,13.0,77%,1.0,75%,-4.0,54%,18.0,,,,,,,6,31,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),257737,Hillcrest Public School,Public,Not applicable,Elementary,English,JK-8,,,1231 Fuller St,London,London,Ontario,N5Y4P7,519-452-8220,519-452-8229,http://www.tvdsb.ca/Hillcrest-London.cfm,www.tvdsb.ca,300,43.0223,-81.2238,15,100,0,5,10,0,43%,14.0,33%,4.0,33%,8.0,59%,-4.0,53%,-1.0,21%,-8.0,,,,,,,20,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),918024,Huron Park Secondary School,Public,Not applicable,Secondary,English,9-12,,,900 Cromwell St,Woodstock,Woodstock,Ontario,N4S5B5,519-537-2347,519-537-5741,http://www.tvdsb.ca/HuronPark.cfm,www.tvdsb.ca,780,43.13965,-80.7387,5,100,3,2,16,2,,,,,,,,,,,,,80%,0.0,47%,-9.0,64%,-10.0,8,26,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),918156,Ingersoll District Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,37 Alma St,Ingersoll,Ingersoll,Ontario,N5C1N1,519-485-1200,519-425-0142,http://www.tvdsb.ca/Ingersoll.cfm,www.tvdsb.ca,790,43.045390000000005,-80.8884,1,100,0,0,19,1,,,,,,,,,,,,,78%,-10.0,59%,14.0,59%,-7.0,9,28,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),275514,Innerkip Central School,Public,Not applicable,Elementary,English,JK-8,,Box 40,180 Coleman St,East Zorra - Tavistock,Innerkip,Ontario,N0J1M0,519-469-3698,519-469-3008,http://www.tvdsb.ca/InnerkipCentral.cfm,www.tvdsb.ca,220,43.20929,-80.6986,0,100,0,0,15,0,62%,-18.0,56%,-14.0,44%,-31.0,82%,29.0,73%,20.0,45%,32.0,,,,,,,5,20,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),133006,J. S. Buchanan French Immersion Public School,Public,Not applicable,Elementary,English,K-8,,,248 Keefer Street,Strathroy-Caradoc,Strathroy,Ontario,N7G1E2,,,http://sites.tvdsb.ca/jsbuchanan.cfm,www.tvdsb.ca,290,42.94869,-81.6204,0,100,0,0,5,5,N/D,,N/D,,44%,-25.0,93%,-7.0,97%,1.0,53%,-12.0,,,,,,,10,35,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),280810,Jack Chambers Public School,Public,Not applicable,Elementary,English,JK-8,,,1650 Hastings Dr,London,London,Ontario,N5X3E3,519-452-8240,519-452-8249,http://www.tvdsb.ca/JackChambers.cfm,www.tvdsb.ca,800,43.03622,-81.2696,40,100,11,11,5,2,90%,2.0,88%,-1.0,84%,-4.0,93%,4.0,92%,5.0,71%,-10.0,,,,,,,14,82,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),522619,Jeanne-Sauvé Public School,Public,Not applicable,Elementary,English,K-8,,,215 Wharncliffe Rd N,London,London,Ontario,N6H2B6,519-452-8250,519-452-8259,http://www.tvdsb.ca/JeanneSauve.cfm,www.tvdsb.ca,410,42.99071,-81.2637,35,100,10,10,5,0,N/D,,N/D,,42%,-23.0,85%,8.0,71%,6.0,50%,2.0,,,,,,,25,55,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),283410,John Dearness Public School,Public,Not applicable,Elementary,English,JK-8,,,555 Sanatorium Rd,London,London,Ontario,N6H3W6,519-452-8260,519-452-8269,http://www.tvdsb.ca/JohnDearness.cfm,www.tvdsb.ca,255,42.965379999999996,-81.3304,15,100,10,10,5,5,80%,-6.0,80%,7.0,64%,-13.0,100%,0.0,84%,-16.0,68%,-8.0,,,,,,,10,80,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),560766,John P Robarts Public School,Public,Not applicable,Elementary,English,JK-8,,,84 Bow St,London,London,Ontario,N5V1B1,519-452-8270,519-452-8279,http://www.tvdsb.ca/Robarts.cfm,www.tvdsb.ca,540,42.98989,-81.1601,11,100,3,4,10,0,52%,-1.0,49%,-4.0,35%,-2.0,54%,11.0,60%,22.0,20%,-3.0,,,,,,,29,18,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),302664,John Wise Public School,Public,Not applicable,Elementary,English,JK-8,,,100 Parkside Drive,St. Thomas,St. Thomas,Ontario,N5R3T9,519-633-1611,519-633-8902,http://www.tvdsb.ca/JohnWise.cfm,www.tvdsb.ca,595,42.757659999999994,-81.1931,2,100,1,0,12,1,48%,-18.0,34%,-20.0,34%,-19.0,70%,14.0,68%,25.0,23%,6.0,,,,,,,22,24,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),166600,June Rose Callwood Public School,Public,Not applicable,Elementary,English,JK-8,,,84 Edward St,St. Thomas,St Thomas,Ontario,N5P1Y7,519-631-5010,519-631-7756,http://sites.tvdsb.ca/Callwood.cfm,www.tvdsb.ca,415,42.78671,-81.1797,0,100,0,0,10,0,66%,18.0,59%,18.0,59%,11.0,62%,-31.0,73%,-9.0,25%,-32.0,,,,,,,30,20,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),289710,Kensal Park Public School,Public,Not applicable,Elementary,English,K-8,,,328 Springbank Dr,London,London,Ontario,N6J1G5,519-452-8280,519-452-8289,http://www.tvdsb.ca/KensalPark.cfm,www.tvdsb.ca,855,42.9696,-81.2783,19,100,2,2,5,1,N/D,,N/D,,71%,1.0,95%,7.0,88%,-2.0,70%,0.0,,,,,,,19,50,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),451436,Kettle Creek Public School,Public,Not applicable,Elementary,English,JK-8,,,350 Carlow Rd,Central Elgin,Port Stanley,Ontario,N5L1B6,519-782-3983,519-782-5508,44 pages @ .25 (I Boldt) 11 08-087-2280-000,www.tvdsb.ca,340,42.67322,-81.2222,0,100,0,0,20,0,73%,6.0,70%,28.0,45%,28.0,74%,16.0,77%,19.0,42%,34.0,,,,,,,15,35,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),302716,Knollwood Park Public School,Public,Not applicable,Elementary,English,JK-8,,,70 Gammage St,London,London,Ontario,N5Y2B1,519-452-8290,519-452-8299,http://www.tvdsb.ca/KnollwoodPark.cfm,www.tvdsb.ca,245,43.007090000000005,-81.2299,10,100,5,5,15,0,50%,-2.0,32%,-16.0,41%,11.0,38%,-12.0,45%,10.0,14%,10.0,,,,,,,35,20,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),000469,Lambeth Public School,Public,Not applicable,Elementary,English,JK-8,,,6820 Duffield St,London,London,Ontario,N6P1A4,519-652-2050,519-652-1372,http://www.tvdsb.ca/lambeth.cfm,www.tvdsb.ca,745,42.91348,-81.2977,12,100,3,4,6,1,82%,1.0,85%,0.0,69%,-8.0,92%,6.0,91%,13.0,71%,27.0,,,,,,,7,57,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),438062,Laurie Hawkins Public School,Public,Not applicable,Elementary,English,JK-8,,,156 Innes Street,Ingersoll,Ingersoll,Ontario,N5C2R8,,,http://www.tvdsb.ca/LaurieHawkins.cfm,www.tvdsb.ca,610,43.04251,-80.8942,2,100,1,1,15,1,61%,-7.0,42%,-19.0,42%,-5.0,54%,-20.0,55%,-2.0,22%,-6.0,,,,,,,20,13,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),311855,Lester B Pearson School for the Arts,Public,Not applicable,Elementary,English,4-8,,,795 Trafalgar St,London,London,Ontario,N5Z1E6,519-452-8300,519-452-8309,http://www.tvdsb.ca/Pearson.cfm,www.tvdsb.ca,280,42.9779,-81.2185,20,100,0,0,0,15,N/D,,N/D,,N/D,,96%,1.0,98%,7.0,82%,0.0,,,,,,,10,60,2020-09-04,0,0,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),318051,Lockes Public School,Public,Not applicable,Elementary,English,JK-8,,,20 South Edgeware Rd,St. Thomas,St Thomas,Ontario,N5P2H2,519-631-8890,519-631-3229,http://www.tvdsb.ca/Locke.cfm,www.tvdsb.ca,610,42.79388,-81.1806,2,100,2,2,12,1,65%,5.0,57%,-5.0,48%,-2.0,74%,2.0,63%,-2.0,46%,11.0,,,,,,,22,21,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),923745,London Central Secondary School,Public,Not applicable,Secondary,English,9-12,,,509 Waterloo St,London,London,Ontario,N6B2P8,519-452-2620,519-452-2639,http://www.tvdsb.ca/Central.cfm,www.tvdsb.ca,985,42.98874,-81.2447,41,99,3,3,11,12,,,,,,,,,,,,,91%,-1.0,N/R,,97%,-1.0,19,46,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),923877,London South Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,371 Tecumseh Ave E,London,London,Ontario,N6C1T4,519-452-2860,519-452-2879,http://www.tvdsb.ca/South.cfm,www.tvdsb.ca,570,42.96922,-81.243,12,100,2,2,13,4,,,,,,,,,,,,,85%,6.0,37%,-5.0,80%,6.0,19,37,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),904503,Lord Dorchester Secondary School,Public,Not applicable,Secondary,English,9-12,,,61 Queen St,Thames Centre,Dorchester,Ontario,N0L1G2,519-268-7351,519-268-3772,http://www.tvdsb.ca/LordDorchester.cfm,www.tvdsb.ca,460,42.98697,-81.0619,0,100,0,0,15,0,,,,,,,,,,,,,94%,0.0,71%,3.0,82%,1.0,5,25,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),321338,Lord Elgin Public School,Public,Not applicable,Elementary,English,JK-8,,,1100 Victoria Dr,London,London,Ontario,N5Y4E2,519-452-8310,519-452-8319,http://www.tvdsb.ca/LordElgin.cfm,www.tvdsb.ca,325,43.01362,-81.2245,30,100,10,10,10,0,44%,3.0,31%,-10.0,25%,-19.0,63%,26.0,67%,23.0,52%,19.0,,,,,,,65,15,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),321370,Lord Nelson Public School,Public,Not applicable,Elementary,English,JK-8,,,1990 Royal Cres,London,London,Ontario,N5V1N8,519-452-8320,519-452-8329,http://www.tvdsb.ca/LordNelson.cfm,www.tvdsb.ca,510,42.99933,-81.1674,5,100,2,2,11,0,47%,-8.0,27%,-18.0,27%,-15.0,51%,-18.0,55%,-10.0,15%,-20.0,,,,,,,30,9,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),321435,Lord Roberts Public School,Public,Not applicable,Elementary,English,K-8,,,440 Princess Ave,London,London,Ontario,N6B2B3,519-452-8330,519-452-8339,http://www.tvdsb.ca/LordRoberts.cfm,www.tvdsb.ca,345,42.991609999999994,-81.2398,5,100,0,0,0,0,N/D,,N/D,,72%,-13.0,85%,-1.0,75%,8.0,45%,-18.0,,,,,,,20,50,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),273724,Louise Arbour French Immersion Public School,Public,Not applicable,Elementary,English,K-8,,,365 Belfield St,London,London,Ontario,N5Y2K3,519-452-8230,519-452-8239,http://www.tvdsb.ca/louisearbour.cfm,www.tvdsb.ca,605,43.017990000000005,-81.2415,27,99,4,4,3,3,N/D,,N/D,,34%,-5.0,89%,-3.0,87%,-7.0,50%,-9.0,,,,,,,23,44,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),046639,Mary Wright Public School,Public,Not applicable,Elementary,English,JK-8,,,213 Caroll Street W,Strathroy-Caradoc,Strathroy,Ontario,N7G1B1,,,http://sites.tvdsb.ca/marywright.cfm,www.tvdsb.ca,495,42.94293,-81.6166,0,100,0,0,15,0,57%,5.0,52%,11.0,48%,5.0,64%,-11.0,58%,-6.0,28%,-7.0,,,,,,,15,20,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),346780,Masonville Public School,Public,Not applicable,Elementary,English,JK-8,,,25 Hillview Blvd,London,London,Ontario,N6G3A7,519-452-8390,519-452-8399,http://www.tvdsb.ca/Masonville.cfm,www.tvdsb.ca,595,43.025659999999995,-81.2844,42,100,11,13,5,2,93%,13.0,89%,11.0,88%,8.0,92%,7.0,90%,5.0,77%,2.0,,,,,,,12,84,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),351466,McGillivray Central School,Public,Not applicable,Elementary,English,JK-8,,,34714 Creamery Rd,North Middlesex,Ailsa Craig,Ontario,N0M1A0,519-293-3342,519-293-3944,http://www.tvdsb.ca/McGillivray.cfm,www.tvdsb.ca,115,43.20091,-81.5792,0,100,0,0,5,0,50%,-17.0,33%,0.0,50%,-25.0,N/R,,N/R,,N/R,,,,,,,,10,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),351725,McGregor Public School,Public,Not applicable,Elementary,English,JK-3,,,204 John St S,Aylmer,Aylmer,Ontario,N5H2C8,519-773-3362,519-765-2844,http://www.tvdsb.ca/McGregor.cfm,www.tvdsb.ca,315,42.769859999999994,-80.9837,5,100,0,0,5,0,71%,-1.0,69%,6.0,64%,7.0,N/D,,N/D,,N/D,,,,,,,,30,10,2020-09-04,1,1,1,0,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),925560,Medway High School,Public,Not applicable,Secondary,English,9-12,,,14405 Medway Rd,London,Arva,Ontario,N0M1C0,519-660-8418,519-660-0506,http://www.tvdsb.ca/MedwayHighSchool.cfm,www.tvdsb.ca,1260,43.051159999999996,-81.2891,6,99,1,1,15,3,,,,,,,,,,,,,86%,0.0,58%,15.0,77%,-3.0,9,46,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),381568,Mitchell Hepburn Public School,Public,Not applicable,Elementary,English,JK-8,,,95 Raven Avenue,St. Thomas,St Thomas,Ontario,N5R0C2,519-631-3370,519-631-1976,http://www.tvdsb.ca/Hepburn.cfm,www.tvdsb.ca,755,42.75825,-81.1599,2,100,1,1,13,1,73%,-2.0,72%,-1.0,72%,7.0,68%,2.0,65%,1.0,53%,10.0,,,,,,,9,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),927430,Montcalm Secondary School,Public,Not applicable,Secondary,English,9-12,,,1350 Highbury Ave N,London,London,Ontario,N5Y1B5,519-452-2730,519-452-2749,http://www.tvdsb.ca/Montcalm.cfm,www.tvdsb.ca,815,43.024640000000005,-81.2166,33,100,15,16,28,0,,,,,,,,,,,,,79%,21.0,50%,17.0,41%,-5.0,34,25,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),375128,Mosa Central Public School,Public,Not applicable,Elementary,English,JK-8,,,22741 Pratt Siding Rd,Southwest Middlesex,Glencoe,Ontario,N0L1M0,519-693-4691,519-693-4575,http://www.tvdsb.ca/MosaCentral.cfm,www.tvdsb.ca,170,42.71333,-81.7493,5,100,0,0,15,5,40%,-30.0,40%,-17.0,50%,2.0,78%,17.0,94%,55.0,22%,0.0,,,,,,,20,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),378119,Mountsfield Public School,Public,Not applicable,Elementary,English,JK-8,,,8 Mountsfield Dr,London,London,Ontario,N6C2S4,519-452-8400,519-452-8409,http://www.tvdsb.ca/Mountsfield.cfm,www.tvdsb.ca,465,42.959340000000005,-81.2434,5,100,0,0,10,10,71%,-5.0,62%,-18.0,76%,-6.0,84%,-11.0,75%,-17.0,52%,-10.0,,,,,,,15,60,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),622346,New Sarum Public School,Public,Not applicable,Elementary,English,JK-8,,,9473 Belmont Road,St. Thomas,St Thomas,Ontario,N5P3S7,519-773-5185,519-773-5708,http://www.tvdsb.ca/NewSarum.cfm,www.tvdsb.ca,235,42.77747,-81.0836,5,100,0,0,20,0,73%,14.0,69%,37.0,77%,0.0,83%,-10.0,88%,-1.0,88%,3.0,,,,,,,20,40,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),384909,Nicholas Wilson Public School,Public,Not applicable,Elementary,English,JK-8,,,927 Osgoode Dr,London,London,Ontario,N6E1C9,519-452-8410,519-452-8419,http://www.tvdsb.ca/NicholasWilson.cfm,www.tvdsb.ca,235,42.93905,-81.2174,15,100,5,10,5,0,58%,6.0,58%,2.0,52%,12.0,71%,4.0,81%,40.0,33%,11.0,,,,,,,15,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),403377,North Meadows Elementary School,Public,Not applicable,Elementary,English,JK-8,,,82 Middlesex Dr,Strathroy-Caradoc,Strathroy,Ontario,N7G4G5,519-245-7373,519-245-7303,http://www.tvdsb.ca/NorthMeadows.cfm,www.tvdsb.ca,435,42.97405,-81.6253,5,100,0,0,10,0,73%,9.0,78%,18.0,68%,8.0,82%,15.0,76%,5.0,39%,1.0,,,,,,,15,40,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),930113,North Middlesex District High School,Public,Not applicable,Secondary,English,9-12,,,100 Main St,North Middlesex,Parkhill,Ontario,N0M2K0,519-294-1128,519-294-0096,http://www.tvdsb.ca/NorthMiddlesex.cfm,www.tvdsb.ca,145,43.15368,-81.686,0,100,0,0,20,5,,,,,,,,,,,,,73%,-20.0,69%,-1.0,61%,-7.0,5,30,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),410357,Northbrae Public School,Public,Not applicable,Elementary,English,JK-8,,,335 Belfield St,London,London,Ontario,N5Y2K3,519-452-8420,519-452-8429,http://www.tvdsb.ca/Northbrae.cfm,www.tvdsb.ca,440,43.016040000000004,-81.2407,60,95,35,35,10,0,20%,-16.0,38%,-6.0,15%,-16.0,58%,-7.0,66%,14.0,39%,4.0,,,,,,,60,10,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),410454,Northdale Central Public School,Public,Not applicable,Elementary,English,4-8,,,3860 Catherine St,Thames Centre,Dorchester,Ontario,N0L1G0,519-268-7862,519-268-7941,http://www.tvdsb.ca/NorthdaleCentral.cfm,www.tvdsb.ca,380,42.9885,-81.0743,0,100,0,0,15,0,N/D,,N/D,,N/D,,82%,-13.0,78%,-10.0,49%,-15.0,,,,,,,5,35,2020-09-04,0,0,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),410748,Northdale Public School,Public,Not applicable,Elementary,English,JK-8,,,290 Victoria St N,Woodstock,Woodstock,Ontario,N4S6W5,519-537-5761,519-537-1088,http://www.tvdsb.ca/NorthdaleWoodstock.cfm,www.tvdsb.ca,355,43.14062,-80.7555,0,100,0,5,10,0,58%,-7.0,44%,-16.0,53%,-5.0,70%,0.0,76%,20.0,27%,-14.0,,,,,,,15,35,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),411396,Northridge Public School,Public,Not applicable,Elementary,English,JK-8,,,25 McLean Dr,London,London,Ontario,N5X1Y2,519-452-8440,519-452-8449,http://www.tvdsb.ca/Northridge.cfm,www.tvdsb.ca,560,43.037009999999995,-81.2348,21,99,2,2,8,1,86%,18.0,84%,12.0,76%,23.0,92%,16.0,90%,23.0,70%,22.0,,,,,,,9,63,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),931934,Oakridge Secondary School,Public,Not applicable,Secondary,English,9-12,,,1040 Oxford St W,London,London,Ontario,N6H1V4,519-452-2750,519-452-2769,http://www.tvdsb.ca/Oakridge.cfm,www.tvdsb.ca,1045,42.97654,-81.314,24,99,4,4,13,4,,,,,,,,,,,,,85%,4.0,52%,5.0,86%,-3.0,16,60,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),417203,Oliver Stephens Public School,Public,Not applicable,Elementary,English,JK-8,,,164 Fyfe Ave,Woodstock,Woodstock,Ontario,N4S3S6,519-539-2068,519-539-3528,http://www.tvdsb.ca/Stephens.cfm,www.tvdsb.ca,245,43.12126,-80.7433,5,100,0,0,15,0,57%,29.0,36%,19.0,29%,-5.0,43%,-41.0,50%,-34.0,7%,-51.0,,,,,,,20,10,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),510700,Orchard Park Public School,Public,Not applicable,Elementary,English,JK-8,,,50 Wychwood Park,London,London,Ontario,N6G1R6,519-452-8450,519-452-8459,http://www.tvdsb.ca/OrchardPark.cfm,www.tvdsb.ca,285,43.000659999999996,-81.292,20,100,10,10,10,20,85%,20.0,75%,10.0,80%,15.0,89%,3.0,89%,39.0,85%,49.0,,,,,,,15,70,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),429597,Oxbow Public School,Public,Not applicable,Elementary,English,JK-8,,,13624 Ilderton Road,London,Ilderton,Ontario,N0M2A0,519-666-0310,519-666-0365,http://www.tvdsb.ca/Oxbow.cfm,www.tvdsb.ca,560,43.08625,-81.3603,2,100,0,0,6,1,79%,-5.0,76%,5.0,70%,-2.0,80%,1.0,85%,16.0,45%,-9.0,,,,,,,6,63,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),433608,Parkhill-West Williams School,Public,Not applicable,Elementary,English,JK-8,,,204 McLeod St,North Middlesex,Parkhill,Ontario,N0M2K0,519-294-1117,519-294-1124,http://www.tvdsb.ca/Parkhill-WestWilliams.cfm,www.tvdsb.ca,220,43.15685,-81.6871,0,100,0,0,10,0,69%,22.0,31%,-40.0,23%,-18.0,68%,-10.0,60%,-5.0,40%,-12.0,,,,,,,10,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),944939,Parkside Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,241 Sunset Dr,St. Thomas,St Thomas,Ontario,N5R3C2,519-633-0090,519-633-4887,http://www.tvdsb.ca/Parkside.cfm,www.tvdsb.ca,1080,42.75588,-81.1925,1,100,1,1,18,3,,,,,,,,,,,,,84%,-3.0,49%,8.0,65%,-7.0,12,22,2020-09-04,0,0,0,1,1
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),435317,Parkview Public School,Public,Not applicable,Elementary,English,JK-8,,,10008 Oxbow Dr,Middlesex Centre,Komoka,Ontario,N0L1R0,519-657-3868,519-657-2503,http://www.tvdsb.ca/Parkview.cfm,www.tvdsb.ca,645,42.95684,-81.4404,2,100,1,0,7,3,84%,0.0,78%,-3.0,67%,-6.0,84%,-2.0,84%,-1.0,54%,-19.0,,,,,,,2,61,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),263451,Pierre Elliott Trudeau French Immersion Public School,Public,Not applicable,Elementary,English,K-8,,,112 Churchill Crescent,St. Thomas,St. Thomas,Ontario,N5R1R1,519-631-7820,519-631-7997,http://www.tvdsb.ca/Trudeau.cfm,www.tvdsb.ca,505,42.7688,-81.1796,2,99,0,0,4,2,N/D,,N/D,,59%,-7.0,95%,3.0,92%,12.0,56%,-4.0,,,,,,,18,28,2020-09-04,0,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),448389,Plattsville & District Public School,Public,Not applicable,Elementary,English,JK-8,,,112 Mill St E,Blandford - Blenheim,Plattsville,Ontario,N0J1S0,519-684-7436,519-684-7194,http://www.tvdsb.ca/Plattsville.cfm,www.tvdsb.ca,235,43.3062,-80.6138,0,100,0,0,10,0,62%,0.0,67%,21.0,86%,32.0,59%,14.0,76%,31.0,35%,-5.0,,,,,,,5,30,2020-09-04,1,1,1,1,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),450391,Port Burwell Public School,Public,Not applicable,Elementary,English,JK-6,,,30 Strachan St,Bayham,Port Burwell,Ontario,N0J1T0,519-874-4558,519-874-4326,http://www.tvdsb.ca/PortBurwell.cfm,www.tvdsb.ca,150,42.64707,-80.8034,20,100,0,0,10,0,20%,-53.0,30%,-30.0,30%,-17.0,57%,2.0,52%,-7.0,29%,15.0,,,,,,,20,5,2020-09-04,1,1,1,0,0
B66044,Thames Valley DSB,Pub Dist Sch Brd (E/F),453773,Prince Charles Public School,Public,Not applicable,Elementary,English,JK-8,,,1601 Wavell St,London,London,Ontario,N5W2C9,519-452-8470,519-452-8479,http://www.tvdsb.ca/PrinceCharles.cfm,www.tvdsb.ca,470,42.99337,-81.1887,0,100,5,0,15,0,53%,1.0,29%,-4.0,50%,21.0,77%,26.0,75%,31.0,48%,26.0,,,,,,,30,10,2020-09-04,1,1,1,1,0
