Municipality,Permit Number,Type of Building,Type of Work,Value of Construction,Units Created,Units Lost,Building Area,Approval Date,Extract Date
TOWN OF AMHERST,C2018-032,500,01,"1,300,800",0,0,"1,169.18",06/21/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF BRIDGEWATER,C2018-059,100,01,"100,000",0,0,0,06/04/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF BRIDGEWATER,C2018-077,100,03,"60,000",0,0,0,06/29/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF BRIDGEWATER,B2018-070,500,03,"278,333",0,0,0,06/14/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF DIGBY,2018-06-07,310,11,0,0,1,0,06/07/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF NEW GLASGOW,NG-C2018-029,100,01,"190,000",0,0,0,06/20/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF SHELBURNE,20180053,110,03,"103,278.32",0,0,"1,008",06/11/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF SHELBURNE,20180053,110,03,"103,278.32",0,0,"1,008",06/11/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF TRURO,B064-2018,100,03,"50,000",0,0,0,06/27/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF TRURO,C058-2018,100,03,"100,000",0,0,928,06/08/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF TRURO,B037-2018,400,01,"265,000",0,0,"1,400",06/07/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF WESTVILLE,WV-C2018-006,500,03,"250,000",0,0,0,06/04/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF WINDSOR,038-W-18,100,03,"60,000",0,0,0,06/14/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF YARMOUTH,C2018-088,100,01,"125,000",0,0,0,06/27/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF YARMOUTH,C2018-087,100,01,"125,000",0,0,0,06/27/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF YARMOUTH,C2018-081,100,01,"180,000",0,0,0,06/25/2018 12:00:00 AM,07/03/2018 08:49:57 AM
TOWN OF YARMOUTH,C2018-086,100,01,"125,000",0,0,0,06/28/2018 12:00:00 AM,07/03/2018 08:49:57 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-113,110,01,"295,000",1,0,0,05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-093,110,01,"226,137.16",1,0,0,05/18/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-107,110,01,"90,000",1,0,0,05/25/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-058,110,01,"250,000",1,0,0,05/03/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-073,110,01,"200,000",1,0,0,05/01/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-087,110,03,"100,000",1,0,0,05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-089,110,03,"140,000",0,0,0,05/10/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-118,110,03,"1,500",0,1,0,05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-070,150,01,"80,000",1,0,0,05/03/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-098,150,01,"25,000",1,0,416,05/23/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-083,310,10,"8,000",0,1,0,05/04/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-066,562,03,"250,000",0,0,0,05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-061,100,01,"200,000",0,0,"2,240",05/18/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-053,100,01,"250,000",0,0,"2,846",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-070,100,01,"220,000",0,0,"3,256",05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-051,100,01,"500,000",0,0,"3,333",05/04/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-047,100,01,"325,000",0,0,"2,890",05/02/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-075,100,01,"255,000",0,0,"1,856",05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,09-0233,100,01,"250,000",0,0,0,09/30/2009 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-072,100,01,"360,000",0,0,"3,242",05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-052,100,01,"225,000",0,0,"1,230",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-063,100,01,"460,000",0,0,"3,569",05/16/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-074,100,01,"300,000",0,0,"2,965",05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-057,100,01,"286,000",0,0,"1,500",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-056,100,03,"150,000",0,0,0,05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-067,100,01,"322,000",0,0,"1,530",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-078,100,01,"550,000",0,0,"2,178",05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-083,100,01,"290,000",0,0,0,05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-062,100,01,"250,000",0,0,0,05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-053,100,01,"243,000",0,0,"1,428",05/17/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-066,100,01,"250,000",0,0,"1,856",05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-060,100,01,"70,000",0,0,0,05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-045,100,01,"400,000",0,0,"5,016",05/03/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-050,100,01,"225,000",0,0,"2,000",05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-043,100,01,"274,000",0,0,0,05/01/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-069,500,01,"300,000",0,0,"2,376",05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-042,100,01,"253,400",0,0,0,05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-044,100,01,"275,520",0,0,0,05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-043,100,01,"800,240",0,0,0,05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-027,100,03,"67,000",0,0,0,05/02/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-045,100,15,"120,000",0,0,0,05/24/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-032,100,15,"80,000",0,0,0,05/08/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6286,110,01,"290,000",0,0,"1,523",05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6272,110,03,"50,000",0,0,672,05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-056,100,01,"250,000",0,0,"1,088",05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,--6024,100,01,"95,000",0,0,932,05/09/2000 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-067,100,01,"120,000",0,0,864,05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-077,100,01,"325,000",0,0,"1,992.6",05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-078,100,03,"60,000",0,0,480,05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,B2010-235,100,15,"100,000",0,0,"2,376",10/01/2010 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-070,100,15,"50,000",0,0,"1,296",05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-063,100,15,"80,000",0,0,"1,560",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,B2012-142,100,15,"100,000",0,0,"3,168",07/20/2012 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-066,100,15,"50,000",0,0,520,05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-57714,100,99,"140,000",0,0,0,03/29/2005 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,C2018-034,100,01,"120,960",0,0,"1,512",05/31/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,C2018-074,100,01,"450,000",0,0,"4,247.5",05/31/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,B2018-057,100,03,"109,000",0,0,0,05/16/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-035,100,01,"175,000",0,0,"2,592",05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-044,100,01,"250,000",0,0,"1,596",05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-043,100,03,"110,000",0,0,0,05/17/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-040,100,03,"120,000",0,0,0,05/15/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-032,100,01,"500,000",0,0,"4,902",05/15/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-033,100,01,"160,000",0,0,780,05/16/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-039,100,01,"200,000",0,0,"1,300",05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180043,110,01,"70,000",0,0,576,05/17/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180037,150,01,"100,000",1,0,"1,200",05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180036,450,10,"3,000",0,1,0,05/07/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,C2018-036,100,01,"141,000",0,0,0,05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,C2018-031,100,01,"55,000",0,0,"1,072",05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,C2018-023,100,15,"50,000",0,0,0,04/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-091,100,01,"200,000",0,0,"1,200",05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-080,100,01,"200,000",0,0,"1,802",05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-093,100,01,"380,000",0,0,"2,308",05/29/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,364-WH-92,100,01,"55,000",0,0,0,09/08/1992 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-092,100,01,"225,000",0,0,"1,495",,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-096,100,03,"100,000",0,0,0,05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
REGION OF QUEENS MUNICIPALITY,052-18,110,01,"373,000",0,0,"4,384",05/04/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF AMHERST,C2018-020,500,01,"650,000",0,0,412.31,05/04/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF ANTIGONISH,0367,999,99,"1,500,000",0,0,0,05/28/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF BRIDGEWATER,C2018-034,100,03,"100,000",0,0,0,05/10/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF BRIDGEWATER,C2018-032,500,03,"1,000,000",0,0,0,05/02/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF MAHONE BAY,MB-B2018-008,100,01,"100,000",0,0,864,05/30/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF MIDDLETON,M18-010,110,09,"2,000",1,0,"1,792",05/03/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF NEW GLASGOW,NG-B2018-018,100,03,"50,000",0,0,0,05/18/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF SHELBURNE,20180044,110,01,"250,000",1,0,"1,802",05/17/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF STELLARTON,ST-C2018-009,100,01,"110,000",0,0,0,05/16/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF TRURO,C051-2018,100,15,"506,550",0,0,0,05/22/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF WINDSOR,015-W-18,110,03,"50,000",0,0,0,05/11/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF YARMOUTH,C2018-041,100,01,"325,000",0,0,0,05/14/2018 12:00:00 AM,06/01/2018 08:17:39 AM
TOWN OF YARMOUTH,C2018-061,100,03,"60,000",0,0,0,05/17/2018 12:00:00 AM,06/01/2018 08:17:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-064,110,01,"160,000",1,0,"1,440",04/20/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-033,110,01,"125,000",1,0,"1,008",04/06/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-055,110,01,"222,575",1,0,"1,320",04/13/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-073,110,01,"200,000",1,0,0,04/30/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-049,110,01,"10,000",1,0,720,04/11/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-065,110,01,"240,000",1,0,0,04/24/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2018-068,110,01,"100,000",1,0,0,04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-030,100,01,"460,000",0,0,"3,284",04/06/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-042,100,01,"267,000",0,0,"2,940",04/19/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-037,100,01,"220,000",0,0,"3,280",04/13/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-036,100,01,"180,000",0,0,"1,152",04/11/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-045,100,01,"150,000",0,0,759,04/26/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-041,100,03,"50,000",0,0,0,04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-032,410,01,"4,500,000",0,0,"78,750",04/06/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-048,100,01,"50,000",0,0,576,04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-056,100,01,"250,000",0,0,"3,000",04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-046,500,01,"500,000",0,0,0,04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-027,100,01,"120,000",0,0,"1,230",04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-035,100,01,"150,000",0,0,0,04/24/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-037,100,01,"400,000",0,0,"2,044",04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-028,100,01,"150,000",0,0,"1,054",04/23/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-024,100,01,"375,000",0,0,"2,662",04/06/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-038,100,01,"460,000",0,0,"3,400",04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-032,100,01,"270,000",0,0,0,04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-031,100,01,"250,000",0,0,"1,984",04/23/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-039,100,01,"279,000",0,0,"2,030",04/26/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-041,100,01,"225,000",0,0,"1,280",04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-029,100,01,"200,000",0,0,"1,440",04/23/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-022,500,01,"1,500,000",0,0,"8,710",04/04/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-020,100,01,"60,000",0,0,0,04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-021,100,01,"125,000",0,0,0,04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-025,100,01,"225,000",0,0,0,04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6254,110,01,"500,000",0,0,"1,860",04/23/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6248,110,01,"240,000",0,0,"1,650",04/13/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,--6215,100,01,"5,500,000",0,0,0,12/11/2000 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-26937,100,01,"665,500",0,0,0,11/06/2002 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-37002,100,01,"75,000",0,0,"1,152",03/05/2003 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-26824,100,01,"726,000",0,0,0,09/19/2002 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-032,100,01,"200,000",0,0,"1,344",04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-055,100,01,"220,000",0,0,"1,536",04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-26743,100,01,"600,000",0,0,0,06/20/2002 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-37133,100,01,"302,500",0,0,0,07/15/2003 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-051,100,01,"320,000",0,0,"1,872",04/20/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,B2011-197,100,01,"230,000",0,0,"2,448",11/08/2011 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-048,100,03,"70,000",0,0,390,04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-035,100,03,"50,000",0,0,540,04/26/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-045,100,03,"50,000",0,0,0,04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-050,100,15,"75,000",0,0,"1,500",04/18/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-046,100,15,"50,000",0,0,"1,152",04/13/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-049,100,15,"95,000",0,0,"2,640",04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-057,100,15,"50,000",0,0,864,04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-054,100,15,"80,000",0,0,"3,120",04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-044,500,01,"250,000",0,0,0,04/18/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,C2018-043,100,01,"100,000",0,0,784,04/17/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,B2018-045,100,03,"50,000",0,0,0,04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,06336,500,01,"1,000,000",0,0,"10,726",11/23/2011 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-029,100,01,"150,000",0,0,"1,380",04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-027,100,01,"80,000",0,0,"1,500",04/25/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-028,100,01,"350,000",0,0,"3,408",04/27/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-025,100,03,"70,000",0,0,360,04/20/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-017,100,15,"80,000",0,0,"1,380",04/06/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-018,100,15,"271,000",0,0,0,04/16/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180030,110,03,"85,000",0,0,260,04/26/2018 12:00:00 AM,05/01/2018 09:07:52 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180027,110,03,"150,000",0,0,0,04/12/2018 12:00:00 AM,05/01/2018 09:07:52 AM
