facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,postal_code,provider,latitude,longitude,phone,email,website,geo_source
Avalon Care Centre,TYPE 0,,,,,,,355 Broadway,Orangeville,L9W3Y3,Province of Ontario,-80.1165051409999,43.9169994970001,,,,Source
St George Pharmacy,TYPE 0,,,,,,,1193 Fischer Hallman Road,Kitchener,N2R0H3,Province of Ontario,-80.4975654149999,43.4027670890001,,,,Source
Emerald Pharmacy,TYPE 0,,,,,,,140 Hespeler Road,Cambridge,N1R3H2,Province of Ontario,-80.319529857,43.378897893,,,,Source
Myers Pharmacy,TYPE 0,,,,,,,685 Myers Road,Cambridge,N1R5S2,Province of Ontario,-80.278086241,43.3445784890001,,,,Source
Lmc Pharmacy - Ottawa,TYPE 0,,,,,,,4100 Strandherd Drive,Ottawa,K2J0V2,Province of Ontario,-75.768418148,45.2603935240001,,,,Source
Maple Grove Care Community,TYPE 0,,,,,,,215 Sunny Meadow Boulevard,Brampton,L6R3B5,Province of Ontario,-79.754830012,43.757712186,,,,Source
London Medical Plex Pharmacy,TYPE 0,,,,,,,1807 Wonderland Road North,London,N6G5C2,Province of Ontario,-81.312610037,43.020836682,,,,Source
Sobeys Pharmacy #7213,TYPE 0,,,,,,,977 Golf Links Road,Hamilton,L8G3T9,Province of Ontario,-79.943613725,43.2282150840001,,,,Source
Whole Health Pharmacy Glebe,TYPE 0,,,,,,,857 Bank Street,Ottawa,K1S3W2,Province of Ontario,-75.687297133,45.4013996520001,,,,Source
Shoppers Drug Mart #671,TYPE 0,,,,,,,227 Algonquin Boulevard West,Timmins,P4N2R8,Province of Ontario,-81.3416683309999,48.475774868,,,,Source
Sunrise Pharmacy,TYPE 0,,,,,,,5970 Sixteenth Avenue,Markham,L3P7R1,Province of Ontario,-79.266481068,43.891471332,,,,Source
Upper Ottawa Pharmacy,TYPE 0,,,,,,,1447 Upper Ottawa Street,Hamilton,L8W3J6,Province of Ontario,-79.840942589,43.195998183,,,,Source
Ida Dryden Pharmacy,TYPE 0,,,,,,,72 Van Horne Avenue,Dryden,P8N2B1,Province of Ontario,-92.836603001,49.780828173,,,,Source
Drugstore Pharmacy # 4198,TYPE 0,,,,,,,504 Main Street North,Mount Forest,N0G2L2,Province of Ontario,-80.743275747,43.9876141780001,,,,Source
Midland Guardian Pharmacy,TYPE 0,,,,,,,9225 County Road 93,Midland,L4R4K4,Province of Ontario,-79.909200552,44.738246147,,,,Source
King Elm Pharmacy,TYPE 0,,,,,,,49 King Street East,Hamilton,L8G1J9,Province of Ontario,-79.755806164,43.2165711910001,,,,Source
Main Drug Mart,TYPE 0,,,,,,,1100 Sheppard Avenue East,Toronto,M2K2W1,Province of Ontario,-79.36971439,43.771192006,,,,Source
Innomar Specialty Pharmacy,TYPE 0,,,,,,,370 Bayview Drive,Barrie,L4N7L3,Province of Ontario,-79.680295842,44.3480835920001,,,,Source
Hd Pharmacy,TYPE 0,,,,,,,77 Hunter Street East,Hamilton,L8N1M4,Province of Ontario,-79.867148103,43.2529809920001,,,,Source
Eshmun Pharmcay,TYPE 0,,,,,,,460 West Hunt Club Road,Ottawa,K2E1B2,Province of Ontario,-75.7232495389999,45.334782439,,,,Source
Shoppers Drug Mart #990,TYPE 0,,,,,,,1597 Wilson Avenue,Toronto,M3L1A5,Province of Ontario,-79.511076131,43.7194859910001,,,,Source
Speedvale Phar&compounding Cnt,TYPE 0,,,,,,,334 Speedvale Avenue East,Guelph,N1E1N5,Province of Ontario,-80.2586898549999,43.567960429,,,,Source
Shoppers Drug Mart #913,TYPE 0,,,,,,,2943 Major Mackenzie Drive West,Vaughan,L6A3N9,Province of Ontario,-79.53451125,43.848832212,,,,Source
Drugstore Pharmacy #523,TYPE 0,,,,,,,1005 Ottawa Street North,Kitchener,N2A1H1,Province of Ontario,-80.444824803,43.449328499,,,,Source
B & C Pharmacy Ltd.,TYPE 0,,,,,,,Bramalea Road,Brampton,L6R3X1,Province of Ontario,-79.765387215,43.760097586,,,,Source
Health Treasure Pharmacy,TYPE 0,,,,,,,10 Green Street,Ottawa,K2J3Z6,Province of Ontario,-75.757410847,45.2863133290001,,,,Source
Shoppers Drug Mart #1195,TYPE 0,,,,,,,86 Elm Street,Greater Sudbury,P3C1T2,Province of Ontario,-80.997349984,46.4932774810001,,,,Source
Quality Care Pharmacy Shephard,TYPE 0,,,,,,,2580 Shephard Avenue,Mississauga,L5A4K3,Province of Ontario,-79.614633951,43.580373062,,,,Source
Quinte West Pharmacy,TYPE 0,,,,,,,144 North Front Street,Belleville,K8P3B6,Province of Ontario,-77.391005688,44.1765964670001,,,,Source
Cawthra Gardens Long Term Care,TYPE 0,,,,,,,590 Lolita Gardens,Mississauga,L5A4N8,Province of Ontario,-79.6036244489999,43.5930230640001,,,,Source
Shoppers Drug Mart #667,TYPE 0,,,,,,,220 Ontario Avenue,Elliot Lake,P5A1Y5,Province of Ontario,-82.649887905,46.386543175,,,,Source
St-Denis Hawkesbury Pharmacy,TYPE 0,,,,,,,214 Main Street East,Hawkesbury,K6A1A5,Province of Ontario,-74.609119592,45.6097411320001,,,,Source
Shoppers Drug Mart #878,TYPE 0,,,,,,,9275 Bayview Avenue,Richmond Hill,L4C9X4,Province of Ontario,-79.4100793109999,43.8567470190001,,,,Source
Sobeys Pharmacy # 7207,TYPE 0,,,,,,,1377 Wilson Street North,Oshawa,L1K2Z5,Province of Ontario,-78.8585270409999,43.9388616590001,,,,Source
Fudger House,TYPE 0,,,,,,,439 Sherbourne Street,Toronto,M4X1K6,Province of Ontario,-79.373573682,43.6660821880001,,,,Source
R.X Drug Mart,TYPE 0,,,,,,,201 Ambridge Drive,Iroquois Falls,P0K1G0,Province of Ontario,-80.684615348,48.7594615460001,,,,Source
Shoppers Drug Mart #996,TYPE 0,,,,,,,2297 Lakeshore Road West,Oakville,L6L1H2,Province of Ontario,-79.7074308649999,43.398755425,,,,Source
Rx Drug Mart,TYPE 0,,,,,,,63 5th Street,Englehart,P0J1H0,Province of Ontario,-79.879265666,47.8226867480001,,,,Source
Battleford Ida,TYPE 0,,,,,,,6405 Erin Mills Parkway,Mississauga,L5N4H4,Province of Ontario,-79.741660692,43.5861103570001,,,,Source
Harris Guardian Pharmacy,TYPE 0,,,,,,,111 Main Street West,North Bay,P1B2T6,Province of Ontario,-79.464448364,46.3106653300001,,,,Source
Costco Pharmacy # 508,TYPE 0,,,,,,,4313 Wellington Road South,London,N6E2Z8,Province of Ontario,-81.212172197,42.919315769,,,,Source
Downtown Brampton Pharmacy,TYPE 0,,,,,,,192 Queen Street West,Brampton,L6X1A8,Province of Ontario,-79.7653779079999,43.6812910720001,,,,Source
Hogan Pharmacy,TYPE 0,,,,,,,457 London Road,Sarnia,N7T4W9,Province of Ontario,-82.389323869,42.977750622,,,,Source
Dougall Pharmacy,TYPE 0,,,,,,,3020 Dougall Avenue,Windsor,N9E1S4,Province of Ontario,-83.013230097,42.273257766,,,,Source
Dana Pharmacy,TYPE 0,,,,,,,817 Dundas Street West,Whitby,L1N2N6,Province of Ontario,-78.953846066,43.8766540440001,,,,Source
R.X Drug Mart,TYPE 0,,,,,,,51 Kent Street West,Kawartha Lakes,K9V2X9,Province of Ontario,-78.735841539,44.355044137,,,,Source
Victoria Village Manor,TYPE 0,,,,,,,76 Ross Street,Barrie,L4N1G3,Province of Ontario,-79.698233951,44.390939798,,,,Source
Costo Pharmacy # 1265,TYPE 0,,,,,,,625 University Avenue,Orillia,L3V0Y7,Province of Ontario,-79.453658392,44.594676845,,,,Source
Costco Pharamcy # 1261,TYPE 0,,,,,,,55 New Huntington Road,Vaughan,L4H0S8,Province of Ontario,-79.638283776,43.7706378940001,,,,Source
Brighton Global Health,TYPE 0,,,,,,,12 Elizabeth Street,Brighton,K0K1H0,Province of Ontario,-77.7359564879999,44.0420518280001,,,,Source
University Pharmacy,TYPE 0,,,,,,,240 King Street North,Waterloo,N2J2Y7,Province of Ontario,-80.524504731,43.4755965000001,,,,Source
Rx Drug Mart,TYPE 0,,,,,,,11 Champlain Street,Deep River,K0J1P0,Province of Ontario,-77.488644993,46.10155559,,,,Source
Drugstore Pharmacy # 4195,TYPE 0,,,,,,,31 Ninth Street East,Cornwall,K6H6R3,Province of Ontario,-74.7347295869999,45.0302130270001,,,,Source
Rx Drug Mart,TYPE 0,,,,,,,16 Grand Road,Campbellford,K0L1L0,Province of Ontario,-77.800856032,44.3081183720001,,,,Source
Brant Plaza Pharmasave,TYPE 0,,,,,,,561 Brant Street,Burlington,L7R2G6,Province of Ontario,-79.801577489,43.329243309,,,,Source
Young and John Medical Pharm,TYPE 0,,,,,,,7670 Yonge Street,Vaughan,L4J1W1,Province of Ontario,-79.424721511,43.8142692110001,,,,Source
Maple View Lodge,TYPE 0,,,,,,,Highway 42,Athens,K0E1B0,Province of Ontario,-75.951140756,44.6265415070001,,,,Source
Kipling Medical Pharmacy,TYPE 0,,,,,,,2687 Kipling Avenue,Toronto,M9V5G6,Province of Ontario,-79.584402457,43.7507520930001,,,,Source
Bryan's Pharmacy,TYPE 0,,,,,,,235 Gore Road,Kingston,K7L5H6,Province of Ontario,-76.455810191,44.2589504210001,,,,Source
Emerald Pharmacy,TYPE 0,,,,,,,4750 Yonge Street,Toronto,M2N0J6,Province of Ontario,-79.4109627019999,43.7602730030001,,,,Source
Rx Drug Mart,TYPE 0,,,,,,,7377 Highway 26,Stayner,L0M1S0,Province of Ontario,-80.095136081,44.4181122840001,,,,Source
Drug Store Pharmacy #4222,TYPE 0,,,,,,,222 Lansdowne Avenue,Toronto,M6K3C6,Province of Ontario,-79.4403285019999,43.649704582,,,,Source
Brinkley Pharmacy,TYPE 0,,,,,,,11670 Hurontario,Brampton,L7A1R2,Province of Ontario,-79.8210984299999,43.730462878,,,,Source
Rx Drug Mart #5004,TYPE 0,,,,,,,55 Josephine Street,Wingham,N0G2W0,Province of Ontario,-81.315737718,43.8815267320001,,,,Source
Rx Drug Mart #5003,TYPE 0,,,,,,,207 Garafraxa Street,Durham,N0G1R0,Province of Ontario,-80.818426489,44.1772538070001,,,,Source
Janetville Pharmacy,TYPE 0,,,,,,,675 Janetville Road,Kawartha Lakes,L0B1K0,Province of Ontario,-78.725311323,44.213373113,,,,Source
"St Joseph's Villa,sudbury",TYPE 0,,,,,,,1250 South Bay Road,Greater Sudbury,P3E6L9,Province of Ontario,-80.9667716709999,46.466614878,,,,Source
Stewart Guardian Pharmacy,TYPE 0,,,,,,,31 Simcoe Plaza,Terrace Bay,P0T2W0,Province of Ontario,-87.100947947,48.7831969590001,,,,Source
Tilbury Manor Nursing Home,TYPE 0,,,,,,,16 Fort Street,Chatham-Kent,N0P2L0,Province of Ontario,-82.430444917,42.2587713930001,,,,Source
Pro Pharmacy,TYPE 0,,,,,,,25 Woodstream Boulevard,Vaughan,L4L7Y8,Province of Ontario,-79.6041012649999,43.776030796,,,,Source
Dixie Medical Pharmacy,TYPE 0,,,,,,,1332 Khalsa Drive,Mississauga,L5S0A2,Province of Ontario,-79.6778301799999,43.673671875,,,,Source
Chiron Compounding Pharamcy,TYPE 0,,,,,,,503 Imperial Road North,Guelph,N1H6T9,Province of Ontario,-80.298592965,43.5391185220001,,,,Source
Belmont Pharmacy,TYPE 0,,,,,,,14091 Belmont Road,Belmont,N0L1B0,Province of Ontario,-81.088878555,42.8826634690001,,,,Source
Cure Plus Pharmacy,TYPE 0,,,,,,,318 Spruce Street,Waterloo,N2L3M7,Province of Ontario,-80.526462931,43.4791144010001,,,,Source
Rexall #8191,TYPE 0,,,,,,,285 Spadina Avenue,Toronto,M5T2E6,Province of Ontario,-79.3978567889999,43.6532539840001,,,,Source
Rexall #8192,TYPE 0,,,,,,,350 Cresthaven Drive,Ottawa,K2G4S4,Province of Ontario,-75.70940523,45.2730513290001,,,,Source
Rx Drug Mart #5007,TYPE 0,,,,,,,14 Fourth Avenue,Sioux Lookout,P8T1C5,Province of Ontario,-91.916014279,50.0983472840001,,,,Source
West Park Pharmacy,TYPE 0,,,,,,,Buttonwood Avenue,Toronto,M6M2J5,Province of Ontario,-79.505061326,43.6895134860001,,,,Source
Frost Manor Nursing Home,TYPE 0,,,,,,,225 Mary Street West,Kawartha Lakes,K9V5K3,Province of Ontario,-78.748028641,44.3428097350001,,,,Source
Whitney Pharmacy,TYPE 0,,,,,,,29542 Highway 60,Whitney,K0J2M0,Province of Ontario,-78.237613681,45.4929263540001,,,,Source
Shoppers Drug Mart #1173,TYPE 0,,,,,,,509 Bayfield Street,Barrie,L4M4Z8,Province of Ontario,-79.708088457,44.4130956020001,,,,Source
Shoppers Drug Mart #706,TYPE 0,,,,,,,351 Cornwall Road,Oakville,L6J7Z5,Province of Ontario,-79.677789161,43.4577359370001,,,,Source
Chartwell Scarlett Heights Retirement Residence,Retirement Home,,,,,,,4005 Eglinton Avenue West,Toronto,M9A5H3,Province of Ontario,-79.5207392299999,43.6828885840001,,,,Source
Chartwell Southwind Retirement Residence,Retirement Home,,,,,,,1645 Paris Street,Greater Sudbury,P3E6L5,Province of Ontario,-81.002976782,46.4596393750001,,,,Source
Chartwell St. Clair Beach Retirement Residence,Retirement Home,,,,,,,13500 Riverside Drive East,Windsor,N8N0C3,Province of Ontario,-82.865644157,42.3259957830001,,,,Source
Chartwell Stillwater Creek Retirement Residence,Retirement Home,,,,,,,2018 Robertson Road,Ottawa,K2H1C6,Province of Ontario,-75.827484273,45.3234507330001,,,,Source
Chartwell Stonehaven Retirement Residence,Retirement Home,,,,,,,70 Stonehaven Drive,Ottawa,K2M3B4,Province of Ontario,-75.85577148,45.2916123260001,,,,Source
Chartwell Terrace on the Square Retirement Residence,Retirement Home,,,,,,,100 Caroline Street,Waterloo,N2L1X5,Province of Ontario,-80.521578728,43.460937598,,,,Source
Chartwell Thunder Bay Retirement Residence,Retirement Home,,,,,,,770 Arundel Street,Thunder Bay,P7A8C8,Province of Ontario,-89.20753766,48.4650826710001,,,,Source
Chartwell Tiffin Retirement Residence,Retirement Home,,,,,,,105 Pillsbury Drive,Midland,L4R0E7,Province of Ontario,-79.855530935,44.7428947510001,,,,Source
Chartwell Tranquility Place Retirement Residence,Retirement Home,,,,,,,436 Powerline Road,Brantford,N3T5L8,Province of Ontario,-80.279174827,43.185788761,,,,Source
Chartwell Valley Vista Retirement Residence,Retirement Home,,,,,,,600 Valley Vista Drive,Vaughan,L6A4H2,Province of Ontario,-79.482124534,43.859502417,,,,Source
Chartwell Van Horne Retirement Residence,Retirement Home,,,,,,,25 Van Horne Avenue,Smiths Falls,K7A5L2,Province of Ontario,-76.012810197,44.881414249,,,,Source
Chartwell Waterford Retirement Residence,Retirement Home,,,,,,,2160 Baronwood Drive,Oakville,L6M0Y1,Province of Ontario,-79.763289485,43.4279877280001,,,,Source
Chartwell Wedgewood Retirement Residence,Retirement Home,,,,,,,15 Market Street,Brockville,K6V0A6,Province of Ontario,-75.6822062639999,44.5906787120001,,,,Source
Chartwell Wellington Park Retirement Residence,Retirement Home,,,,,,,181 Janefield Avenue,Guelph,N1G1V2,Province of Ontario,-80.245160646,43.5169340210001,,,,Source
Chartwell Westmount on William Retirement Residence,Retirement Home,,,,,,,599 William Avenue,Greater Sudbury,P3A5E3,Province of Ontario,-80.946769069,46.5094227860001,,,,Source
Chartwell Westmount Retirement Residence,Retirement Home,,,,,,,190 David Bergey Drive,Kitchener,N2E3Y4,Province of Ontario,-80.518018422,43.406826788,,,,Source
Chartwell Whispering Pines Retirement Residence,Retirement Home,,,,,,,140 Letitia Street,Barrie,L4N1P5,Province of Ontario,-79.717511458,44.391487097,,,,Source
Chartwell Willowdale Retirement Residence,Retirement Home,,,,,,,9 Armstrong Drive,Smiths Falls,K7A5H7,Province of Ontario,-76.0181317989999,44.881780749,,,,Source
Chartwell Wynfield Retirement Residence,Retirement Home,,,,,,,431 Woodmount Drive,Oshawa,L1K0P7,Province of Ontario,-78.8736967469999,43.94642766,,,,Source
Chateau Glengarry Retirement Living Centre,Retirement Home,,,,,,,105 St. Paul Street,Alexandria,K0C1A0,Province of Ontario,-74.6316751749999,45.31112498,,,,Source
Chatham Retirement Resort,Retirement Home,,,,,,,25 Keil Drive South,Chatham-Kent,N7L5J9,Province of Ontario,-82.20863646,42.3935546280001,,,,Source
Chelsey Park Retirement Community,Retirement Home,,,,,,,312 Oxford Street,London,N6H4N7,Province of Ontario,-81.276900423,42.987798178,,,,Source
Choices Living Retirement Residence,Retirement Home,,,,,,,326 12th Street,Hanover,N4N1V6,Province of Ontario,-81.027290353,44.154031693,,,,Source
Christie Gardens,Retirement Home,,,,,,,600 Melita Crescent,Toronto,M6G3Z4,Province of Ontario,-79.422312198,43.6730459870001,,,,Source
Christie Oaks Care Home,Retirement Home,,,,,,,128 Cobblehill Road,Acton,L7J2N6,Province of Ontario,-80.043694091,43.622835749,,,,Source
Churchill Place,Retirement Home,,,,,,,345 Church Street,Oakville,L6J7G4,Province of Ontario,-79.6660454559999,43.449330736,,,,Source
Cite Parkway Retirement Residence,Retirement Home,,,,,,,380 LeBoutillier Avenue,Ottawa,K1K3W3,Province of Ontario,-75.633769619,45.4448424620001,,,,Source
City View Retirement Community,Retirement Home,,,,,,,151 Meadowlands Drive,Ottawa,K2G2S3,Province of Ontario,-75.755496251,45.342846939,,,,Source
Cobble Creek Residence Inc.,Retirement Home,,,,,,,210 Woolwich Street,Kitchener,N2K1S7,Province of Ontario,-80.4802351179999,43.4908175050001,,,,Source
Cobblestone Gardens Retirement Residence,Retirement Home,,,,,,,10 Ormond Street,Thorold,L2V1Y7,Province of Ontario,-79.19872008,43.1255488,,,,Source
Cobourg Retirement Residence,Retirement Home,,,,,,,310 Division Street,Cobourg,K9A3R3,Province of Ontario,-78.1662553209999,43.9620230950001,,,,Source
Colonel By,Retirement Home,,,,,,,43 Aylmer Avenue,Ottawa,K1S5R4,Province of Ontario,-75.6867825319999,45.3948845510001,,,,Source
Conestoga Lodge,Retirement Home,,,,,,,55 Hugo Crescent,Kitchener,N2M5J1,Province of Ontario,-80.4906307159999,43.4304234940001,,,,Source
Constitution Place,Retirement Home,,,,,,,3051 Constitution Boulevard,Mississauga,L4Y2Z1,Province of Ontario,-79.592390146,43.604468567,,,,Source
Country Estates Retirement Home,Retirement Home,,,,,,,512 Thunder Bridge Road,Kawartha Lakes,K9V4R1,Province of Ontario,-78.7671617509999,44.3770266400001,,,,Source
Country Haven Retirement Home,Retirement Home,,,,,,,1387 Beachburg Road,Beachburg,K0J1C0,Province of Ontario,-76.853616847,45.7194716550001,,,,Source
Country Home Care Services Ltd.,Retirement Home,,,,,,,12472 York Durham Line,Whitchurch-Stouffville,L4A3L2,Province of Ontario,-79.224896262,43.9819279500001,,,,Source
Country Manor Retirement Home,Retirement Home,,,,,,,66 Victoria Street,Lambton Shores,N0M2N0,Province of Ontario,-81.8524497189999,43.1624393810001,,,,Source
Country Meadows Retirement Residence,Retirement Home,,,,,,,6124 Ana Street,Brunner,N0K1C0,Province of Ontario,-80.91969746,43.5219797890001,,,,Source
Country Moments Retirement Home,Retirement Home,,,,,,,185 Lakewood Park Road,Huntsville,P1H1Y7,Province of Ontario,-79.2443754929999,45.3188787770001,,,,Source
Country View Care,Retirement Home,,,,,,,9504 Highway 38,Godfrey,K0H1T0,Province of Ontario,-76.688799795,44.597121771,,,,Source
Countryview Retirement Residence,Retirement Home,,,,,,,6369 Wellington County Road 9,Listowel,N4W3G8,Province of Ontario,-80.872625861,43.6997638220001,,,,Source
Credit River Retirement Residence,Retirement Home,,,,,,,175 Rutledge Road,Mississauga,L5M0X7,Province of Ontario,-79.717292184,43.580945157,,,,Source
Crescent Hill Place Retirement,Retirement Home,,,,,,,3 Crescent Hill Drive,Brampton,L6S2P2,Province of Ontario,-79.736442003,43.7216156810001,,,,Source
Cumberland Lodge,Retirement Home,,,,,,,2564 Market Street,Ottawa,K4C1P3,Province of Ontario,-75.40652425,45.5157161830001,,,,Source
Dayspring Residence,Retirement Home,,,,,,,332787 Plank Line,Tillsonburg,N4G4H1,Province of Ontario,-80.7635981559999,42.91678919,,,,Source
Delmanor Elgin Mills,Retirement Home,,,,,,,80 Elgin Mills Road,Richmond Hill,L4C0L3,Province of Ontario,-79.439324523,43.8911464240001,,,,Source
Delmanor Glen Abbey,Retirement Home,,,,,,,1459 Nottinghill Gate,Oakville,L6M4W1,Province of Ontario,-79.7308332759999,43.4453014320001,,,,Source
Delmanor Northtown,Retirement Home,,,,,,,5351 Yonge Street,Toronto,M2N7L5,Province of Ontario,-79.414152605,43.7754051050001,,,,Source
Delmanor Prince Edward,Retirement Home,,,,,,,4180 Dundas Street West,Toronto,M8X1X8,Province of Ontario,-79.510065825,43.6612551810001,,,,Source
Delmanor Wynford,Retirement Home,,,,,,,187 Wynford Drive,Toronto,M3C0C7,Province of Ontario,-79.3261828719999,43.7246323000001,,,,Source
Delrose Retirement Residence,Retirement Home,,,,,,,Gibralter Street,Delhi,N4B3C7,Province of Ontario,-80.4909945639999,42.84284539,,,,Source
Devonshire Retirement Residence,Retirement Home,,,,,,,901 Riverside Drive,Windsor,N9A7J6,Province of Ontario,-83.051065513,42.316157672,,,,Source
Dolce Vita Retirement Living,Retirement Home,,,,,,,854 Erie Street,Windsor,N9A3Y6,Province of Ontario,-83.021645404,42.313365273,,,,Source
Dom Lipa,Retirement Home,,,,,,,52 Neilson Drive,Toronto,M9C1V7,Province of Ontario,-79.56513824,43.629496972,,,,Source
Donway Place,Retirement Home,,,,,,,8 The Donway East,Toronto,M3C3R7,Province of Ontario,-79.340662278,43.734248001,,,,Source
Doon Village Retirement Residence,Retirement Home,,,,,,,868 Doon Village Road,Kitchener,N2P3A4,Province of Ontario,-80.438957796,43.3919168900001,,,,Source
Dorchester Terrace Retirement Residence,Retirement Home,,,,,,,143 Byron Avenue,Dorchester,N0L1G5,Province of Ontario,-81.053302953,42.9804998880001,,,,Source
Douglas Crossing Retirement Community,Retirement Home,,,,,,,6 Douglas Road,Uxbridge,L9P1S9,Province of Ontario,-79.130450642,44.0913900730001,,,,Source
Dowling Rest Home,Retirement Home,,,,,,,124 Dowling Avenue,Toronto,M6K3A6,Province of Ontario,-79.4389914,43.63691448,,,,Source
Dre's Lodge Inc.,Retirement Home,,,,,,,82 River Street,Sunderland,L0C1H0,Province of Ontario,-79.066495037,44.2630497060001,,,,Source
Dundas Retirement Place,Retirement Home,,,,,,,33 Main Street,Hamilton,L9H2P7,Province of Ontario,-79.952892331,43.26507529,,,,Source
Eden House Retirement Home,Retirement Home,,,,,,,5016 Wellington Road 29,Guelph,N1H6H8,Province of Ontario,-80.166736827,43.5810790360001,,,,Source
Eden Place Retirement Home,Retirement Home,,,,,,,38 Everett Street,Belleville,K8P3K2,Province of Ontario,-77.3883050859999,44.1644367650001,,,,Source
Eden Villa Retirement & Assisted Living,Retirement Home,,,,,,,190 Stanley Avenue,Chatham-Kent,N7M3J9,Province of Ontario,-82.176381052,42.411281832,,,,Source
Ehatare Retirement Home,Retirement Home,,,,,,,40 Old Kingston Road,Toronto,M1E3J5,Province of Ontario,-79.183204931,43.7755141160001,,,,Source
Elder Care Retirement Home,Retirement Home,,,,,,,317 Bloomfield Main Street,Prince Edward,K0K1G0,Province of Ontario,-77.23025702,43.98629914,,,,Source
Elgin Abbey Lodge,Retirement Home,,,,,,,380 First Avenue,Chesley,N0G1L0,Province of Ontario,-81.099658491,44.3105885160001,,,,Source
Embassy West Senior Living,Retirement Home,,,,,,,1400 Carling Avenue,Ottawa,K1Z7L8,Province of Ontario,-75.738271949,45.383643347,,,,Source
Emerald Retirement Residence,Retirement Home,,,,,,,5807 Ferry Street,Niagara Falls,L2G1S8,Province of Ontario,-79.091119142,43.089931499,,,,Source
Empire Crossing Retirement Community,Retirement Home,,,,,,,224 Ward Street,Port Hope,L1A0C5,Province of Ontario,-78.279606757,43.9608184890001,,,,Source
