idx,facility_name,facility_type,health_authority,alternative_name,number_beds,longitude,latitude,street_addr,city,province,postal_code,phone,provider
601,Denise Malsbury,Residential Care,Interior Health,Victoria House,,-120.515888,49.4591878,"262 Poplar Street, Princeton BC V0X 1W0",Princeton,BC,V0X 1W0,(250) 295-7688,Province of British Columbia
602,Jamie Dale Walters,Residential Care,Interior Health,Ozanam House,,-119.4877827,49.8667968,"2629 Richter St, Kelowna BC V1Y 2R3",Kelowna,BC,V1Y 2R3,(250) 762-4673,Province of British Columbia
603,Gary Tamblyn,Residential Care,Interior Health,Good Samaritan Canada Village by the Station,100,-119.5957868,49.4844104,"270 Hastings Avenue, Penticton BC V2A 2V6",Penticton,BC,V2A 2V6,(250) 490-4949 x 31222,Province of British Columbia
604,Amanda McCarthy,Residential Care,Interior Health,Hearthstone Manor,16,-119.2899179,50.2622598,"2800 40 St, Vernon BC V1T 6J7",Vernon,BC,V1T 6J7,(250) 546-6636,Province of British Columbia
605,Angel Schultz,Residential Care,Interior Health,Mulberry Place,,-119.2869228,50.2628808,"2803 39 St, Vernon BC V1T 6J3",Vernon,BC,V1T 6J3,(250) 549-7080,Province of British Columbia
606,Laurie Williams,Residential Care,Interior Health,Hillside Village,112,-119.252111,50.7112233,"2891 15 Avenue Northeast, Salmon Arm BC V1E 1G9",Salmon Arm,BC,V1E 1G9,(250) 833-5877 x 34222,Province of British Columbia
607,Bev Cocco,Residential Care,Interior Health,Columbia View Lodge,76,-117.6793694,49.09953,"2920 Laburnum Dr, Trail BC V1R 4N2",Trail,BC,V1R 4N2,(250) 364-1271,Province of British Columbia
608,Rachel Danielsen,Residential Care,Interior Health,Felix Road,,-119.3907555,49.9018861,"295 Felix Rd, Kelowna BC V1X 6X8",Kelowna,BC,V1X 6X8,(250) 491-1229,Province of British Columbia
609,Kylie Beckett,Residential Care,Interior Health,Sandalwood Adult Intensive Care Facility,,-120.3486356,50.7582036,"2965 Westsyde Rd, Kamloops BC V2B 7E7",Kamloops,BC,V2B 7E7,(250) 579-9201,Province of British Columbia
610,Steve Soglo,Residential Care,Interior Health,25th Avenue Group Home,,-119.2509537,50.7178574,"2980 25 Ave NE, Salmon Arm BC V1E 3C7",Salmon Arm,BC,V1E 3C7,(778) 489-5634,Province of British Columbia
611,Lorraine Brownlee,Residential Care,Interior Health,Westsyde Care Residence,,-120.3491989,50.7589259,"2980 Westsyde Rd, Kamloops BC V2B 7E9",Kamloops,BC,V2B 7E9,(250) 579-7675,Province of British Columbia
612,Lorraine Brownlee,Residential Care,Interior Health,Westsyde Care Annex,,-120.3491989,50.7589259,"2980 Westsyde Road, Kamloops BC V2B 7E9",Kamloops,BC,V2B 7E9,(250) 579-7675,Province of British Columbia
613,Iwona Sienko,Residential Care,Interior Health,The Gateby,75,-119.2816047,50.2644344,"3000 Gateby Pl, Vernon BC V1T 8V8",Vernon,BC,V1T 8V8,(250) 545-4456,Province of British Columbia
614,Mark Massar,Residential Care,Interior Health,The Hamlets at Vernon,103,-119.2714963,50.2628515,"3050 29 Ave, Vernon BC V1T 9Y9",Vernon,BC,V1T 9Y9,(236) 426-1488,Province of British Columbia
615,Karen Elliott,Residential Care,Interior Health,Delbruck House,,-117.2877274,49.4813964,"307 Delbruck St, Nelson BC V1L 5L2",Nelson,BC,V1L 5L2,(250) 352-0324,Province of British Columbia
616,Tannis Gamble,Residential Care,Interior Health,"Good Samaritan Canada, Mountainview Village",90,-119.4638895,49.8620908,"3070 Burtch Rd, Kelowna BC V1W 5G2",Kelowna,BC,V1W 5G2,(250) 717-3918 x 36222,Province of British Columbia
617,Isabel Withler,Residential Care,Interior Health,Mission Creek Landing Ltd.,104,-119.4282439,49.8715374,"3081 Hall Rd, Kelowna BC V1W 2R5",Kelowna,BC,V1W 2R5,(250) 860-2330,Province of British Columbia
618,Deborah Frasca,Residential Care,Interior Health,Pine Grove Care Centre Partnership,75,-120.3507604,50.6876294,"313 McGowan Ave, Kamloops BC V2B 2N8",Kamloops,BC,V2B 2N8,(250) 376-5701,Province of British Columbia
619,Jasper Bailey,Residential Care,Interior Health,Knutsford Group Home,,-120.3104439,50.603467,"3161 Merritt Princeton Highway 5A, Knutsford BC V0E 2A0",Knutsford,BC,V0E 2A0,(250) 372-5214,Province of British Columbia
620,Cathy Hall,Residential Care,Interior Health,7th Street Residence,,-115.7749328,49.5021716,"322 7 Street S, Cranbrook BC V1C 1M7",Cranbrook,BC,V1C 1M7,(250) 426-0151,Province of British Columbia
621,Heather Cryer,Residential Care,Interior Health,Orchard Manor at Hawthorn Park,46,-119.4853357,49.8600993,"3221 Casorso Rd, Kelowna BC V1Y 3J5",Kelowna,BC,V1Y 3J5,(250) 861-6636,Province of British Columbia
622,Kerryann Allen,Residential Care,Interior Health,Orchard View Group Home,,-119.2509645,50.7233533,"3231 30 St NE, Salmon Arm BC V1E 3L1",Salmon Arm,BC,V1E 3L1,(250) 832-0501,Province of British Columbia
623,Ivana Pavlic,Residential Care,Interior Health,Glenmore Lodge,118,-119.4400778,49.9163179,"325 Drysdale Blvd, Kelowna BC V1V 1P5",Kelowna,BC,V1V 1P5,(236) 420-1717,Province of British Columbia
624,Bob Attfield,Residential Care,Interior Health,The Hamlets at Westsyde,162,-120.3413596,50.7709541,"3255 Overlander Drive, Kamloops BC V2B 0A5",Kamloops,BC,V2B 0A5,(250) 579-9061,Province of British Columbia
625,Tammy Williams,Residential Care,Interior Health,Dobie House,,-119.2651516,50.2665626,"3307 26 St, Vernon BC V1T 4V2",Vernon,BC,V1T 4V2,(250) 542-8746,Province of British Columbia
626,Jessica Blankenship,Residential Care,Interior Health,Castlegar House,,-117.6459263,49.2682638,"3405 4 Ave, Castlegar BC V1N 2T4",Castlegar,BC,V1N 2T4,(250) 365-3306,Province of British Columbia
627,Rhea Heinrichs,Residential Care,Interior Health,Mariposa Court,,-119.4391121,49.8590963,"3419 Mariposa Court, Kelowna BC V1X 2S9",Kelowna,BC,V1X 2S9,(250) 862-8521,Province of British Columbia
628,Leslie Murphy,Residential Care,Interior Health,North Okanagan Hospice House,,-119.281435,50.261499,"3506 27 Ave, Vernon BC V1T 1S4",Vernon,BC,V1T 1S4,(250) 503-1800,Province of British Columbia
629,Shanon Shore,Residential Care,Interior Health,Juniper Place Group Home,,-119.2801154,50.2729382,"3508 42 Ave, Vernon BC V1T 3J9",Vernon,BC,V1T 3J9,(250) 558-3515,Province of British Columbia
630,Kathy Yaciw,Residential Care,Interior Health,Ord Road Group Home,,-120.4640376,50.7157882,"3510 Ord Road, Kamloops BC V2B 8B6",Kamloops,BC,V2B 8B6,(250) 376-0318,Province of British Columbia
631,Moises Castro,Residential Care,Interior Health,Spring Valley Care Centre,151,-119.4171222,49.8852086,"355 Terai Court, Kelowna BC V1X 5X6",Kelowna,BC,V1X 5X6,(250) 979-6000,Province of British Columbia
632,Dennis Pighin,Residential Care,Interior Health,Willow Place,,-117.7478953,49.0925154,"355 Willow Dr, Trail BC V1R 2M8",Trail,BC,V1R 2M8,(250) 364-2033,Province of British Columbia
633,Trina Heerschop,Residential Care,Interior Health,Warner House,,-119.2073575,50.4434268,"3665 Warner Ave, Armstrong BC V0E 1B2",Armstrong,BC,V0E 1B2,(250) 546-8851,Province of British Columbia
634,Sean Rathwell,Residential Care,Interior Health,White Heather Manor,3,-119.4776144,49.8506754,"3728 Casorso Rd, Kelowna BC V1W 4M8",Kelowna,BC,V1W 4M8,(250) 763-6554,Province of British Columbia
635,Kim Gordon,Residential Care,Interior Health,Kimberley Special Care Home,55,-115.9896466,49.6899978,"386 2 Ave, Kimberley BC V1A 2Z6",Kimberley,BC,V1A 2Z6,(250) 427-4807,Province of British Columbia
636,Melinda Hambly,Residential Care,Interior Health,Heritage Square,50,-119.26823,50.270687,"3904 27 St, Vernon BC V1T 4X7",Vernon,BC,V1T 4X7,(250) 545-2060,Province of British Columbia
637,Katlyn-Grace Matuschewski,Residential Care,Interior Health,Gateway Crisis Stabilization Unit,,-122.1441684,52.1374158,"3rd Floor 517 6 Ave N, Williams Lake BC V2G 2G8",Williams Lake,BC,V2G 2G8,(250) 302-3261,Province of British Columbia
638,Charlene Corwallis-Bate,Residential Care,Interior Health,Slocan Community Health Centre,28,-117.3740924,49.9842253,"401 Galena Ave, New Denver BC V0G 1S0",New Denver,BC,V0G 1S0,(250) 358-7911,Province of British Columbia
639,Terri Wong,Residential Care,Interior Health,29th Street House,,-117.6461235,49.2759644,"404 29 St, Castlegar BC V1N 3T8",Castlegar,BC,V1N 3T8,(250) 365-3547,Province of British Columbia
640,,Residential Care,Interior Health,The Florentine,20,-120.7634019,50.1246261,"4100 Belshaw St, Merritt BC V1K 0A5",Merritt,BC,V1K 0A5,(250) 378-5300,Province of British Columbia
641,Shannon Coco,Residential Care,Interior Health,Haven Hill Retirement Centre,152,-119.5810859,49.496982,"415 Haven Hill Rd, Penticton BC V2A 4E9",Penticton,BC,V2A 4E9,(250) 492-2600,Province of British Columbia
642,Laryssa Wolansky,Residential Care,Interior Health,Steller's Jay House,,-119.255483,50.2739341,"4200 17 St, Vernon BC V1T 8R7",Vernon,BC,V1T 8R7,(778) 475-4807,Province of British Columbia
643,Thea Palmer,Residential Care,Interior Health,Hawthorn House,,-119.3020415,50.2529045,"4217 16 Ave, Vernon BC V1T 6P2",Vernon,BC,V1T 6P2,(250) 260-6254,Province of British Columbia
644,Evadene Lovell,Residential Care,Interior Health,Eso Court,,-119.4779984,49.8273629,"4225 Eso Ct, Kelowna BC V1W 4A4",Kelowna,BC,V1W 4A4,(250) 764-8622,Province of British Columbia
645,Ailie Kerr,Residential Care,Interior Health,Ponderosa Lodge,124,-120.331943,50.6709571,"425 Columbia St, Kamloops BC V2C 2T4",Kamloops,BC,V2C 2T4,(250) 374-5671,Province of British Columbia
646,Brooke Budge,Residential Care,Interior Health,Eckhardt Home,,-119.5966022,49.4923903,"429 Eckhardt Ave W, Penticton BC V2A 2B3",Penticton,BC,V2A 2B3,(604) 551-6084,Province of British Columbia
647,Laryssa Wolansky,Residential Care,Interior Health,Kingfisher Place,,-119.2445371,50.2761526,"4328 Crystal Drive, Vernon BC V1T 8V5",Vernon,BC,V1T 8V5,(250) 503-2892,Province of British Columbia
648,Tatania Black,Residential Care,Interior Health,Dixon Place Home,,-119.22541,50.2790503,"4649 Bolduc Rd, Vernon BC V1B 3J1",Vernon,BC,V1B 3J1,(250) 545-2503,Province of British Columbia
649,Christina (Tina) Keyes,Residential Care,Interior Health,Hilltop House,,-120.3573526,50.6901083,"470 Hilltop Ave, Kamloops BC V2B 2S3",Kamloops,BC,V2B 2S3,(250) 376-3788,Province of British Columbia
650,Amy Harink,Residential Care,Interior Health,Mountain View,,-119.2424448,50.2325338,"470 Middleton Way, Vernon BC V1B 3Z7",Vernon,BC,V1B 3Z7,(778) 475-2075,Province of British Columbia
651,Shannon Qiodravu,Residential Care,Interior Health,Lynndale Lodge,,-119.340954,50.6919774,"4820 10 Ave SW, Salmon Arm BC V1E 3B5",Salmon Arm,BC,V1E 3B5,(250) 832-3072,Province of British Columbia
652,Jennifer Johnson,Residential Care,Interior Health,Terry's Place,,-120.1290278,51.1768447,"485 Carlstrom Rd, Barriere BC V0E 1E0",Barriere,BC,V0E 1E0,(250) 672-9470,Province of British Columbia
653,Victoria Wilson,Residential Care,Interior Health,Good Samaritan Canada Heron Grove,76,-119.259139,50.2830685,"4900 20 St, Vernon BC V1T 9W3",Vernon,BC,V1T 9W3,(250) 717-4001,Province of British Columbia
654,Emily Stubbs,Residential Care,Interior Health,Forrest Place,,-117.7476346,49.0941358,"491 Forrest Dr, Warfield BC V1R 2H1",Warfield,BC,V1R 2H1,(250) 368-3511,Province of British Columbia
655,Melanie Wright-Day,Residential Care,Interior Health,Nelson Jubilee Manor,39,-117.2989961,49.4795673,"500 Beasley Street West, Nelson BC V1L 6G9",Nelson,BC,V1L 6G9,(250) 352-7011,Province of British Columbia
656,Al Procure,Residential Care,Interior Health,Rittich Road,,-119.3636615,49.9567506,"5120 Rittich Rd, Kelowna BC V1X 7V6",Kelowna,BC,V1X 7V6,(250) 878-2234,Province of British Columbia
657,Rani Jaison,Residential Care,Interior Health,Rosemont House,,-117.2995948,49.480368,"529 West Houston Street, Nelson BC V1L 6C9",Nelson,BC,V1L 6C9,(250) 354-4734,Province of British Columbia
658,Thomas Bittorff,Residential Care,Interior Health,Cedar House,,-119.3073001,50.262306,"5304 Bella Vista Rd, Vernon BC V1H 1A4",Vernon,BC,V1H 1A4,(250) 542-2374,Province of British Columbia
659,Misty Pagilaro,Residential Care,Interior Health,Purcell Place,,-116.504221,49.089596,"535 18 Ave S, Creston BC V0B 1G3",Creston,BC,V0B 1G3,(250) 428-2958,Province of British Columbia
660,Jadine Wakefield,Residential Care,Interior Health,Spartan Place,,-119.2508847,50.2870774,"5393 Spartan Rd, Vernon BC V1B 3K9",Vernon,BC,V1B 3K9,(250) 545-2506,Province of British Columbia
661,Marisa Hunter,Residential Care,Interior Health,Caramillo Heights,,-119.4621133,49.9086172,"547 Caramillo Ct, Kelowna BC V1V 2K9",Kelowna,BC,V1V 2K9,(250) 808-9706,Province of British Columbia
662,Deanna Friesen,Residential Care,Interior Health,Rocky Mountain Care Village,62,-115.0666592,49.4923848,"55 Cokato Rd, Fernie BC V0B 1M0",Fernie,BC,V0B 1M0,(250) 423-4214,Province of British Columbia
663,Norman Major,Residential Care,Interior Health,McCulloch Residence,,-119.3486466,49.8396118,"5500 McCulloch Rd, Kelowna BC V1W 4G1",Kelowna,BC,V1W 4G1,(250) 762-2566,Province of British Columbia
664,Jessica Witala,Residential Care,Interior Health,Fischer Place,28,-121.2928598,51.6393044,"555 Cedar Ave, 100 Mile House BC V0K 2E1",100 Mile House,BC,V0K 2E1,(250) 395-7690,Province of British Columbia
665,Simone Mark,Residential Care,Interior Health,Roalshary,,-118.4413512,49.0313592,"558 73 Ave, Grand Forks BC V0H 1H0",Grand Forks,BC,V0H 1H0,(250) 442-0797,Province of British Columbia
666,Susan daCosta,Residential Care,Interior Health,Main Street Home,,-119.5552282,49.1730632,"5760 Main Street, Oliver BC V0H 1T0",Oliver,BC,V0H 1T0,(778) 439-2026,Province of British Columbia
667,Korene McLauchlan,Residential Care,Interior Health,River House,,-120.3465711,50.7525844,"611 Enzo Rd, Kamloops BC V2B 0E6",Kamloops,BC,V2B 0E6,(778) 472-5263,Province of British Columbia
668,Tara-Lee Calhoun,Residential Care,Interior Health,Creekside Landing,70,-119.3223493,50.2465633,"6190 Okanagan Landing Rd, Vernon BC V1H 1M3",Vernon,BC,V1H 1M3,(250) 549-9550,Province of British Columbia
669,Kyle Piscopo,Residential Care,Interior Health,Kootenay Street Village,36,-115.7581811,49.5182374,"620 Kootenay St N, Cranbrook BC V1C 3T9",Cranbrook,BC,V1C 3T9,(250) 489-0393,Province of British Columbia
670,Ana Beresford,Residential Care,Interior Health,Nelson Avenue Residence,,-117.2789603,49.5042318,"620 Nelson Ave, Nelson BC V1L 2N6",Nelson,BC,V1L 2N6,(250) 352-7337,Province of British Columbia
671,Angela Hodgkiss,Residential Care,Interior Health,Bissette,,-120.3440301,50.7616555,"625 Bissette Road, Kamloops BC V2B 6L3",Kamloops,BC,V2B 6L3,(250) 579-8641,Province of British Columbia
672,Dean Wichmann,Residential Care,Interior Health,Garden Manor Rest Home,,-120.3408427,50.6729058,"63 Nicola St W, Kamloops BC V2C 1J5",Kamloops,BC,V2C 1J5,(250) 374-7612,Province of British Columbia
673,Misty Pagilaro,Residential Care,Interior Health,25th Avenue,,-116.4952898,49.0886024,"635 25th Avenue S, Creston BC V0B 1G0",Creston,BC,V0B 1G0,(250) 428-2001,Province of British Columbia
674,Craig Hilker,Residential Care,Interior Health,Cariboo House,,-122.1271118,52.1311493,"64 Windmill Crescent, Williams Lake BC V2G 1A9",Williams Lake,BC,V2G 1A9,(250) 392-9581,Province of British Columbia
675,Deanne Gray,Residential Care,Interior Health,Park Drive Home,,-119.5418863,49.1872753,"6499 Park Drive, Oliver BC V0H 1T4",Oliver,BC,V0H 1T4,(250) 498-2926,Province of British Columbia
676,Elizabeth Andrews,Residential Care,Interior Health,Lamton Home,,-119.2547159,50.2318418,"650 Middleton Way, Coldstream BC V1B 2V5",Coldstream,BC,V1B 2V5,(250) 503-2333,Province of British Columbia
677,Laura Raycraft,Residential Care,Interior Health,Sunnybank Centre,51,-119.5401017,49.1878369,"6553 Park Dr, Oliver BC V0H 1T0",Oliver,BC,V0H 1T0,(250) 498-4951,Province of British Columbia
678,Melanie Wright-Day,Residential Care,Interior Health,Victorian Community Health Centre of Kaslo,20,-116.9138752,49.9132105,"673 A Ave, Kaslo BC V0G 1M0",Kaslo,BC,V0G 1M0,(250) 353-2211,Province of British Columbia
679,Leah Homeniuk,Residential Care,Interior Health,Bryden House,,-119.2358482,50.3066134,"6780 Bryden Rd, Vernon BC V1B 3T3",Vernon,BC,V1B 3T3,(250) 542-1436,Province of British Columbia
680,Erika Robinson,Residential Care,Interior Health,Orchard Haven,38,-119.8326764,49.2045297,"700 3 St, Keremeos BC V0X 1N0",Keremeos,BC,V0X 1N0,(250) 499-3030,Province of British Columbia
681,Walter Greaser,Residential Care,Interior Health,Sun Pointe Village in Rutland,100,-119.3878245,49.896263,"700 Rutland Rd N, Kelowna BC V1X 7W8",Kelowna,BC,V1X 7W8,(250) 491-1400,Province of British Columbia
682,Tina Quo Vadis,Residential Care,Interior Health,Parkview Place,31,-119.1410122,50.546665,"707 3 Avenue, Enderby BC V0E 1V0",Enderby,BC,V0E 1V0,(250) 838-2470,Province of British Columbia
683,Stacey Thin,Residential Care,Interior Health,Talarico Place,60,-117.6614243,49.3149692,"709 10 St, Castlegar BC V1N 2H7",Castlegar,BC,V1N 2H7,(250) 365-7221,Province of British Columbia
684,Wendy Marlow,Residential Care,Interior Health,Marjorie Willoughby Snowden Memorial Hospice Home,,-120.3374527,50.6588194,"72 Whiteshield Crescent S, Kamloops BC V2E 2S9",Kamloops,BC,V2E 2S9,(250) 372-1336,Province of British Columbia
685,Todd Mallen,Residential Care,Interior Health,The Vineyards Residence,84,-119.4510545,49.9024917,"726 Valley, Rd Kelowna BC V1V 0E9",Rd Kelowna,BC,V1V 0E9,(236) 420-4400,Province of British Columbia
686,Derek Murray,Residential Care,Interior Health,Birch Lodge,,-119.1493654,50.2203238,"7446 Highway 6, Coldstream BC V1B 3H4",Coldstream,BC,V1B 3H4,(250) 545-6849,Province of British Columbia
687,Ann Ungaro,Residential Care,Interior Health,Trinity Centre,75,-119.5822885,49.464404,"75 Green Ave W, Penticton BC V2A 7N6",Penticton,BC,V2A 7N6,(250) 493-6601,Province of British Columbia
688,Donna Jefferson,Residential Care,Interior Health,Mount Nelson Place,,-116.0282627,50.507667,"750 6th Avenue, Invermere BC V0A 1K0",Invermere,BC,V0A 1K0,(250) 342-3699,Province of British Columbia
