EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
HVAY,Canadian Coast Guard College,,Technical and Vocational,Designated,,2007-10-30,,P.O. Box 4500,,,Sydney,Nova Scotia,B1P6K7,Canada,(902) 564-3660,(902) 564-3660,(902) 564-3660
HVAR,Halifax Regional Police Training School,,Technical and Vocational,Designated,,2018-10-31,,2 Chapman Street,,,Dartmouth,Nova Scotia,B3A0C3,Canada,(902) 490-5345,(902) 490-5345,(902) 490-5345
HVBW,Maritime Conservatory of Performing Arts,,Technical and Vocational,Designated,,2005-03-11,,6199 Chebucto Road,,,Halifax,Nova Scotia,B3L 1K7,Canada,9024236995,9024236995,9024236995
HVAG,Nova Scotia Community College (Akerley Campus),,Technical and Vocational,Designated,,1988-03-14,,21 Woodlawn Road,,,Dartmouth,Nova Scotia,B2W 2R7,Canada,9024914922,9024914922,9024914922
HVAA,Nova Scotia Community College (Annapolis Valley Campus),,Technical and Vocational,Designated,,1996-01-01,,50 Elliot Road,,,Lawrencetown,Nova Scotia,B0S 1M0,Canada,9028252930,9028252930,9028252930
HVAH,Nova Scotia Community College (Burridge Campus),,Technical and Vocational,Designated,,1988-12-21,,372 Pleasant Street,,,Yarmouth,Nova Scotia,B5A 2L2,Canada,9027420760,9027420760,9027420760
HVAF,Nova Scotia Community College (Cumberland Campus),,Technical and Vocational,Designated,,1996-08-01,,1 Main Street,P.O. Box 550,,Springhill,Nova Scotia,B0M 1X0,Canada,9025973737,9025973737,9025973737
HVAP,Nova Scotia Community College (Institute Technology Campus),,Technical and Vocational,Designated,,1988-12-21,,5685 Leeds Street,P.O. Box 2210,,Halifax,Nova Scotia,B3J 3C4,Canada,9024916722,9024916722,9024916722
HVAC,Nova Scotia Community College (Ivany Campus),,Technical and Vocational,Designated,,2007-01-03,,80 Mawiomi Place,,,Dartmouth,Nova Scotia,B2Y0A5,Canada,,,
HVAM,Nova Scotia Community College (Lunenburg Campus),,Technical and Vocational,Designated,,1988-05-12,,75 High Street,P.O. Box 1450,,Bridgewater,Nova Scotia,B4V 1V8,Canada,9025434608,9025434608,9025434608
HVBG,Nova Scotia Community College (Marconi Campus),,Technical and Vocational,Designated,,1988-12-21,,1240 Grand Lake Road,P.O. Box 1042,,Sydney,Nova Scotia,B1P 6J7,Canada,9025632450,9025632450,9025632450
HVAT,Nova Scotia Community College (Pictou Campus),,Technical and Vocational,Designated,,1988-12-21,,39 Acadia Street,P.O. Box 820,,Stellarton,Nova Scotia,B0K 1S0,Canada,9027522002,9027522002,9027522002
HVAV,Nova Scotia Community College (Shelburne Campus),,Technical and Vocational,Designated,,1988-12-21,,1575 Lake Road,P.O. Box 760,,Shelburne,Nova Scotia,B0T 1W0,Canada,9028758640,9028758640,9028758640
HVBD,Nova Scotia Community College (Strait Area Campus),,Technical and Vocational,Designated,,1988-12-21,,226 Reeves Street,,,Port Hawkesbury,Nova Scotia,B9A 2A2,Canada,9026252380,9026252380,9026252380
HVBU,Nova Scotia Community College (Truro Campus),,Technical and Vocational,Designated,,1996-01-01,,36 Arthur Street,,,Truro,Nova Scotia,B2N 1X5,Canada,9028935385,9028935385,9028935385
HVAL,Nova Scotia Community College - Kingstec Campus,,Technical and Vocational,Designated,,1988-12-21,,236 Belcher Street,,,Kentville,Nova Scotia,B4N 0A6,Canada,9026797361,9026797361,9026797361
HVAX,Nova Scotia Community College-eCampus,NSCC-eCampus,Technical and Vocational,Designated,,2018-06-28,,1240 Grand Lake Road,PO Box 1042,,Sydney,Nova Scotia,B1P 6J7,Canada,(902) 742-0661,(902) 742-0661,(902) 742-0661
HUAA,Acadia University,,University,Designated,,1988-12-21,,15 University Avenue,,,Wolfville,Nova Scotia,B4P2R6,Canada,(902) 585-1222,(902) 585-1222,(902) 585-1222
HUAK,Atlantic School of Theology,,University,Designated,,2014-11-19,,660 Francklyn Street,,,Halifax,Nova Scotia,B3H 3B5,Canada,(902) 423-5592,(902) 423-5592,(902) 423-5592
HUAJ,Cape Breton University,,University,Designated,,1988-12-21,,P.O.Box 5300,1250 Grand Lake Road,,Sydney,Nova Scotia,B1P6L2,Canada,(902) 539-5300,(902) 539-5300,(902) 539-5300
HUAB,Dalhousie University,,University,Designated,,1988-12-21,,Awards Office,6299 South Street,Room 133,Halifax,Nova Scotia,B3H 4H6,Canada,9024942211,9024942211,9024942211
HUAD,Mount St. Vincent University,,University,Designated,,1988-12-21,,166 Bedford Hwy.,,,Halifax,Nova Scotia,B3M 2J6,Canada,9024434450,9024434450,9024434450
HUAE,NSCAD University,,University,Designated,,1988-12-21,,5163 Duke St.,,,Halifax,Nova Scotia,B3J 3J6,Canada,902-494-8129,902-494-8129,902-494-8129
HUAH,Saint Mary's University,,University,Designated,,1988-12-21,,923 Robie Street,,,Halifax,Nova Scotia,B3H3C3,Canada,(902) 420-5413,(902) 420-5413,(902) 420-5413
HUAG,St. Francis Xavier University,,University,Designated,,1988-12-21,,P O Box 5000,5005 Chapel Square,,Antigonish,Nova Scotia,B2G2W5,Canada,(902) 863-3300,(902) 863-3300,(902) 863-3300
HUAF,Universite Sainte-Anne,,University,Designated,,1988-12-21,,Finance Office,1695 Route 1,,Church Point,Nova Scotia,B0W 1M0,Canada,9027692114,9027692114,9027692114
HUAC,University of King's College,,University,Designated,,1988-12-21,,Financial Aid Office,6350 Coburg Road,,Halifax,Nova Scotia,B3H 2A1,Canada,9024221271,9024221271,9024221271
WPAA,Nunavut Arctic College,,Private Institution,Designated,Student(s) attending- EI pending de-designation,2013-09-12,,PO Box 600, ,,Iqualuit,Nunavut,X0A0H0,Canada,(867) 857-8619,(867) 857-8619,(867) 857-8619
EJAE,Stanford International College of Business & Technology,,Junior College,Designated,,2013-11-04,,25 Scarsdale Rd.,Units 8 & 9,,Toronto,Ontario,M3B2R2,Canada,4164238188,4164238188,4164238188
EJAF,The Audio Recording Academy,,Junior College,Designated,,2017-01-11,,1540 Raven Avenue,,,Ottawa,Ontario,K1Z7Y9,Canada,6137980070,6137980070,6137980070
ZZAA,RESERVIST benefit for F/T students,,Miscellaneous,Designated,,2008-06-05,,P.O. Box 2090,"Postal Station ""D""",,Ottawa,Ontario,K1P6C6,Canada,,,
EPKI, Career College Grouop Medix-Toronto,,Private Institution,Designated,,1990-07-13,,700 Lawrence Avenue West,Suite 300,,Toronto,Ontario,M6A 3B4,Canada,4166308021,4166308021,4166308021
EPBH, Career College Group Medix-Brampton,,Private Institution,Designated,,2009-07-22,,499 Main Street S,Unit 60,,Brampton,Ontario,L6Y1N7,Canada,(905) 487-1163,(905) 487-1163,(905) 487-1163
EQAL, Career College Group Medix-Scarborough,,Private Institution,Designated,,1997-01-10,,2130 Lawrence Avenue East,Suite 205,,Scarborough- On,Ontario,M1R 3A6,Canada,4167011201,4167011201,4167011201
EPOY,ABM College of Health & Technology,,Private Institution,Designated,,2021-03-11,,205-705 Lawrence Ave. W.,,,Toronto,Ontario,M6A1B4,Canada,,,
EPWZ,ACADEMY OF LEARNING CAREER AND BUSINESS,,Private Institution,Designated,,1996-12-19,,29 Gervais Drive,,,North York,Ontario,M3C1Y9,Canada,(416) 422-5627,(416) 422-5627,(416) 422-5627
EPOA,APLUS Institute,,Private Institution,Designated,,2017-08-17,,4950 Yonge St- Concourse level,Unit 15,,Toronto,Ontario,M2N 6K1,Canada,,,
EPFK,Academie de Dessin et de Mode Richard Robinson,,Private Institution,Designated,,1988-12-21,,419 Sussex Dr.,,,Ottawa,Ontario,K1N 9M6,Canada,6132415233,6132415233,6132415233
EPOF,Academy of Applied Pharmaceutical Sciences,2585095 Ontario Inc.,Private Institution,Designated,,2018-01-08,,2960 Drew Rd,140A,,Mississauga,Ontario,L4T 0A6,Canada,416-502-2277,416-502-2277,416-502-2277
EPGO,Academy of Applied Pharmaceutical Sciences ,AAPS ,Private Institution,Designated,,1988-12-21,,200 Consumers Road- Ste 200 ,,,Toronto,Ontario,M2J4R4,Canada,(416) 502-2277,(416) 502-2277,(416) 502-2277
EPXG,Academy of Learning (Bay/Bloor),,Private Institution,Designated,,1996-12-19,,401 Bay Street,10th Floor,,Toronto,Ontario,M5H2Y4,Canada,(416) 969-8845,(416) 969-8845,(416) 969-8845
EPXT,Academy of Learning (Etobicoke/Albion),,Private Institution,Designated,,1997-01-06,,1123 Albion Road,Suite 201,,Toronto,Ontario,M9V1A9,Canada,4167463333,4167463333,4167463333
EPXE,Academy of Learning (Guelph),,Private Institution,Designated,Student(s) attending- EI pending de-designation,1996-12-19,,226 Speedvale Avenue West,Unit 9,,Guelph,Ontario,N1H1C4,Canada,5198249431,5198249431,5198249431
EQDT,Academy of Learning (Hamilton),,Private Institution,Designated,,1997-03-20,,401 Main Street East,,,Hamilton,Ontario,L8N1J7,Canada,(905) 777-8553,(905) 777-8553,(905) 777-8553
EQDQ,Academy of Learning (Richmond),1797382 Ontario Inc. o/a Academy of Learning,Private Institution,Designated,,1997-03-20,,8740 Gore Road,,,Brampton,Ontario,L6P 0B1,Canada,9055085791,9055085791,9055085791
EQFX,Academy of Learning (Toronto/Finch Av West),,Private Institution,Designated,,1998-01-05,,1280 Finch Avenue West,Suite 112,,Toronto,Ontario,M3J3K6,Canada,(416) 767-7679,(416) 767-7679,(416) 767-7679
EQGV,Academy of Learning - Mississauga East Campus,,Private Institution,Designated,,1998-10-08,,1310 Dundas Street East,Unit 4,,Mississauga,Ontario,L4Y2C1,Canada,(905) 2736788,(905) 2736788,(905) 2736788
EPXV,Academy of Learning - Toronto,,Private Institution,Designated,,1997-01-06,,2190 Warden Avenue,Unit G2- G4,,Toronto,Ontario,M1T 1V6,Canada,4167543143,4167543143,4167543143
EPOL,Academy of Learning-Brampton,,Private Institution,Designated,,,,7700 Hurontario St.,Suite 306,,Brampton,Ontario,L6Y4M3,Canada,,,
EPXF,Academy of Learning-Kingston,,Private Institution,Designated,,2012-12-04,,1469 Princess St.,Parkway Plaza,,Kingston,Ontario,K7M3E9,Canada,6135448973,6135448973,6135448973
EQDF,Academy of Learning-Scarborough,,Private Institution,Designated,,1997-03-10,,3585 Lawrence Avenue East,,,Scarborough,Ontario,M1G 1P4,Canada,4164997994,4164997994,4164997994
EPIY,Acupuncture and Integrative Medicine Academy Inc.,,Private Institution,Designated,,1988-10-20,,300-455 Spadina Avenue,,,Toronto,Ontario,M5S 2G8,Canada,4163231818,4163231818,4163231818
EPOB,Adler Centre for Learning,,Private Institution,Designated,,2017-11-08,,890 Yonge St,Unit 900,,Toronto,Ontario,M4W 3P4,Canada,,,
EPOD,Algonquin Careers Academy - Ottawa,,Private Institution,Designated,,2018-03-12,,75 Albert Street,Unit 101,,Ottawa,Ontario,K1P 5E7,Canada,613-829-9059,613-829-9059,613-829-9059
EQJK,Algonquin Careers Academy-Mississauga,,Private Institution,Designated,,2001-02-14,,3025 Hurontario street,Suite 600,,Mississauga,Ontario,L5A2H1,Canada,(416) 247-9411,(416) 247-9411,(416) 247-9411
EPGP,Algonquin Careers Academy-Ottawa,,Private Institution,Designated,,1988-12-21,,1830 Bank St.,,,Ottawa,Ontario,K1V 7Y6,Canada,6137227811,6137227811,6137227811
EPNS,Allanti School of Hairstyling & Aesthetics,,Private Institution,Designated,,2017-02-24,,134 West St.,,,Brantford,Ontario,N3T3G3,Canada,,,
EPND,Anderson College of Health- Business & Technology,,Private Institution,Designated,,2015-09-16,,5734 Yonge Street,Suite 100,,Toronto,Ontario,M2M3V5,Canada,4162226107,4162226107,4162226107
EPJX,Anderson College of Health- Business & Technology,,Private Institution,Designated,,1990-02-23,,180 Bloor St. W.,Suite 400,,Toronto,Ontario,M5S2V6,Canada,4164666107,4164666107,4164666107
EPCT,Anderson College of Health- Business & Technology,,Private Institution,Designated,,2010-09-08,,31 King St. E.,Suite 200,,Hamilton- ON,Ontario,L8N1A1,Canada,(902) 273-6656,(902) 273-6656,(902) 273-6656
EPEE,Anderson College of Health- Business & Technology-Mississauga,,Private Institution,Designated,,1988-12-21,,300a - 165 Dundas Street West,,,Mississauga,Ontario,L5B 2N6,Canada,4162736656,4162736656,4162736656
EQIQ,Automotive Training Centre,,Private Institution,Designated,,1999-08-09,,152 Norseman Street,,,Toronto,Ontario,M8Z 2R4,Canada,4162317227,4162317227,4162317227
EQEG,Automotive Training Centre - Cambridge,,Private Institution,Designated,,1997-08-11,,25 Fleming Dr.,,,Cambridge,Ontario,N1T2A9,Canada,5192201650,5192201650,5192201650
EPMI,Aveda Institute Toronto,,Private Institution,Designated,,2013-11-04,,125 King St. E.,,,Toronto,Ontario,M5C1G6,Canada,4169212961,4169212961,4169212961
EPFO,Avola College of Hairstyling & Esthetics,,Private Institution,Designated,,1988-12-21,,282 Dundas St. East,,,Toronto,Ontario,M5A 1Z9,Canada,4169671800,4169671800,4169671800
EPNF,Beauty Academy London,,Private Institution,Designated,,2015-11-06,,J3/J4 785 Wonderland Rd. S.,,,London,Ontario,N6A4L1,Canada,(519)657-7000,(519)657-7000,(519)657-7000
EPHI,Biztech Institute Inc,,Private Institution,Designated,,2012-03-15,,5170 Dixie Rd.,Suite 205,,Mississauga,Ontario,L4W1E5,Canada,9052129039,9052129039,9052129039
EPEX,Bryan College of Applied Health & Business Sciences,,Private Institution,Designated,,1988-12-21,,Registrar/Admissions,1200 Lawrence Ave. West,,North York,Ontario,M6A 1E3,Canada,8886416300,8886416300,8886416300
EPKB,C/J Health Care Support College - Scarborough,,Private Institution,Designated,,1990-06-29,,1371 Neilson Road,Suite 401,,Scarborough,Ontario,M1B 4Z8,Canada,4162838252,4162838252,4162838252
EPFS,CDI College of Business- Technology & Health Care-Mississauga,,Private Institution,Designated,,2011-10-06,,33 City Centre Dr,Suite 280,,Mississauga,Ontario,L5B2N5,Canada,(289) 327-0278,(289) 327-0278,(289) 327-0278
EPEM,CDI College of Business- Technology & Health Care-Scarborough,,Private Institution,Designated,,2011-10-06,,205-2206 Eglinton Ave E,,,Scarborough,Ontario,M1L4S8,Canada,(289) 645-9400,(289) 645-9400,(289) 645-9400
EPWH,CDI College of Business- Technology & Health Care-Toronto,,Private Institution,Designated,,1996-07-05,,2 County Court Boulevard,Suite 101,,Brampton,Ontario,L6W 3W8,Canada,(416) 360-8113,(416) 360-8113,(416) 360-8113
EPLR,CDI College of Business- Technology and Healthcare-Hamilton,,Private Institution,Designated,,2012-09-27,,14 & 20 Houghson Street South,,,Hamilton,Ontario,L8N4H3,Canada,9056670980,9056670980,9056670980
EPLS,CDI College of Business- Technology and Healthcare-North York,,Private Institution,Designated,,2012-10-01,,33-4950 Yonge St.,,,North York,Ontario,M2N6K1,Canada,4166459408,4166459408,4166459408
EQGU,CITI COLLEGE OF CANADIAN CAREERS,,Private Institution,Designated,,1998-10-08,,1448 Lawrence Ave East,Suite 305,,Toronto,Ontario,M4A2V6,Canada,(416) 441-2900,(416) 441-2900,(416) 441-2900
EPLC,CJ Health Care College,,Private Institution,Designated,,2012-04-12,,1123 Albion Rd,L101,,Toronto,Ontario,M9V1A9,Canada,(416) 422-5900,(416) 422-5900,(416) 422-5900
EPLG,CLI College of Business Health & Technology,,Private Institution,Designated,,2012-08-23,,203-2300 Sheppard Ave. W.,,,Toronto,Ontario,M9M3A4,Canada,4167475152,4167475152,4167475152
EPNN,CMU College of Makeup Art & Design,,Private Institution,Designated,,2016-08-12,,366 Adelaide Street East,Suite 120,,Toronto,Ontario,M5A3X9,Canada,4169686739,4169686739,4169686739
EPTE,CMU College of Makeup Art & Design,,Private Institution,Designated,,1994-03-15,,110 Lombard St.,The Old Fire Hall,,Toronto,Ontario,M5C 1M3,Canada,(416) 968-6739,(416) 968-6739,(416) 968-6739
EPOO,CTS CANADIAN CAREER COLLEGE-Chapleau,,Private Institution,Designated,,2020-05-07,,101 Pine Street East,,,Chapleau,Ontario,P0M1K0,Canada,,,
EPBA,CTS Canadian Career College-Sault Ste Marie.,,Private Institution,Designated,,2009-04-29,,100 Churchill Ave.,,,Sault Ste. Marie,Ontario,P6C2R2,Canada,(705) 946-3933,(705) 946-3933,(705) 946-3933
EQIN,Canada Christian College & School of Graduate Theological,,Private Institution,Designated,,2007-01-18,,300 Water Street,,,Whitby,Ontario,L1N 9B6,Canada,(416) 391-5000,(416) 391-5000,(416) 391-5000
EPBF,Canada's National Ballet School,,Private Institution,Designated,,1988-12-21,,400 Jarvis Street,,,Toronto,Ontario,M4Y 2G6,Canada,4169643780,4169643780,4169643780
EPFY,Canadian All Care College,,Private Institution,Designated,,2011-12-12,,240 Alton Towers Circle,Suite 302 & 308,,Scarborough,Ontario,M1V4P3,Canada,(416) 292-6050,(416) 292-6050,(416) 292-6050
EPMO,Canadian All Care College,,Private Institution,Designated,,2014-04-15,,4630 Dufferin St,Suite 305,,Toronto,Ontario,M3H5S4,Canada,4162926050,4162926050,4162926050
EPAX,Canadian Automotive and Trucking Institute,,Private Institution,Designated,,2008-08-25,,101-1804 Alstep Drive,,,Mississauga,Ontario,L5S1W1,Canada,(905) 362-1984,(905) 362-1984,(905) 362-1984
EPTM,Canadian Business College,,Private Institution,Designated,,1994-07-20,,2 Bloor Street West,22nd floor (Box 90),,Toronto,Ontario,M4W 3E2,Canada,4169259929,4169259929,4169259929
EPAE,Canadian Business College - Mississauga ,,Private Institution,Designated,,2006-06-09,,77 City Centre Drive,Suite 600,,Mississauga,Ontario,L5B 1M5,Canada,905-279-9929,905-279-9929,905-279-9929
EQIM,Canadian Business College -Scarborough ,,Private Institution,Designated,,1999-06-02,,55 Town Centre Court,Suite 303,,Scarborough,Ontario,M1P 4X4,Canada,4162906565,4162906565,4162906565
EPMN,Canadian College of Business Science & Technology-Etobicoke,,Private Institution,Designated,,2014-01-28,,5001 Yonge St,Suite 305,,North York,Ontario,M2N6R9,Canada,4167459555,4167459555,4167459555
EPXI,Canadian College of Business- Science & Technology,,Private Institution,Designated,,1996-12-19,,350 Rutherford Road South,Plaza 2 - Suite 110,,Brampton,Ontario,L6W4N6,Canada,(905) 488-5627,(905) 488-5627,(905) 488-5627
EPLU,Canadian College of Business- Science & Technology,,Private Institution,Designated,,2012-10-03,,4900 Sheppard Ave. E.,Suite 208,,Scarborough,Ontario,M1S4A7,Canada,4168506028,4168506028,4168506028
EPOM,Canadian College of Business- Science & Technology Inc - Mississauga,,Private Institution,Designated,,2019-11-04,,90 Burnhamthrope Road West,Unit 402,,Mississauga,Ontario,L5B3C2,Canada,,,
EQIY,Canadian College of Health- Science & Technology,,Private Institution,Designated,,1999-09-07,,1737 Walker Road,,,Windsor,Ontario,N8W 3P2,Canada,5199771222,5199771222,5199771222
EQDB,Canadian College of Massage & Hydrotherapy,,Private Institution,Designated,Student(s) attending- EI pending de-designation,1997-03-10,,477 Mt. Pleasant Rd. ,to 250 Davisvill Ave.,,Toronto,Ontario,M4S1H2,Canada,(416) 736-4576,(416) 736-4576,(416) 736-4576
EQIZ,Canadian College of Massage And Hydrotherapy,,Private Institution,Designated,,1999-09-07,,405 Maple Grove Road,Unit 3,,Cambridge,Ontario,N3E1B6,Canada,(519) 650-5533,(519) 650-5533,(519) 650-5533
EPFX,Canadian College of Naturopathic Medicine,,Private Institution,Designated,,1988-12-21,,1255 Sheppard Avenue East,,,North York,Ontario,M2K 1E2,Canada,4164981255,4164981255,4164981255
EPMP,Canadian Institute of Learning,,Private Institution,Designated,,2014-07-17,,37 George St. N,Suite 301,,Brampton,Ontario,L6X1R5,Canada,9058743311,9058743311,9058743311
EPCK,Canadian Memorial Chiropractic College,,Private Institution,Designated,,1988-12-21,,6100 Leslie Street,,,Toronto,Ontario,M2H 3J1,Canada,4164822340,4164822340,4164822340
EPAF,Canadian Mothercraft Society,,Private Institution,Designated,,1988-12-21,,646 St Clair Avenue West,,,Toronto,Ontario,M6C1A9,Canada,(416) 483-0511,(416) 483-0511,(416) 483-0511
EPON,Canadian National Institute of Health Inc.,,Private Institution,Designated,,2020-08-06,,303 Dalhousie St ,,,Ottawa,Ontario,K1N7E8,Canada,,,
EPGN,Canadian School of Private Investigation & Security,,Private Institution,Designated,,1988-12-21,,2828 Dufferin Str.,,,Toronto,Ontario,M6B 3S3,Canada,4167855720,4167855720,4167855720
EPNT,Cappa School of Professional Hairstyling & Aesthetics,,Private Institution,Designated,,2017-03-14,,56 St. Paul St. W,,,St. Catharines,Ontario,L5S2C2,Canada,9056881175,9056881175,9056881175
EPOE,Career College Group Medix - Burlington,,Private Institution,Designated,,2017-11-02,,5315 North Services Road,,,Burlington,Ontario,L7L 6C1,Canada,905-870-0360,905-870-0360,905-870-0360
