idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
151,"Ambber & Salma College of Esthetics, Laser & Spa Training Centre",BPQA,Private Institution,"#18 5440-4 Street NW, Calgary, Alberta, Canada, 4032450022",AB,1,Employment and Social Development Canada,#18 5440 4 street nw calgary alberta canada 4032450022,5440,4 street nw
152,Peerless Training Institute,BPQC,Private Institution,"#260, 2635-37th Avenue NE, Calgary, Alberta, Canada, (403) 230-2665",AB,1,Employment and Social Development Canada,#260 2635 37th avenue ne calgary alberta canada 230 2665,2635,37th avenue ne
153,Canford Institute of Technology,BPQD,Private Institution,"10709 105 Street , Edmonton, Alberta, Canada, 403 869-9391",AB,1,Employment and Social Development Canada,10709 105 street edmonton alberta canada 403 869 9391,10709,105 street
154,Peace River Academy,BPQE,Private Institution,"Glenmary School, 8801 96 Street, Peace River, Alberta, Canada, 7804090222",AB,1,Employment and Social Development Canada,glenmary school 8801 96 street peace river alberta canada 7804090222,8801,96 street
155,ABES (Alberta Business and Educational Services)-Calgary,BPQF,Private Institution,"10, 221-18 Street SE, Calgary, Alberta, Canada, 4032328758",AB,1,Employment and Social Development Canada,10 221 18 street se calgary alberta canada 4032328758,10 221,18 street se
156,Lighthouse Labs - Calgary,BPQG,Private Institution,"WorkNicer, 630 8 Ave SW, #600, Calgary, Alberta, Canada, 8885696898",AB,1,Employment and Social Development Canada,worknicer 630 8 ave sw #600 calgary alberta canada 8885696898,630,8 ave sw
157,Polished School Of Esthetics,BPQH,Private Institution,"207 12 Street B North, Lethbridge, Alberta, Canada, 5872207416",AB,1,Employment and Social Development Canada,207 12 street b north lethbridge alberta canada 5872207416,207,12 street b north
158,The Esthetic Institute Training Center-Edmonton,BPQI,Private Institution,"6012 82 Avenue, Edmonton, Alberta, Canada, 4036308975",AB,1,Employment and Social Development Canada,6012 82 avenue edmonton alberta canada 4036308975,6012,82 avenue
159,Canadian Institute of Osteopathic Therapy,BPQJ,Private Institution,"757 57 Ave NE, Calgary, Alberta, Canada, 403 455-2468",AB,1,Employment and Social Development Canada,757 57 ave ne calgary alberta canada 403 455 2468,757,57 ave ne
160,Manual Osteopathic College of Canada,BPQL,Private Institution,"4620 99 Street, Edmonton, Alberta, Canada, 7809166888",AB,1,Employment and Social Development Canada,4620 99 street edmonton alberta canada 7809166888,4620,99 street
161,InnoTech College-Calgary,BPQM,Private Institution,"305 4014 MacLeod Trail SE, Calgary, Alberta, Canada, 4034730939",AB,1,Employment and Social Development Canada,305 4014 macleod trail se calgary alberta canada 4034730939,305,4014 macleod trail se
162,InnoTech College-Edmonton,BPQN,Private Institution,"209 10080 Jasper Avenue, Edmonton, Alberta, Canada, 4034730939",AB,1,Employment and Social Development Canada,209 10080 jasper avenue edmonton alberta canada 4034730939,209,10080 jasper avenue
163,Archways Healing College,BPQO,Private Institution,"275 8702 Meadowlark , Road NW, Edmonton, Alberta, Canada, 7804257770",AB,1,Employment and Social Development Canada,275 8702 meadowlark road nw edmonton alberta canada 7804257770,275 8702,meadowlark road nw
164,Canadian Health and Business College,BPQP,Private Institution,"208, 1212 1 Street SE, Calgary, Alberta, Canada, 4034533346",AB,1,Employment and Social Development Canada,208 1212 1 street se calgary alberta canada 4034533346,208,1212 1 street se
165,Southern Alberta Institute of Massage-Medicine Hat,BPQQ,Private Institution,"340 Maple Avenue SE, Medicine Hat, Alberta, Canada, 4035049694",AB,1,Employment and Social Development Canada,340 maple avenue se medicine hat alberta canada 4035049694,340,maple avenue se
166,One Beauty Academy-Edmonton,BPQR,Private Institution,"1424 8882 170 Street, Edmonton, Alberta, Canada, 5879995890",AB,1,Employment and Social Development Canada,1424 8882 170 street edmonton alberta canada 5879995890,1424,8882 170 street
167,Alberta College of Massage Therapy-Edmonton South,BPQS,Private Institution,"4620 99 Street, Edmonton, Alberta, Canada, 7809166888",AB,1,Employment and Social Development Canada,4620 99 street edmonton alberta canada 7809166888,4620,99 street
168,Alberta Health and Safety Training Institute-Red Deer,BPQT,Private Institution,"Bay 22 7471 Edgar Industrial , Bend, Red Deer, Alberta, Canada, 4036705406",AB,1,Employment and Social Development Canada,bay 22 7471 edgar industrial bend red deer alberta canada 4036705406,7471,edgar industrial bend
169,The Excel Academy,BPRC,Private Institution,"10766 97 STREET, Edmonton, Alberta, Canada, (780) 455-2601",AB,1,Employment and Social Development Canada,10766 97 street edmonton alberta canada 455 2601,10766,97 street
170,Alberta College of Acupuncture And Traditional Chinese Medicine,BPRD,Private Institution,"102, 1910-20th Avenue NW, Calgary, Alberta, Canada, (403) 286-8788",AB,1,Employment and Social Development Canada,102 1910 20th avenue nw calgary alberta canada 286 8788,102,1910 20th avenue nw
171,Newman Theological College,BPRF,Private Institution,"10012 84 Street, NW, Edmonton, Alberta, Canada, (780) 467-5858",AB,1,Employment and Social Development Canada,10012 84 street nw edmonton alberta canada 467 5858,10012,84 street nw
172,Mountain View Helicopters,BPRJ,Private Institution,"Springbank Airport, 402A Otter Bay, Calgary, Alberta, Canada, (403) 286-7186",AB,1,Employment and Social Development Canada,springbank airport 402a otter bay calgary alberta canada 286 7186,402a,otter
173,Alberta College of Massage Therapy-Grande Prairie,BPRY,Private Institution,"201, 11402 100 Street, Grande Prairie, Alberta, Canada, (780) 916-6888",AB,1,Employment and Social Development Canada,201 11402 100 street grande prairie alberta canada 916 6888,201,11402 100 street
174,MH Vicars School of Massage Therapy - Edmonton,BPSA,Private Institution,"2828 Calgary Trail , NW, Edmonton, Alberta, Canada, (780) 491-0574",AB,1,Employment and Social Development Canada,2828 calgary trail nw edmonton alberta canada 491 0574,2828,calgary trail nw
175,Professional Medical Associates - St. Albert,BPSC,Private Institution,"#101 265 Carleton Drive, St. Albert, Alberta, Canada, 7804608410",AB,1,Employment and Social Development Canada,#101 265 carleton drive st albert alberta canada 7804608410,265,carleton drive
176,Excel Flight Training Incorporated,BPSE,Private Institution,"421 Stubb Ross Road, Suite 201, Leithbridge, Alberta, Canada, (403) 329-4887",AB,1,Employment and Social Development Canada,421 stubb ross road leithbridge alberta canada 329 4887,329,stubb ross road leithbridge alberta canada
177,Springbank Air Training College Ltd.,BPSG,Private Institution,"132 Maclaurin Drive, Calgary, Alberta, Canada, (403) 288-7700",AB,1,Employment and Social Development Canada,132 maclaurin drive calgary alberta canada 288 7700,132,maclaurin drive
178,Rotorworks Inc.,BPSM,Private Institution,"Whitecourt Airport, Box 86, Whitecourt, Alberta, Canada, (780) 778-6600",AB,1,Employment and Social Development Canada,whitecourt airport whitecourt alberta canada 778 6600,,
179,Nightingale Academy of Health Services Inc.,BPSP,Private Institution,"Venta Care Centre, 13525 102 Street, , Edmonton, Alberta, Canada, (780) 478-5267",AB,1,Employment and Social Development Canada,venta care centre 13525 102 street edmonton alberta canada 478 5267,13525,102 street
180,EIE MediSpa & Laser Training Centre,BPSR,Private Institution,"6724 75 Street, Edmonton, Alberta, Canada, (780) 466-5271",AB,1,Employment and Social Development Canada,6724 75 street edmonton alberta canada 466 5271,6724,75 street
181,Reeves College - Lloydminster,BPSS,Private Institution,"2nd Floor, The Atrium Centre, 5012 - 49 Street, Lloydminster, Alberta, Canada, (780) 875-3308",AB,1,Employment and Social Development Canada,2nd floor the atrium centre 5012 49 street lloydminster alberta canada 875 3308,5012,49 street
182,Ambrose University,BPSV,Private Institution,"150 Ambrose Circle SW, Calgary, Alberta, Canada, (403) 410-2000",AB,1,Employment and Social Development Canada,150 ambrose circle sw calgary alberta canada 410 2000,150,ambrose circle sw
183,Reeves College - Edmonton,BPSY,Private Institution,"#500 , 10004Jasper Avenue, Edmonton, Alberta, Canada, (780) 990-1650",AB,1,Employment and Social Development Canada,#500 10004jasper avenue edmonton alberta canada 990 1650,10004jasper,avenue
184,Robertson College - Calgary,BPTA,Private Institution,"Suite 100, 2912 Memorial Drive SE, , Calgary, Alberta, Canada, (403) 920-0070",AB,1,Employment and Social Development Canada,2912 memorial drive se calgary alberta canada 920 0070,2912,memorial drive se
185,Makami College Inc.- Edmonton,BPTB,Private Institution,"Unit #137, Bonnie Doon Centre, 8330 82 Avenue NW, , Edmonton, Alberta, Canada, (780) 468-3454",AB,1,Employment and Social Development Canada,unit #137 bonnie doon centre 8330 82 avenue nw edmonton alberta canada 468 3454,8330,82 avenue nw
186,Centennial Flight Centre Inc.,BPTC,Private Institution,"Hangar 17,Villeneuve Airport, 26 - 27018 SH633, Sturgeon County, Alberta, Canada, (780) 451-7676",AB,1,Employment and Social Development Canada,hangar 17 villeneuve airport 26 27018 sh633 sturgeon county alberta canada 451 7676,26,sh633
187,Digital School,BPTE,Private Institution,"#202 , 10010 - 100 Street, Edmonton, Alberta, Canada, (780) 414-0200",AB,1,Employment and Social Development Canada,#202 10010 100 street edmonton alberta canada 414 0200,10010,100 street
188,Clearwater College,BPTG,Private Institution,"Box 100, Caroline, Alberta, Canada, 4037222225",AB,1,Employment and Social Development Canada,caroline alberta canada 4037222225,,
189,Academy of Learning-Medicine Hat,BPTI,Private Institution,"115 3030 13 Ave., S.E., Medicine Hat, Alberta, Canada, (403) 526-5833",AB,1,Employment and Social Development Canada,115 3030 13 ave se medicine hat alberta canada 526 5833,115,3030 13 ave se
190,Delmar College - Red Deer Campus,BPTJ,Private Institution,"4929-49 Street, Red Deer, Alberta, Canada, (403) 347-2018",AB,1,Employment and Social Development Canada,4929 49 street red deer alberta canada 347 2018,4929,49 street
191,Alberta College of Massage Therapy-Fort McMurray,BPTK,Private Institution,"9908 Penhorwood Street, Fort McMurray, Alberta, Canada, (877) 768-8400",AB,1,Employment and Social Development Canada,9908 penhorwood street fort mcmurray alberta canada 768 8400,9908,penhorwood street
192,Professional Institute of Massage Therapy,BPTM,Private Institution,"#310 15 Royal Vista Place NW, Calgary, Alberta, Canada, (403) 247-4319",AB,1,Employment and Social Development Canada,#310 15 royal vista place nw calgary alberta canada 247 4319,15,royal vista place nw
193,Alberta College of Massage Therapy-Edmonton,BPTO,Private Institution,"2nd Floor, 10434 - 122 Street, Edmonton, Alberta, Canada, (780) 916-6888",AB,1,Employment and Social Development Canada,2nd floor 10434 122 street edmonton alberta canada 916 6888,10434,122 street
194,Professional Medical Associates - Three Hills,BPTS,Private Institution,"330 - 5th Avenue NE, Three Hills, Alberta, Canada, 780-460-8410",AB,1,Employment and Social Development Canada,330 5th avenue ne three hills alberta canada 780 460 8410,330,5th avenue ne
195,Manual Osteopathic College of Canada - Calgary,BPTT,Private Institution,"#100, 1167 Kensington Crescent, NW, Calgary, Alberta, Canada, 877 768-8400",AB,1,Employment and Social Development Canada,#100 1167 kensington crescent nw calgary alberta canada 877 768 8400,1167,kensington crescent nw
196,Ace Career College,BPTU,Private Institution,"215 , 100 4 Avenue SW, Calgary, Alberta, Canada, 4035544742",AB,1,Employment and Social Development Canada,215 100 4 avenue sw calgary alberta canada 4035544742,215,100 4 avenue sw
197,Canadian Imperial College,BPTV,Private Institution,"11525 23 Avenue NW, Edmonton, Alberta, Canada, 7808518834",AB,1,Employment and Social Development Canada,11525 23 avenue nw edmonton alberta canada 7808518834,11525,23 avenue nw
198,Cree8iv Ink Training,BPTW,Private Institution,"10024 100 Avenue, Grande Prairie, Alberta, Canada, 7808317387",AB,1,Employment and Social Development Canada,10024 100 avenue grande prairie alberta canada 7808317387,10024,100 avenue
199,The Royal Alberta College,BPTX,Private Institution,"Room 150 10045 156 Street, The Orange Hub, Edmonton, Alberta, Canada, 7808874973",AB,1,Employment and Social Development Canada,room 150 10045 156 street the orange hub edmonton alberta canada 7808874973,10045,156 street
200,Visionary Centre for the Performing Arts,BPTY,Private Institution,"2804 Calgary Trail NW, Edmonton, Alberta, Canada, 7804604430",AB,1,Employment and Social Development Canada,2804 calgary trail nw edmonton alberta canada 7804604430,2804,calgary trail nw
201,Visual College of Art and Design of Calgary,BPTZ,Private Institution,"100 1035 7th Avenue SW, Calgary, Alberta, Canada, 4033511022",AB,1,Employment and Social Development Canada,100 1035 7th avenue sw calgary alberta canada 4033511022,100 1035,7th avenue sw
202,MCG Career College - Calgary,BPUA,Private Institution,"Unit 220, 4774 Westwinds Drive, NE, Calgary, Alberta, Canada, (403) 993-7108",AB,1,Employment and Social Development Canada,unit 220 4774 westwinds drive ne calgary alberta canada 993 7108,4774,westwinds drive ne
203,QCom College of Technology (QCT),BPUB,Private Institution,"417 14 Street NW, Calgary, Alberta, Canada, 403-460-7080",AB,1,Employment and Social Development Canada,417 14 street nw calgary alberta canada 403 460 7080,417,14 street nw
204,East-West College,BPUC,Private Institution,"10541 106 Street NW, Edmonton, Alberta, Canada, 587-438-2955",AB,1,Employment and Social Development Canada,10541 106 street nw edmonton alberta canada 587 438 2955,10541,106 street nw
205,Alison College,BPUD,Private Institution,"#201, 221-18 Street SE, Calgary, Alberta, Canada, (778) 991-2884",AB,1,Employment and Social Development Canada,#201 221 18 street se calgary alberta canada 991 2884,221,18 street se
206,Glenbow College,BPUE,Private Institution,"100, 940 6th Ave SW, Calgary, Alberta, Canada, (403) 681-9296",AB,1,Employment and Social Development Canada,100 940 6th ave sw calgary alberta canada 681 9296,100 940,6th ave sw
207,East-West College of Business & Technology - Calgary City Centre,BPUF,Private Institution,"Suite 315, 505-8th Ave SW, Calgary, Alberta, Canada,",AB,1,Employment and Social Development Canada,505 8th ave sw calgary alberta canada,505,8th ave sw
208,Capstone Edge College,BPUG,Private Institution,"202A, 2750 22 Street NE, Calgary, Alberta, Canada, (403)903-1383",AB,1,Employment and Social Development Canada,202a 2750 22 street ne calgary alberta canada 903 1383,2750,22 street ne
209,Manual Osteopathic College of Canada – Grande Prairie,BPUH,Private Institution,"#201, 11402 100 St , Grande Prairie, Alberta, Canada, 1-877-768-8400",AB,1,Employment and Social Development Canada,#201 11402 100 st grande prairie alberta canada 1 877 768 8400,11402,100 st
210,Manual Osteopathic College of Canada – Lloydminster,BPUI,Private Institution,"Bay 1A, 5712 44 St, Lloydminster, Alberta, Canada, 1-877-768-8400",AB,1,Employment and Social Development Canada,bay 1a 5712 44 st lloydminster alberta canada 1 877 768 8400,5712,44 st
