OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_MAX_CAP,HOSPICE,HOSPICE_MAX_CAP,SUBSTANCE_USE,SUBSTANCE_USE_MAX_CAP,LONG_TERM_CARE,LONG_TERM_CARE_MAX_CAP,COMMUNITY_LIVING,COMMUNITY_LIVING_MAX_CAP,ACQUIRED_BRAIN_INJURY,ACQUIRED_BRAIN_INJURY_MAX_CAP,LONGITUDE,LATITUDE
Northern Health Authority,Nechako Center - Adult,Residential Care,1308 Alward St,Prince George,V2M 7B1,(250)649-7573,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0CC60930EF4AB95688257B67007C26D6,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,Y,20,N,,N,,N,,N,,N,,-122.7661852,53.9122146
AIMHI Prince George Association For Community Living,Ospika Residence,Residential Care,2690 Ospika Blvd S,Prince George,V2N 2L8,(250)562-0861,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=88D73B1C633D063B88256A9A0079B616,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,10,N,,-122.7886112,53.8936018
Northern Health Authority,Parkside Intermediate Care Home,Residential Care,788 Ospika Blvd,Prince George,V2M 6W5,(250)563-1916,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=18FC09667FDA7E5188256A9A0079B850,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,Y,61,N,,Y,61,N,,N,,-122.7947754,53.9178042
Northern Health Authority,Peace Villa,Residential Care,8407 112 Ave,Fort St. John,V1J 0J5,(250)774-8100,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=E63FBA61C140D3B68825857D0080399C,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,Y,124,N,,N,,-120.8161127,56.2560541
Prince George Brain Injured Group,Quince Street Residence,Residential Care,2012 Quince St,Prince George,V2L 5B4,(250)562-6265,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=300FCF3F192DBD4E88256A9A0079B6AE,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,5,Y,5,-122.7533517,53.9052139
Quesnel Community Living,Racing Residence,Residential Care,464 Racing Rd,Quesnel,V2J 5G9,(250)747-0025,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=882569FC0002559788256A7A006D18F5,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,10,N,,-122.4493146,52.9849645
AIMHI Prince George Association For Community Living,Radcliffe Residence,Residential Care,501 Radcliffe Dr,Prince George,V2M 3N5,(250)562-6407,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=324296BEEB41D99E88256A9A0079B8CD,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,10,N,,-122.7934182,53.9284596
Northern Health Authority,Rainbow Lodge,Residential Care,1000 Liard Dr,Prince George,V2M 3Z3,(250)645-64253,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=AE05741373CBDD31882579E60076DFE3,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,Y,19,N,,N,,-122.7897305,53.9156786
Prince George Hospice Society,Rotary Hospice House,Residential Care,3089 Clapperton St,Prince George,V2L 5N4,(250)563-2481,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0336C8C26F8C6DA588256A9A0079B885,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,Y,10,N,,N,,Y,5,N,,-122.7554609,53.8895469
Northern Health Authority,Rotary Manor,Residential Care,1121 90 Ave,Dawson Creek,V1G 5A3,(250)719-3480,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=696098ED982EF6FB882585AE000F8F03,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,Y,44,N,,Y,115,N,,N,,-120.2357358,55.77296
Thompson Community Services Inc.,Scott Home,Residential Care,4830 Scott Ave,Terrace,V8G 2B6,(250)635-9800,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=DAC0855B5F8B9F038825751A0066B3C5,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,5,N,,-128.603921,54.5235442
South Peace Community Resources Society,Serenity House,Residential Care,1311 106 Ave,Dawson Creek,V1G 2P2,(250)782-9174 ext 227,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=3A6E78A93BC325E107257BB00054DEB9,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,3,N,,-120.2391598,55.7561362
AIMHI Prince George Association For Community Living,St Catherine's Community Home,Residential Care,6899 O'Grady Rd,Prince George,V2N 4Z1,(250)964-2033,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=E3AC403A6238CF768825844D000F6507,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,9,N,,-122.7795462,53.8600556
Northern Health Authority,Stuart Nechako Manor,Residential Care,3277 Hospital Rd,Vanderhoof,V0J 3A0,(250)567-2013,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=27F78D213A880B75882586E0006A8006,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,Y,53,N,,Y,53,N,,N,,-124.0092728,54.0287172
Northern Health Authority - Terrace and Kitimat,Terraceview Lodge,Residential Care,4707 Kerby Ave,Terrace,V8G 2W2,(250)631-4180,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6915777E425764E988256DF90062E4CD,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,Y,99,N,,Y,99,N,,N,,-128.5941273,54.5328427
Connexus Community Resources,Valley View Residence,Residential Care,143 5th St W,Vanderhoof,V0J 3A0,(250)567-9205,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=E7887B1E6CBDEF29882578DC0062ED41,Community Care and Assisted Living Act,Residential Care Regulation,Northern Health,N,,N,,N,,N,,Y,4,N,,-124.009737,54.0105665
Bradley Smith,Hall St. Residence,Residential Care,"#203 & #204 205 Hall St, Nelson BC  V1L 5X4",Nelson,V1L 5X4,(250) 354-1267,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-117.2925683,49.4953759
Ivana Pavlic,Lake Country Lodge,Residential Care,"100 10163 Konschuh Road, Lake Country BC  V4V 2M2",Lake Country,V4V 2M2,(250) 766-3007,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,49,N,,N,,-119.3982882,50.0295396
,Coronation Home,Residential Care,"1009 Coronation Ave, Kelowna BC  V1Y 7A8",Kelowna,V1Y 7A8,(250) 861-7133,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-119.4793851,49.8923387
Ken Wright,Sage Health Centre,Residential Care,"101 Columbia St W, Kamloops BC  V2C 2S7",Kamloops,V2C 2S7,(250) 374-6551,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,Y,28,N,,N,,N,,-120.3388827,50.6712201
Sunshine Latimer,Prince Avenue Home,Residential Care,"101 Prince Ave, Castlegar BC  V1N 1C7",Castlegar,V1N 1C7,(250) 365-2770,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-117.6732208,49.3290404
Jamie McGregor,Youth Recovery House,Residential Care,"1024 Laurier Avenue, Kelowna BC  V1Y 6B1",Kelowna,V1Y 6B1,(250) 763-0456,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,Y,16,N,,N,,N,,-119.4790031,49.8824008
Vic Klassen,The Hamlets at Penticton,Residential Care,"103 Duncan Ave, Penticton BC  V2A 2Y3",Penticton,V2A 2Y3,(250) 490-8503,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,89,Y,9,N,,-119.5897419,49.4840615
Heather Dorsey,Columbia House,Residential Care,"1030 10 St, Invermere BC  V0A 1K0",Invermere,V0A 1K0,(250) 342-2329,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,35,N,,N,,-116.0333453,50.5065288
Tawnya Steil,Middleton House,Residential Care,"10306 Middleton Dr, Vernon BC  V1T 2K6",Vernon,V1T 2K6,(250) 545-7495,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,9,N,,-119.2363884,50.2347983
Jade Louise Burt,Prairie Valley Lodge,Residential Care,"10312 Prairie Valley Rd, Summerland BC  V0H 1Z0",Summerland,V0H 1Z0,(250) 404-0203,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,9,N,,N,,-119.6835172,49.5979602
Brad Novak,Gaumont Residence,Residential Care,"1070 North Glen Dr, Kamloops BC  V2B 5C1",Kamloops,V2B 5C1,(250) 376-3942,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,Y,8,N,,N,,N,,N,,N,,-120.3829343,50.7086211
Michelle McLeod,Oriole House,Residential Care,"1080 Holt St, Kamloops BC  V2B 5H2",Kamloops,V2B 5H2,(250) 312-1825,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-120.3889523,50.7091406
Nafisha Whitely,Highridge House,Residential Care,"1099 Singh St, Kamloops BC  V2B 5E2",Kamloops,V2B 5E2,(778) 470-5552,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,6,N,,-120.383846,50.7091717
Kyla Doyle,Murray House (P.D.S.C.L.),Residential Care,"110 Murray Dr, Penticton BC  V2A 7E4",Penticton,V2A 7E4,(250) 493-4947,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-119.5904134,49.4684904
Anita Grywacheski,Selkirk Family Care Home,Residential Care,"1120 Selkirk Ave, Kamloops BC  V2B 1V6",Kamloops,V2B 1V6,(250) 376-3306,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,6,N,,-120.3710336,50.7035692
Tereena Donahue,Jubilee House,Residential Care,"113 4 Ave N, Williams Lake BC  V2G 2C8",Williams Lake,V2G 2C8,(250) 398-7736,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,Y,10,N,,N,,N,,N,,N,,-122.1412297,52.130257
Netanya Hanley,Kootenay Columbia House,Residential Care,"114 10 Ave, Castlegar BC  V1N 1Y4",Castlegar,V1N 1Y4,(250) 365-0943,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-117.6630835,49.3279642
Mark Fleming,Connect Lake Country,Residential Care,"11438 Bottom Wood Lake Rd, Lake Country BC  V4V 1V4",Lake Country,V4V 1V4,(250) 469-9358,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,N,,Y,42,-119.4039766,50.0484009
Debra Koecher,South Canoe Home,Residential Care,"1180 70 St SE, Salmon Arm BC  V1E 1X8",Salmon Arm,V1E 1X8,(250) 832-7698,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,6,N,,-119.2028411,50.6912155
Jessica Milaney,Mt. Cartier Court,Residential Care,"1200 Newlands Rd, Revelstoke BC  V0E 2S0",Revelstoke,V0E 2S0,(250) 814-2224,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,46,N,,N,,-118.1904797,50.9773376
Linda Keats,30th Street Group Home,Residential Care,"1201 30 St NE, Salmon Arm BC  V1E 2B6",Salmon Arm,V1E 2B6,(778) 489-5661,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-119.2511272,50.708592
Lisa Robitaille,Kamloops Seniors Village,Residential Care,"1220 Hugh Allan Dr, Kamloops BC  V1S 2B3",Kamloops,V1S 2B3,(250) 571-1800,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,114,N,,N,,-120.3729788,50.6499607
Laura McKinnon,1250 Guisachan Road,Residential Care,"1250 Guisachan Road, Kelowna BC  V1T 7X5",Kelowna,V1T 7X5,(250) 763-4837,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-119.472311,49.8730249
Linda Rowley,Eagle Crescent,Residential Care,"128 Eagle Crescent, Williams Lake BC  V2G 5K2",Williams Lake,V2G 5K2,(778) 412-9903,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-122.1625031,52.1190374
Christy Baker,Summerland Seniors Village,Residential Care,"12803 Atkinson Rd, Summerland BC  V0H 1Z4",Summerland,V0H 1Z4,(250) 404-4400,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,112,N,,N,,-119.6687918,49.6000554
Sandi Lautrup,Down's Residence,Residential Care,"1304 43 Avenue, Vernon BC  V1T 8B2",Vernon,V1T 8B2,(250) 545-1837,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,N,,N,,-119.2501227,50.2743371
Cathy Hall,Pioneer Lodge,Residential Care,"133 11 Avenue South, Cranbrook BC  V1C 2P4",Cranbrook,V1C 2P4,(250) 426-2651,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,7,N,,-115.7666091,49.5087914
Michele Villeneuve-Timbury,Villeneuve House,Residential Care,"1400 Cherry Crescent E, Kelowna BC  V1Y 3Y3",Kelowna,V1Y 3Y3,(250) 764-0254,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,N,,Y,8,-119.4605542,49.8882962
Tina Quo Vadis,Noric House,Residential Care,"1400 Mission Rd, Vernon BC  V1T 9C3",Vernon,V1T 9C3,(250) 545-9167,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,85,N,,N,,-119.282595,50.251034
Leanne Power,Waddington Group Home,Residential Care,"141 Waddington Dr, Kamloops BC  V2E 1P7",Kamloops,V2E 1P7,(250) 372-2110,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-120.33799,50.6536649
Emily Bronson,Dufferin Group Home,Residential Care,"1423 Mt Dufferin Dr, Kamloops BC  V2E 1A1",Kamloops,V2E 1A1,(250) 372-2584,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-120.3843445,50.6590596
Shannon Blanleil,Three Links Manor,Residential Care,"1449 Kelglen Crescent, Kelowna BC  V1Y 8P4",Kelowna,V1Y 8P4,(250) 763-2585,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,82,N,,N,,-119.4669195,49.883268
Tammy Deausy,Williams Lake Seniors Village,Residential Care,"1455 Western Ave, Williams Lake BC  V2G 5N1",Williams Lake,V2G 5N1,(250) 305-3302,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,113,N,,N,,-122.1593926,52.1520084
Kyla Doyle,Bruce House,Residential Care,"146 Bruce Court, Penticton BC  V2A 6C4",Penticton,V2A 6C4,(250) 486-5952,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-119.5894259,49.4780038
Kristina Pidskalny,Alexis Home,Residential Care,"1561 Alexis Ave, Kamloops BC  V2B 4L1",Kamloops,V2B 4L1,(250) 376-9801,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,6,N,,-120.3833093,50.701098
Diane Alcorn,Smithson Place Home,Residential Care,"1615 Smithson Pl, Kelowna BC  V1Y 8N5",Kelowna,V1Y 8N5,(250) 860-1852,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,4,N,,-119.4624632,49.8996441
Andrea Russell,Avonlea Care Centre Ltd,Residential Care,"1658 Blondeaux Crescent, Kelowna BC  V1Y 4J7",Kelowna,V1Y 4J7,(250) 762-4378,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,N,,Y,17,-119.4617277,49.8937576
Jessica Degeorgio,ALPHA House,Residential Care,"1681 Bay Ave, Trail BC  V1R 4R7",Trail,V1R 4R7,(250) 368-9145,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,6,N,,-117.7047808,49.0939058
Matt Stubbings,Gillis House,Residential Care,"1699 Tutill Court, Merritt BC  V1K 1C6",Merritt,V1K 1C6,(250) 378-3271,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,49,N,,N,,-120.7861348,50.1075263
Kim Gordon,F.W. Green Memorial Home,Residential Care,"1700 4th Street S, Cranbrook  BC  V1C 6E1",Cranbrook ,V1C 6E1,(250) 426-3710,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,60,N,,N,,-115.7573544,49.5052761
Elaine Phipps,Axis House Williams Lake,Residential Care,"1700 Renner Rd, Williams Lake BC  V2G 3B3",Williams Lake,V2G 3B3,(250) 392-1800,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,Y,4,N,,N,,N,,-122.1000214,52.1100783
Lisa Danby,Moog and Friends Hospice House,Residential Care,"1701 Government St, Penticton BC  V2A 3G6",Penticton,V2A 3G6,(250) 492-9071,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,Y,12,N,,N,,N,,N,,-119.5717821,49.4798794
Shawn Jacklin,Joseph Creek Care Village,Residential Care,"1701 Willowbrook Dr N, Cranbrook BC  V1C 0A5",Cranbrook,V1C 0A5,(250) 489-0060,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,102,N,,N,,-115.7460108,49.5268727
Dianne Klassen,Roslin House,Residential Care,"1733 Highland Dr N, Kelowna BC  V1Y 4K9",Kelowna,V1Y 4K9,(250) 763-1953,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-119.4585279,49.8922927
David Parmenter,Willowview,Residential Care,"1808 30 St, Vernon BC  V1T 5C5",Vernon,V1T 5C5,(250) 542-4890,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,N,,N,,-119.2705047,50.2550268
Mindy Mears,Fruitvale House,Residential Care,"1889 Columbia Gardens Rd, Fruitvale BC  V0G 1L0",Fruitvale,V0G 1L0,(250) 367-2174,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-117.5437064,49.1124272
Shannon Blanleil,McGivney Manor,Residential Care,"1898 Parkview Crescent, Kelowna BC  V1X 7G6",Kelowna,V1X 7G6,(250) 868-2123,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,6,N,,N,,-119.4213894,49.8810045
Kathleen Mills,Pine Acres Home,Residential Care,"1902 Pheasant Ln, Westbank BC  V4T 2H4",Westbank,V4T 2H4,(250) 768-7676,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,Y,63,N,,N,,-119.5947911,49.8394585
Cathy Hall,Purcell Place,Residential Care,"1906 Kelowna Cres, Cranbrook BC  V1C 6E5",Cranbrook,V1C 6E5,(250) 426-7588,Inspection Reports,Community Care and Assisted Living Act,Residential Care Regulation,Interior Health,N,,N,,N,,N,,Y,5,N,,-115.7416204,49.5276644
