X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
594109.437480002641678,4800596.999999998137355,5633,2052 BRANT ST.  UNIT 7,M9 Multi-Res (Part 9),19-006280,2019-04-09T00:00:00.000Z,2019-04-25T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Issued,
601116.187520002014935,4802715.999999998137355,5634,501 TIMBER LANE,SO Other Single Detached Dwelling,16-020060,2016-09-27T00:00:00.000Z,2016-10-11T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
600062.687520002014935,4799672.499999998137355,5635,3399 LAKESHORE RD.,SO Other Single Detached Dwelling,15-015288,2015-08-10T00:00:00.000Z,2015-09-28T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,MD-065/13
599937.812480002641678,4799711.999999998137355,5636,230 LAKESIDE AVE.,SF New Single Detached Dwelling,18-007887,2018-05-03T00:00:00.000Z,2018-05-23T00:00:00.000Z,New,Single Detached Dwelling,Issued,
599937.812480002641678,4799711.999999998137355,5637,230 LAKESIDE AVE.,SO Other Single Detached Dwelling,18-004702,2018-03-20T00:00:00.000Z,2018-05-08T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
599925.750000001862645,4799723.499999998137355,5638,234 LAKESIDE AVE.,SF New Single Detached Dwelling,16-003872,2016-03-11T00:00:00.000Z,2016-04-01T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-055/15
599925.750000001862645,4799723.499999998137355,5639,234 LAKESIDE AVE.,SO Other Single Detached Dwelling,15-019870,2015-10-16T00:00:00.000Z,2015-12-21T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
599925.750000001862645,4799723.499999998137355,5640,234 LAKESIDE AVE.,SO Other Single Detached Dwelling,17-008089,2017-05-15T00:00:00.000Z,2017-05-26T00:00:00.000Z,New (No ZC Reqd),Detached Deck,Final,
595342.937480002641678,4804441.499999998137355,5641,3348 CARDIFF CRES.,SO Other Single Detached Dwelling,17-016118,2017-08-15T00:00:00.000Z,2017-08-29T00:00:00.000Z,New (No ZC Reqd),Attached Deck,Final,
596826.250000001862645,4805182.499999998137355,5642,2114 TURNBERRY RD.,SO Other Single Detached Dwelling,17-021554,2017-10-23T00:00:00.000Z,2017-11-28T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596057.687520002014935,4803114.499999998137355,5643,3268 WOODSIDE AVE.,SO Other Single Detached Dwelling,16-006317,2016-04-18T00:00:00.000Z,2016-04-29T00:00:00.000Z,New (No ZC Reqd),Attached Deck,Final,
596220.062520002014935,4803136.999999998137355,5644,2040 WINDY OAKS DR.,SO Other Single Detached Dwelling,18-017492,2018-07-27T00:00:00.000Z,2018-08-03T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596201.562520002014935,4803157.999999998137355,5645,2044 WINDY OAKS DR.,SO Other Single Detached Dwelling,16-020376,2016-09-30T00:00:00.000Z,2016-10-14T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
599870.875000001862645,4799776.999999998137355,5646,254 LAKESIDE AVE.,SO Other Single Detached Dwelling,18-017215,2018-07-24T00:00:00.000Z,2018-09-06T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Issued,
599870.875000001862645,4799776.999999998137355,5647,254 LAKESIDE AVE.,SF New Single Detached Dwelling,19-004210,2019-03-12T00:00:00.000Z,2019-04-08T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
599525.375000001862645,4799077.499999998137355,5648,234 BROOKFIELD AVE.,SO Other Single Detached Dwelling,18-016621,2018-07-20T00:00:00.000Z,2018-08-17T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
599598.187520002014935,4799160.499999998137355,5649,215 BROOKFIELD AVE.,PL Plumbing,15-022818,2015-12-03T00:00:00.000Z,2015-12-08T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
599647.750000001862645,4799140.999999998137355,5650,195 BROOKFIELD AVE.,SF New Single Detached Dwelling,17-021882,2017-10-26T00:00:00.000Z,2017-11-24T00:00:00.000Z,Infill,Single Detached Dwelling,Final,
599647.750000001862645,4799140.999999998137355,5651,195 BROOKFIELD AVE.,SO Other Single Detached Dwelling,17-021042,2017-10-16T00:00:00.000Z,2017-11-17T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
599647.750000001862645,4799140.999999998137355,5652,195 BROOKFIELD AVE.,SF New Single Detached Dwelling,17-021882,2017-12-15T00:00:00.000Z,2017-12-21T00:00:00.000Z,Infill,Single Detached Dwelling,Final,
598711.437480002641678,4800608.499999998137355,5654,652 MACLAREN DR.,SO Other Single Detached Dwelling,18-026540,2018-11-20T00:00:00.000Z,2018-11-22T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
598701.375000001862645,4800618.999999998137355,5655,654 MACLAREN DR.,SO Other Single Detached Dwelling,16-017459,2016-08-19T00:00:00.000Z,2016-09-14T00:00:00.000Z,New,Detached Garage,Final,
599493.687520002014935,4799100.499999998137355,5658,233 BROOKFIELD AVE.,PL Plumbing,19-008168,2019-05-02T00:00:00.000Z,2019-05-16T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
596924.437480002641678,4805243.499999998137355,5662,4104 MONTROSE CRES.,SO Other Single Detached Dwelling,16-005291,2016-04-05T00:00:00.000Z,2016-04-06T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596938.875000001862645,4805300.499999998137355,5664,4112 MONTROSE CRES.,SO Other Single Detached Dwelling,16-014324,2016-07-14T00:00:00.000Z,2016-07-26T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597012.687520002014935,4805216.999999998137355,5665,4146 BONAVISTA CRES.,SO Other Single Detached Dwelling,17-021861,2017-10-27T00:00:00.000Z,2017-11-03T00:00:00.000Z,New,Attached Deck,Final,
597192.375000001862645,4801677.999999998137355,5667,1122 PIONEER RD.,IP Industrial,19-008775,2019-05-14T00:00:00.000Z,,Addition,Warehouse Facility,OBC Review,
596504.687520002014935,4801094.499999998137355,5668,1167 GUELPH LINE,CP Commercial,17-013960,2017-07-20T00:00:00.000Z,2017-09-18T00:00:00.000Z,Renovation (No ZC Reqd),Funeral Home,Final,
596504.687520002014935,4801094.499999998137355,5669,1167 GUELPH LINE,CP Commercial,17-013960,2017-11-24T00:00:00.000Z,2018-02-14T00:00:00.000Z,Renovation (No ZC Reqd),Funeral Home,Final,
596504.687520002014935,4801094.499999998137355,5670,1167 GUELPH LINE,CP Commercial,17-013960,2018-03-21T00:00:00.000Z,2018-04-20T00:00:00.000Z,Renovation (No ZC Reqd),Funeral Home,Final,
596717.125000001862645,4801060.499999998137355,5671,3050 DAVIDSON CRT.,CP Commercial,16-020374,2016-09-30T00:00:00.000Z,2016-11-07T00:00:00.000Z,Renovation (No ZC Reqd),Retail Store,Final,
600697.875000001862645,4802714.499999998137355,5673,5021 PINEDALE AVE.  UNIT 4,M9 Multi-Res (Part 9),19-010057,2019-05-29T00:00:00.000Z,2019-05-31T00:00:00.000Z,Repair (No ZC Reqd),Row Townhouse,Issued,
600899.000000001862645,4802869.499999998137355,5674,544 SHERATON RD.  UNIT 55,SO Other Single Detached Dwelling,16-023291,2016-11-18T00:00:00.000Z,2016-12-02T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596894.875000001862645,4802004.999999998137355,5675,3267 MAINWAY,IP Industrial,18-026782,2018-11-23T00:00:00.000Z,2019-02-01T00:00:00.000Z,Renovation,Storage Facility,Issued,
596894.875000001862645,4802004.999999998137355,5676,3267 MAINWAY,P1 Plumbing Site Service,19-010275,2019-05-30T00:00:00.000Z,,Site Servicing - New ((No ZC Reqd),Industrial,OBC Review,
596894.875000001862645,4802004.999999998137355,5677,3267 MAINWAY,IP Industrial,19-000439,2019-01-04T00:00:00.000Z,2019-05-27T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Medium Hazard Industrial Facility,Issued,
600890.687520002014935,4802899.999999998137355,5678,540 SHERATON RD.  UNIT 60,M9 Multi-Res (Part 9),16-000779,2016-01-15T00:00:00.000Z,2016-01-29T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Issued,
597762.500000001862645,4799111.499999998137355,5681,597 CORNICK DR.,SO Other Single Detached Dwelling,18-002441,2018-02-14T00:00:00.000Z,2018-03-05T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597762.500000001862645,4799111.499999998137355,5682,597 CORNICK DR.,SO Other Single Detached Dwelling,17-023683,2017-11-27T00:00:00.000Z,2017-12-11T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Occupiable,
600073.375000001862645,4799705.499999998137355,5687,202 LAKEVIEW AVE.,PL Plumbing,17-022975,2017-11-14T00:00:00.000Z,2017-11-24T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
600054.562520002014935,4799728.499999998137355,5688,206 LAKEVIEW AVE.,SO Other Single Detached Dwelling,18-014947,2018-07-05T00:00:00.000Z,2018-07-13T00:00:00.000Z,New,Attached Deck,Final,
600094.437480002641678,4799762.999999998137355,5690,207 LAKEVIEW AVE.,SO Other Single Detached Dwelling,15-019149,2015-10-06T00:00:00.000Z,2015-10-19T00:00:00.000Z,New,Accessory Building,Final,
597002.062520002014935,4805094.999999998137355,5692,2096 TURNBERRY RD.,SO Other Single Detached Dwelling,15-021239,2015-11-09T00:00:00.000Z,,New,Attached Deck,Deficiency Letter,
597068.250000001862645,4805100.499999998137355,5693,2090 TURNBERRY RD.,SO Other Single Detached Dwelling,17-014345,2017-07-25T00:00:00.000Z,2017-08-11T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596137.687520002014935,4803155.999999998137355,5695,2049 WINDY OAKS DR.,SO Other Single Detached Dwelling,17-005395,2017-04-05T00:00:00.000Z,2017-10-24T00:00:00.000Z,New,Attached Deck,Final,
598786.625000001862645,4800767.499999998137355,5696,644 WOODVIEW RD.,PL Plumbing,18-000123,2018-01-02T00:00:00.000Z,2018-01-09T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
600034.750000001862645,4800029.999999998137355,5697,257 WALDEN DR.,SO Other Single Detached Dwelling,16-023505,2016-11-25T00:00:00.000Z,2016-12-02T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
599865.812480002641678,4800241.499999998137355,5699,333 RANKIN DR.,SO Other Single Detached Dwelling,17-005216,2017-04-05T00:00:00.000Z,2017-04-20T00:00:00.000Z,New,Attached Deck,Final,
599838.437480002641678,4800268.499999998137355,5700,334 RANKIN DR.,SO Other Single Detached Dwelling,16-007836,2016-05-09T00:00:00.000Z,2016-05-18T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
599838.437480002641678,4800268.499999998137355,5701,334 RANKIN DR.,SO Other Single Detached Dwelling,17-002743,2017-02-22T00:00:00.000Z,2017-10-30T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
595377.187520002014935,4802927.499999998137355,5704,3218 SOVEREIGN RD.,SO Other Single Detached Dwelling,15-015575,2015-08-18T00:00:00.000Z,2015-08-27T00:00:00.000Z,New,Attached Deck,Final,
595377.500000001862645,4802942.999999998137355,5705,3220 SOVEREIGN RD.,GP Institutional/Government,19-001449,2019-01-22T00:00:00.000Z,2019-01-29T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Group Home,Final,
600046.250000001862645,4800507.499999998137355,5706,340 ARDEN CRES.,SO Other Single Detached Dwelling,16-007224,2016-04-29T00:00:00.000Z,2016-05-20T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
600037.687520002014935,4800588.499999998137355,5707,356 ARDEN CRES.,SO Other Single Detached Dwelling,17-023538,2017-11-27T00:00:00.000Z,2017-12-22T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
595320.187520002014935,4803110.499999998137355,5708,3223 RENTON RD.,SO Other Single Detached Dwelling,15-018132,2015-09-23T00:00:00.000Z,2015-09-29T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597043.625000001862645,4805192.999999998137355,5709,4104 BONAVISTA CRES.,SO Other Single Detached Dwelling,18-022390,2018-09-20T00:00:00.000Z,2018-10-04T00:00:00.000Z,New,Accessory Building,Final,
597135.500000001862645,4805219.499999998137355,5710,4107 BONAVISTA CRES.,SO Other Single Detached Dwelling,16-013199,2016-06-28T00:00:00.000Z,2016-07-13T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
595046.250000001862645,4799674.499999998137355,5711,1250 BRANT ST.,CP Commercial,15-015086,2015-12-16T00:00:00.000Z,2015-12-22T00:00:00.000Z,Renovation,Day Care Facility,Final,MM-004/14
595046.250000001862645,4799674.499999998137355,5713,1250 BRANT ST.,CP Commercial,15-007787,2016-03-18T00:00:00.000Z,2016-04-15T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Commercial - Retail,Final,MM-004/14
595046.250000001862645,4799674.499999998137355,5714,1250 BRANT ST.,CP Commercial,16-010004,2016-06-02T00:00:00.000Z,2016-07-14T00:00:00.000Z,Renovation,Commercial - Retail,Final,
595046.250000001862645,4799674.499999998137355,5715,1250 BRANT ST.,CP Commercial,16-014354,2016-07-13T00:00:00.000Z,2016-07-29T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Retail,Issued,
595046.250000001862645,4799674.499999998137355,5716,1250 BRANT ST.,CP Commercial,17-005188,2017-03-29T00:00:00.000Z,2017-04-19T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Issued,
595046.250000001862645,4799674.499999998137355,5717,1250 BRANT ST.,CP Commercial,17-007804,2017-08-22T00:00:00.000Z,2017-08-25T00:00:00.000Z,Kitchen System (No ZC Reqd),Restaurant,Final,
595046.250000001862645,4799674.499999998137355,5719,1250 BRANT ST.,CP Commercial,17-007804,2017-05-11T00:00:00.000Z,2017-06-22T00:00:00.000Z,Renovation,Restaurant,Final,
595046.250000001862645,4799674.499999998137355,5720,1250 BRANT ST.,CP Commercial,17-007804,2017-06-21T00:00:00.000Z,2017-07-11T00:00:00.000Z,Kitchen System (No ZC Reqd),Restaurant,Final,
595046.250000001862645,4799674.499999998137355,5721,1250 BRANT ST.,CP Commercial,15-007787,2015-12-11T00:00:00.000Z,2016-01-25T00:00:00.000Z,Renovation,Commercial - Retail,Final,MM-004/14
597408.000000001862645,4802676.499999998137355,5722,3475 MAINWAY,IP Industrial,17-003286,2017-03-01T00:00:00.000Z,2017-07-14T00:00:00.000Z,Addition,Medium Hazard Industrial Facility,Issued,MM-010/16
597408.000000001862645,4802676.499999998137355,5723,3475 MAINWAY,IP Industrial,18-005244,2018-03-29T00:00:00.000Z,,Renovation (No ZC Reqd),Warehouse Facility,Deficiency Letter,
593610.187520002014935,4796069.499999998137355,5726,206 PLAINS RD. E,SO Other Single Detached Dwelling,17-015516,2017-08-08T00:00:00.000Z,2017-08-22T00:00:00.000Z,Repair (No ZC Reqd),Attached Deck,Issued,
599655.991640002466738,4803849.8470399994403,5727,5045 SOUTH SERVICE RD.,CP Commercial,17-004113,2017-03-17T00:00:00.000Z,2017-04-06T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
599655.991640002466738,4803849.8470399994403,5729,5045 SOUTH SERVICE RD.,CP Commercial,17-023756,2017-11-29T00:00:00.000Z,2018-01-02T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
599655.991640002466738,4803849.8470399994403,5730,5045 SOUTH SERVICE RD.,CP Commercial,18-026931,2018-11-27T00:00:00.000Z,2019-01-24T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
599988.125000001862645,4799790.999999998137355,5732,232 LAKEVIEW AVE.,SO Other Single Detached Dwelling,18-007773,2018-05-03T00:00:00.000Z,2018-05-28T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
599942.625000001862645,4799835.999999998137355,5734,246 LAKEVIEW AVE.,SO Other Single Detached Dwelling,15-011350,2015-06-19T00:00:00.000Z,2015-07-02T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
599942.625000001862645,4799835.999999998137355,5735,246 LAKEVIEW AVE.,SF New Single Detached Dwelling,15-013663,2015-07-21T00:00:00.000Z,2015-09-28T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-029/15
599910.375000001862645,4799869.499999998137355,5736,260 LAKEVIEW AVE.,SO Other Single Detached Dwelling,17-007486,2017-05-08T00:00:00.000Z,2017-05-18T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
599910.375000001862645,4799869.499999998137355,5737,260 LAKEVIEW AVE.,SO Other Single Detached Dwelling,17-023779,2017-11-29T00:00:00.000Z,2017-12-06T00:00:00.000Z,Renovation,Single Detached Dwelling,Issued,
600486.125000001862645,4802750.499999998137355,5739,613 TURNER DR.,SO Other Single Detached Dwelling,18-002230,2018-02-12T00:00:00.000Z,2018-02-27T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
600486.125000001862645,4802750.499999998137355,5740,613 TURNER DR.,SO Other Single Detached Dwelling,18-002230,2018-06-14T00:00:00.000Z,2018-07-06T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
596233.437480002641678,4804778.999999998137355,5741,2145 BERWICK DR.,PL Plumbing,17-006037,2017-04-18T00:00:00.000Z,2017-05-02T00:00:00.000Z,Internal Plumbing - New,Single Detached Dwelling,Final,
599829.937480002641678,4799797.999999998137355,5743,282 LAKEVIEW AVE.,SO Other Single Detached Dwelling,15-013089,2015-07-14T00:00:00.000Z,2015-07-24T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
599817.500000001862645,4799771.999999998137355,5744,286 LAKEVIEW AVE.,SO Other Single Detached Dwelling,15-019886,2015-10-16T00:00:00.000Z,2016-01-12T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595320.187520002014935,4803110.499999998137355,5745,3223 RENTON RD.,SO Other Single Detached Dwelling,16-013176,2016-06-28T00:00:00.000Z,2016-07-07T00:00:00.000Z,New,Attached Deck,Issued,
595329.687520002014935,4802889.499999998137355,5748,3213 SOVEREIGN RD.,SO Other Single Detached Dwelling,18-009769,2018-05-25T00:00:00.000Z,2018-06-04T00:00:00.000Z,New (No ZC Reqd),Attached Deck,Issued,
595013.750000001862645,4802276.499999998137355,5749,2136 MOUNTAIN GROVE AVE.,CP Commercial,18-001590,2018-01-30T00:00:00.000Z,2018-03-19T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
596396.062520002014935,4804798.499999998137355,5750,4139 ARBOURFIELD DR.,SO Other Single Detached Dwelling,17-022689,2017-11-10T00:00:00.000Z,2017-11-20T00:00:00.000Z,New,Attached Deck,Issued,
598020.687520002014935,4798569.999999998137355,5752,2269 NEW ST.,CP Commercial,19-008969,2019-05-15T00:00:00.000Z,,Renovation (No ZC Reqd),Motion Picture Theatre,Deficiency Letter,
597963.312480002641678,4798694.499999998137355,5753,2285 NEW ST.,GP Institutional/Government,17-007947,2017-05-11T00:00:00.000Z,2017-06-21T00:00:00.000Z,Renovation (No ZC Reqd),Institutional/Government Facility,Issued,
597827.187520002014935,4798755.499999998137355,5755,519 DRURY LANE,GP Institutional/Government,17-011949,2017-06-26T00:00:00.000Z,2017-08-08T00:00:00.000Z,Renovation (No ZC Reqd),Arena/Pool/Recreation Facility,Final,
597827.187520002014935,4798755.499999998137355,5756,519 DRURY LANE,GP Institutional/Government,16-019134,2016-09-13T00:00:00.000Z,2017-02-03T00:00:00.000Z,Renovation (No ZC Reqd),Arena/Pool/Recreation Facility,Final,
597827.187520002014935,4798755.499999998137355,5757,519 DRURY LANE,GP Institutional/Government,16-015797,2016-07-29T00:00:00.000Z,2016-08-22T00:00:00.000Z,Renovation (No ZC Reqd),Institutional/Government Facility,Final,
595046.250000001862645,4799674.499999998137355,5758,1250 BRANT ST.,CP Commercial,16-019043,2016-09-13T00:00:00.000Z,2016-10-12T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Issued,
595046.250000001862645,4799674.499999998137355,5759,1250 BRANT ST.,CP Commercial,17-012324,2017-06-29T00:00:00.000Z,2017-07-26T00:00:00.000Z,Renovation,Restaurant,Final,
595046.250000001862645,4799674.499999998137355,5761,1250 BRANT ST.,CP Commercial,15-015086,2015-08-10T00:00:00.000Z,2015-11-18T00:00:00.000Z,Renovation,Day Care Facility,Final,MM-004/14
595046.250000001862645,4799674.499999998137355,5764,1250 BRANT ST.,CP Commercial,18-023173,2018-09-27T00:00:00.000Z,2018-10-12T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Retail,Issued,
594264.437480002641678,4800496.499999998137355,5766,1455 TYANDAGA PARK DR.,IP Industrial,17-005223,2017-04-05T00:00:00.000Z,2017-04-27T00:00:00.000Z,Repair (No ZC Reqd),Storage Garage,Final,
594310.187520002014935,4800414.499999998137355,5767,1450 TYANDAGA PARK DR.,M3 Multi-Res (Part 3),16-012297,2016-06-17T00:00:00.000Z,2016-07-19T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Final,
594368.687520002014935,4800375.999999998137355,5768,1460 TYANDAGA PARK DR.,M3 Multi-Res (Part 3),16-012298,2016-06-17T00:00:00.000Z,2016-07-19T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Final,
596049.875000001862645,4798151.499999998137355,5769,1216 STEPHENSON DR.,SO Other Single Detached Dwelling,18-007510,2018-05-01T00:00:00.000Z,2018-05-04T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
