"PermitID","PermitClass","TypeConst","UseCategory","IntendUse","ApplDate","IssDate","PermitNo","Address","legaldesc","GrossAreaSqFt","EstValue","DwellingUnitsCreated","DwellingUnitsDemolished","parcelno","Longitude","Latitude"
"5963","Demolition","","Residential","Apartment","2013-03-11","2013-03-15","D13-004","179 BURGAR ST","PLAN 25 LOT 118 NP573","3098","10000","0","5","20598","-79.2438","42.9879"
"5990","Occupancy","","Residential","Single Detached Dwelling","2012-10-15","2013-03-16","O13-026","6 CARDINAL CRES","PLAN 59M359 LOT 44","0","0","0","0","25827","-79.2788","42.9854"
"5978","Occupancy","","Residential","Semi-Detached Dwelling","2012-03-02","2013-03-19","O13-024","50 SHIPVIEW CRT","PLAN 59M378 LOT 3","0","0","0","0","28775","-79.2215","42.9855"
"5967","Building","Addition","Residential","Single Detached Dwelling","2013-03-13","2013-03-20","B13-051","269 FIRST AVE","PT TWP LOT 242 RP 59R9176 PART 1","474","4000","0","0","16605","-79.2604","43.0067"
"5970","Building","New","Residential","Single Detached Dwelling","2013-03-13","2013-03-20","B13-053","130 CREEKSIDE DR","PLAN 59M380 LOT 11","2300","270000","1","0","29274","-79.2776","42.9846"
"5977","Building","Alteration","Residential","Semi-Detached Dwelling","2013-03-15","2013-03-20","B13-059","340 GATFIELD AVE","CON 6 PT LOT 23 RP 59R666 PART 45 PART 10","0","24500","0","0","19938","-79.2385","42.9778"
"5957","Building","Alteration","Institutional","Police Station","2013-03-07","2013-03-22","B13-045","5 LINCOLN ST","CON 6 PT LOT 29 PT 1 RP 59R627 PTS 1 & 2 RP 59R8315 PT RD ALLOW BTWN 28 & 29","0","560000","0","0","7197","-79.2670","42.9829"
"5974","Building","New","Residential","Single Detached Dwelling","2013-03-15","2013-03-22","B13-056","439 CLASSIC AVE","PLAN 59M360 LOT 68","1227","166000","1","0","27104","-79.2317","42.9772"
"5975","Building","New","Residential","Single Detached Dwelling","2013-03-15","2013-03-22","B13-057","447 CLASSIC AVE","PLAN 59M360 LOT 67","1196","162000","1","0","27176","-79.2316","42.9773"
"5976","Building","New","Residential","Single Detached Dwelling","2013-03-15","2013-03-22","B13-058","382 CLASSIC AVE","PLAN 59M360 LOT 25","1610","218000","1","0","27119","-79.2316","42.9764"
"5980","Building","New","Residential","Single Detached Dwelling","2013-03-20","2013-03-22","B13-061","28 MICHAEL DR","PLAN 59M361 LOT 17","1230","250000","1","0","27780","-79.2838","43.0118"
"5913","Sign","New","Commercial","Retail Plaza","2013-01-24","2013-03-22","S13-003","325 THOROLD RD","PT TWP LOT 252 RP 59R4288 PARTS 1 AND 2 RP 59R4522 PARTS 1-5","760","40000","0","0","13823","-79.2714","43.0029"
"5972","Sign","New","Commercial","Retail Plaza","2013-03-14","2013-03-22","S13-007","300 LINCOLN ST","PLAN 566 LOTS 56 TO 61 PT LOTS 54 55 62 TO 67 PT QUEEN ST PLAN 564 PT BLK HH AND RP 59R825 PARTS 1 4 AND 6","79","8000","0","0","20549","-79.2389","42.9851"
"5968","Building","New","Residential","Single Detached Dwelling","2013-03-13","2013-03-25","B13-052","154 FOREST RIDGE CRT","PLAN 59M385 LOT 13","2696","275000","1","0","29364","-79.2866","42.9984"
"5983","Building","New","Residential","Single Detached Dwelling","2013-03-21","2013-03-25","B13-064","176 TIMBERVIEW CRES","PLAN 59M374 LOT 79","2241","318000","1","0","28499","-79.2841","42.9846"
"5985","Occupancy","","Residential","Single Detached Dwelling","2012-10-15","2013-03-25","O13-025","90 CLARE AVE","PLAN 59M359 LOT 5","0","0","0","0","25787","-79.2799","42.9869"
"5982","Building","New","Accessory","Detached Garage","2013-03-21","2013-03-26","B13-063","39 ST GEORGE ST","PLAN 20 LOT 12 LOT 13 NP942","576","15000","0","0","416","-79.2611","42.9738"
"5984","Building","New","Accessory","Detached Garage","2013-03-21","2013-03-26","B13-065","78 BEVERLY CRES","PLAN 41 LOT 22 NP675","384","10000","0","0","16499","-79.2647","43.0074"
"5916","Building","New","Residential","Semi-Detached Dwelling","2013-02-06","2013-03-27","B13-026","55 SHIPVIEW CRT","PLAN 59M378 LOT 9","2542","360000","2","0","28762","-79.2223","42.9853"
"5955","Building","Alteration","Institutional","Retirement Facility","2013-03-06","2013-03-28","B13-044","110 FIRST ST","CROWLAND CON 6 PT LOT 24 PLAN 564 PT BLK U PT R ALLOW RP 59R11756 PART 1 RP 59R11803 PART 1","6500","200000","0","0","3880","-79.2452","42.9840"
"5989","Building","New","Residential","Single Detached Dwelling","2013-03-25","2013-03-28","B13-069","355 CREEKSIDE DR","PLAN 59M374 LOT 38","1690","278000","1","0","28584","-79.2806","42.9850"
"5997","Building","Addition","Accessory","Detached Garage","2013-03-27","2013-03-28","B13-072","36 HARRISON AVE","PLAN 87 LOT 109 NP635","36","500","0","0","5293","-79.2271","42.9827"
"5994","Building","New","Accessory","Detached Garage","2012-09-05","2013-04-02","B13-070","32 GLENWOOD PKY","PLAN 54 PT LOT 8 PT LOT 9 PT LOT 10 NP813","1040","20000","0","0","5585","-79.2459","42.9437"
"5993","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-03-26","2013-04-02","P13-010","227 GROSS AVE","PLAN 19 LOT 2551 LOT 2552 PLAN M3 LOT 19","0","1000","0","0","731","-79.2699","42.9715"
"5986","Building","Alteration","Residential","Apartment","2013-03-21","2013-04-03","B13-066","90 WOODLAWN RD","PT TWP LOT 232","0","8000","0","0","18308","-79.2551","43.0134"
"5998","Building","New","Residential","Single Detached Dwelling","2013-03-27","2013-04-03","B13-073","260 CARDINAL CRES","PLAN 59M359 LOT 48","2400","312000","1","0","25831","-79.2784","42.9858"
"6003","Building","Alteration","Commercial","Retail Plaza","2013-03-28","2013-04-03","B13-076","440 NIAGARA ST","PLAN 44 NKA 592 LOTS 4 10 TO 17 PT LOTS 2 3 5 TO 9 PLAN 66 NKA 614 PT LOTS 4 TO 6 PT CONNAUGHT AVE AND RP 59R12180 PARTS 2 TO 4","0","8000","0","0","15226","-79.2512","43.0035"
"6000","Occupancy","","Residential","Single Detached Dwelling","2012-08-24","2013-04-03","O13-027","122 FOREST RIDGE CRT","PLAN 59M385 LOT 10","0","0","0","0","29349","-79.2867","42.9990"
"5956","Pool","New","Accessory","","2013-03-07","2013-04-04","W13-002","71 JEFFERSON CRT E","PLAN 59M213 LOT 50","392","30000","0","0","2168","-79.2426","43.0191"
"5969","Pool","New","Accessory","","2013-03-13","2013-04-04","W13-003","36 GREEN POINTE DR","PLAN 59M277 LOT 58","450","7000","0","0","16197","-79.2561","43.0059"
"6008","Building","Alteration","Residential","Single Detached Dwelling","2013-04-02","2013-04-05","B13-081","43 COLONIAL ST","PLAN NS19 LOT 48","280","2000","0","0","15649","-79.2592","43.0112"
"5981","Building","New","Residential","Single Detached Dwelling","2013-03-20","2013-04-08","B13-062","282 WRIGHT ST","PLAN 963 LOT 134","992","145000","1","0","29584","-79.2393","42.9717"
"6002","Building","New","Residential","Single Detached Dwelling","2013-03-28","2013-04-08","B13-075","1033 ONTARIO RD","CON 6 PT LOT 22","1115","145000","1","0","8075","-79.2340","42.9750"
"6004","Building","New","Residential","Single Detached Dwelling","2013-03-28","2013-04-08","B13-077","6 SILVERWOOD AVE","PLAN 59M392 LOT 1","1259","163000","1","0","29635","-79.2810","42.9854"
"6011","Building","Addition","Residential","Single Detached Dwelling","2013-04-03","2013-04-09","B13-084","56 HILLSDALE RD","PLAN 59M299 LOT 58","232","1500","0","0","12418","-79.2720","42.9871"
"6016","Building","New","Accessory","Detached Garage","2013-04-05","2013-04-09","B13-087","56 WILTON AVE","PLAN 49 LOT 39 PT LOT 40","476","21500","0","0","11834","-79.2601","42.9876"
"6022","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-04-08","2013-04-09","P13-011","373 GATFIELD AVE","PLAN 54 LOT 405 NP973","0","1500","0","0","7886","-79.2375","42.9773"
"5987","Building","Alteration","Residential","Apartment","2013-03-22","2013-04-10","B13-067","98 WOODLAWN RD","PT TWP LOT 232","0","8000","0","0","18309","-79.2555","43.0134"
"6009","Building","New","Residential","Semi-Detached Dwelling","2013-04-03","2013-04-10","B13-082","597 FIRST AVE","PLAN 59M387 LOT 3","7596","540000","2","0","29407","-79.2605","43.0190"
"6010","Building","New","Residential","Semi-Detached Dwelling","2013-04-03","2013-04-10","B13-083","601 FIRST AVE","PLAN 59M387 LOT 2","7596","540000","2","0","29406","-79.2605","43.0192"
"6018","Building","New","Accessory","Detached Garage","2013-04-05","2013-04-10","B13-088","569 DEERE ST","PLAN 13 LOT 215 NP936","384","17000","0","0","3016","-79.2397","42.9685"
"6026","Building","Alteration","Residential","Single Detached Dwelling","2013-04-10","2013-04-10","B13-092","307 KILGOUR AVE","PLAN 14 LOT 2189 LOT 2190 NP984","0","8700","0","0","293","-79.2676","42.9696"
"6014","Demolition","","Residential","Single Detached Dwelling","2013-04-04","2013-04-10","D13-006","1033 ONTARIO RD","CON 6 PT LOT 22","1000","5000","0","1","8075","-79.2340","42.9750"
"6017","Designated Structure","Alteration","Residential","Single Detached Dwelling","2013-04-05","2013-04-10","G13-001","105 DRAPER'S ST","PT TWP LOTS 256 257 AND PLAN 59M299 BLK 40 AND RP 59R12520 PARTS 13 AND 14 RP 59R12783 PARTS 1 AND 2 UNREG","750","34000","0","0","21925","0.0000","0.0000"
"6025","Occupancy","","Residential","Single Detached Dwelling","2012-07-04","2013-04-10","O13-029","115 TURNBERRY TRL","PLAN 59M389 LOT 55","0","0","0","0","29543","-79.2145","43.0234"
"5964","Building","Alteration","Institutional","School","2013-03-12","2013-04-12","B13-048","164 FITCH ST","PT TWP LOT 250","1878","150000","0","0","14098","-79.2634","42.9957"
"5965","Building","Alteration","Institutional","School","2013-03-12","2013-04-12","B13-049","330 SCHOLFIELD AVE","PLAN 40 LOT 82 TO LOT 121 LOT 284 TO LOT 323","2223","150000","0","0","9657","-79.2322","42.9851"
"5966","Building","Alteration","Institutional","School","2013-03-12","2013-04-12","B13-050","358 NIAGARA ST","LOTS 92 TO 95 PLAN 582 PT LOT 91 PLAN 582 PT LOT 88 PLAN 549-550 PT LOT 103","2381","150000","0","0","15237","-79.2513","43.0005"
"6028","Occupancy","","Residential","Single Detached Dwelling","2012-10-17","2013-04-12","O13-030","177 CREEKSIDE DR","PLAN 59M374 LOT 23","0","0","0","0","28571","-79.2784","42.9841"
"6029","Occupancy","","Residential","Single Detached Dwelling","2012-08-14","2013-04-12","O13-031","129 TIMBERVIEW CRES","PLAN 59M374 LOT 48","0","0","0","0","0","0.0000","0.0000"
"6031","Occupancy","","Residential","Single Detached Dwelling","2012-07-04","2013-04-12","O13-032","315 CREEKSIDE DR","PLAN 59M374 LOT 34","0","0","0","0","28586","-79.2806","42.9844"
"6015","Building","Addition","Residential","Single Detached Dwelling","2013-04-04","2013-04-15","B13-086","161 FOREST RIDGE CRT","PLAN 59M385 LOT 16","112","6000","0","0","29367","-79.2874","42.9983"
"6032","Building","Addition","Residential","Single Detached Dwelling","2013-04-12","2013-04-15","B13-098","54 ERIN CRES","PLAN M23 LOT 32","190","12000","0","0","13044","-79.2821","42.9997"
"5991","Pool","New","Accessory","","2013-03-25","2013-04-15","W13-004","167 ABBEY RD","PLAN 59M277 LOT 21","392","28000","0","0","15707","-79.2561","43.0122"
"5999","Pool","New","Accessory","","2013-03-28","2013-04-15","W13-005","24 WOODRUSH AVE","PLAN M69 LOT 185","390","8000","0","0","17797","-79.2754","43.0161"
"6021","Pool","New","Accessory","","2013-04-03","2013-04-15","W13-006","56 HILLSDALE RD","PLAN 59M299 LOT 58","0","1500","0","0","12418","-79.2720","42.9871"
"6001","Building","Alteration","Residential","Single Detached Dwelling","2013-03-28","2013-04-16","B13-074","895 SCHISLER RD","CON 4 PT LOT 11","486","4000","0","0","4541","-79.1790","43.0026"
"6020","Building","Alteration","Residential","Single Detached Dwelling","2013-04-05","2013-04-17","B13-089","263 HILLSDALE RD","PLAN 59M299 LOT 29","995","50000","0","0","12446","-79.2742","42.9861"
"6033","Building","Addition","Residential","Single Detached Dwelling","2013-04-12","2013-04-17","B13-099","561 DEERE ST","PLAN 13 LOT 213 LOT 214 NP936","0","10000","0","0","3017","-79.2397","42.9687"
"6039","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-04-17","2013-04-17","P13-013","38 BEATRICE ST","PLAN 8 LOT 20 NP931","0","2500","0","0","3335","-79.2457","42.9740"
"6012","Building","New","Residential","Single Detached Dwelling","2013-04-03","2013-04-18","B13-085","110 WALLACE AVE","PLAN 960 PART LOTS 583 AND 584 RP 59R13627 PART 12","1130","130000","1","0","28218","-79.2339","42.9912"
"6040","Building","Alteration","Residential","Single Detached Dwelling","2013-04-18","2013-04-18","B13-102","377 SIMPSON AVE","PLAN 54 LOT 339 NP973","0","4800","0","0","5281","-79.2374","42.9788"
"5995","Building","New","Residential","Single Detached Dwelling","2013-03-26","2013-04-19","B13-071","112 WALLACE AVE","PLAN 960 PT LOTS 582 AND 583 RP 59R13627 PART 11","1350","180000","1","0","28217","-79.2339","42.9912"
"5992","Plumbing","Alteration","Residential","Semi-Detached Dwelling","2013-03-25","2013-04-19","P13-009","97 FIRST ST","PLAN 26 PT BLK B NP574","0","1500","0","0","7541","-79.2475","42.9827"
"5874","Building","Addition","Commercial","Office","2012-12-20","2013-04-22","B13-006","217 DENISTOUN ST","PLAN 1649 PT BLK N NP564 RP 59R5508 PART 1","495","50000","0","0","11641","-79.2571","42.9850"
"6048","Occupancy","","Residential","Street Townhouse","2012-05-02","2013-04-22","O13-033","66 FALCON DR","PLAN 59M359 BLK 71","0","0","0","0","25850","-79.2771","42.9862"
"6030","Building","New","Residential","Single Detached Dwelling","2013-04-11","2013-04-23","B13-094","215 OLD COURSE TRL","PLAN 59M389 LOT 2","1679","300000","1","0","29468","-79.2198","43.0238"
"6049","Building","Addition","Residential","Single Detached Dwelling","2013-04-19","2013-04-23","B13-107","32 MEMORIAL PARK DR","PLAN 635 LOT 8","210","7000","0","0","8343","-79.2261","42.9829"
"6054","Building","Alteration","Residential","Single Detached Dwelling","2013-04-22","2013-04-23","B13-111","29 MCCOLL DR","PLAN 92 LOT 251 NP640","0","4000","0","0","16774","-79.2674","43.0103"
"6057","Building","Alteration","Residential","Single Detached Dwelling","2013-04-23","2013-04-23","B13-114","48 AFTON AVE","PLAN 30 LOT 585 LOT 586 NP951","0","4000","0","0","8464","-79.2353","42.9819"
"6034","Pool","New","Accessory","","2013-04-12","2013-04-23","W13-007","155 LEA CRES","PLAN 59M246 LOT 50","450","2600","0","0","19361","-79.2879","42.9999"
"6038","Pool","New","Accessory","","2013-04-16","2013-04-24","W13-009","11 BIRCHMOUNT AVE","PLAN 71 LOT 16 NKA PLAN 619","448","25900","0","0","14207","-79.2623","43.0008"
"6042","Building","New","Residential","Single Detached Dwelling","2013-04-18","2013-04-25","B13-103","24 GAISER RD","PLAN 59M380 LOT 33","1370","180000","1","0","29259","-79.2754","42.9849"
"6046","Building","New","Residential","Single Detached Dwelling","2013-04-18","2013-04-25","B13-106","12 SILVERWOOD AVE","PLAN 59M392 LOT 2","1365","250000","1","0","29602","-79.2810","42.9855"
"6058","Building","Alteration","Residential","Single Detached Dwelling","2013-04-23","2013-04-25","B13-115","65 SUMMIT AVE","PLAN 624 LOT 4","100","2500","0","0","14191","-79.2629","42.9990"
"6037","Building","New","Residential","Single Detached Dwelling","2013-04-15","2013-04-26","B13-100","365 EMPRESS AVE","PART LOT 21 CON 6 RP 59R14666 PARTS 1 TO 4","1331","195000","1","0","8062","-79.2305","42.9750"
"6072","Occupancy","","Residential","Single Detached Dwelling","2012-10-02","2013-04-26","O13-034","82 CLARE AVE","PLAN 59M359 LOT 6","0","0","0","0","25788","-79.2799","42.9868"
"6078","Pool","New","Accessory","","2013-04-15","2013-04-26","W13-008","161 FOREST RIDGE CRT","PLAN 59M385 LOT 16","612","33000","0","0","29367","-79.2874","42.9983"
"6036","Building","New","Residential","Single Detached Dwelling","2013-04-15","2013-04-30","B13-101","375 EMPRESS AVE","PART LOT 21 CON 6 RP 59R14666 PARTS 5 TO 8","1375","196000","1","0","29723","-79.2305","42.9750"
"6043","Building","New","Residential","Single Detached Dwelling","2013-04-19","2013-04-30","B13-104","109 SILVERWOOD AVE","PLAN 59M392 LOT 15","2100","285000","1","0","29616","-79.2816","42.9868"
"6055","Building","New","Residential","Single Detached Dwelling","2013-04-19","2013-04-30","B13-112","101 SILVERWOOD AVE","PLAN 59M392 LOT 16","2131","285000","1","0","29614","-79.2816","42.9867"
"6076","Building","New","Residential","Single Detached Dwelling","2013-04-25","2013-04-30","B13-123","36 CARDINAL CRES","PLAN 59M359 LOT 41","2087","271400","1","0","25824","-79.2788","42.9858"
"6073","Designated Structure","Alteration","Residential","Street Townhouse","2013-04-25","2013-04-30","G13-002","213 LINCOLN ST","PLAN 26 PT BLK A NP574","602","42000","0","0","7577","-79.2485","42.9837"
"6081","Occupancy","","Residential","Single Detached Dwelling","2012-07-09","2013-04-30","O13-035","44 CARDINAL CRES","PLAN 59M359 LOT 40","0","0","0","0","25823","-79.2788","42.9859"
"6041","Pool","New","Accessory","","2013-04-17","2013-04-30","W13-010","28 VANJO DR","PLAN 59M165 LOT 43","512","36000","0","0","17228","-79.2819","43.0081"
"6047","Pool","New","Accessory","","2013-04-18","2013-04-30","W13-011","111 MELISSA CRES","PLAN M79 LOT 36","450","3200","0","0","6237","-79.2460","43.0117"
"6083","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-05-01","2013-05-01","P13-014","37 SPRINGHEAD GDNS","PLAN 81 LOT 69 NP629","0","1400","0","0","12117","-79.2691","42.9904"
"6061","Pool","New","Accessory","","2013-04-23","2013-05-01","W13-013","36 GREEN MEADOW CRES","PLAN 59M127 LOT 7","346","3000","0","0","12567","-79.2723","42.9919"
"6044","Building","Alteration","Commercial","Retail","2013-04-19","2013-05-03","B13-105","545 NIAGARA ST","PLAN 665 LOTS 18 TO 20 PLAN 668 LOT 118 PLAN 665 PT LOTS 122 TO 127 RP 59R6715 PARS 1 TO 3","1997","50000","0","0","16077","-79.2533","43.0057"
"6056","Building","New","Residential","Semi-Detached Dwelling","2013-04-22","2013-05-03","B13-113","593 FIRST AVE","PLAN 59M387 LOT 4","3798","498500","2","0","29408","-79.2605","43.0188"
"6082","Building","Addition","Residential","Single Detached Dwelling","2013-04-30","2013-05-03","B13-126","64 WALTS ST","PLAN M47 LOT 40","96","2000","0","0","13010","-79.2839","42.9986"
"6088","Building","Alteration","Residential","Single Detached Dwelling","2013-05-02","2013-05-03","B13-129","280 KINGSWAY","PLAN 54 PT LOT 60","0","18500","0","0","4827","-79.2433","42.9338"
"6086","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-05-01","2013-05-03","P13-015","45 DUNCAN ST","PLAN 38 PT LOT 25 PT LOT 26 NP586","0","500","0","0","9481","-79.2385","42.9918"
"6093","Plumbing","Alteration","Residential","Single Detached Dwelling","2013-05-03","2013-05-03","P13-017","171 FIRST AVE","PLAN 666 LOT 26","0","500","0","0","6068","-79.2602","43.0025"
