OBJECTID,PERMITNUMBER,DESCRIPTION,APPLIEDDATE,ISSUEDDATE,COMPLETEDDATE,STATUSCURRENT,ORIGINALADDRESS1,ORIGINALADDRESS2,ORIGINALCITY,ORIGINALSTATE,ORIGINALZIP,PERMITCLASS,WORKCLASS
4371,16-101835-00-R9,Alterations to the interior of the single family dwelling to add new drywall and flooring to the existing finished basement.,2016-01-26T00:00:00.000Z,2016-02-09T00:00:00.000Z,,Issued,42 LOWER HORNING,NULL,HAMILTON,ON,L8S 3G2,Single Family Dwelling,Alteration
4369,16-106919-00-R9,Alterations to the interior of the single family dwelling to finish the basement.,2016-03-17T00:00:00.000Z,2016-04-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,Closed,190 JOSHUA,NULL,ANCASTER,ON,NULL,Single Family Dwelling,Alteration
4370,16-106497-00-R9,"Interior alterations to the basement, first and second storey of the single family dwelling.",2016-03-11T00:00:00.000Z,2016-03-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,Closed,23 GOLFVIEW,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,Alteration
4372,16-100782-00-R9,Alterations to the interior of the single family dwelling to finish 100.3 m2 of the basement. Alterations to the interior of the single family dwelling to remove a load bearing wall on the main floor. ,2016-01-12T00:00:00.000Z,2016-01-26T00:00:00.000Z,,Issued,210 RIFLE RANGE,NULL,HAMILTON,ON,L8S 3B9,Single Family Dwelling,Alteration
4373,16-107807-00-R9,Alterations to the interior of the single family dwelling to finish 163m2 of the basement.,2016-03-24T00:00:00.000Z,2016-04-21T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,75 CREANONA,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
4374,16-100528-00-R9,"Alterations to replace the two front windows of the single family dwelling with bay windows having a 0.3 m projection. OBC drawings not submitted; field examination required.",2016-01-08T00:00:00.000Z,2016-01-15T00:00:00.000Z,2016-02-09T00:00:00.000Z,Closed,712 YORK,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,Alteration
4375,16-107852-00-R9,Alteration to waterproof and replace the weeping tile along 68 linear feet of the block foundation at the front and left side of the existing single family dwelling.,2016-03-29T00:00:00.000Z,2016-04-05T00:00:00.000Z,2016-05-20T00:00:00.000Z,Closed,193 EAST 22ND,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4376,15-129830-00-R9,To install a “CS6P-255” solar collector with a face area of 51.2m2 on the roof of the single family dwelling.,2015-12-18T00:00:00.000Z,2016-01-11T00:00:00.000Z,2016-02-11T00:00:00.000Z,Closed,110 PEARSON,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4377,16-100233-00-R9,"Alterations to the exterior to replace the siding, windows and doors of the single family dwelling. Alterations to the interior of the first floor of the single family dwelling.",2016-01-06T00:00:00.000Z,2016-01-15T00:00:00.000Z,2016-12-08T00:00:00.000Z,Closed,88 DELMAR,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4378,15-129999-00-R9,"To install a ""CS6P-250"" solar collector with a face area of 51.2m2 on the roof of an existing single family dwelling. ",2015-12-18T00:00:00.000Z,2016-01-07T00:00:00.000Z,2016-03-16T00:00:00.000Z,Closed,55 BRIDGETTE,NULL,HAMILTON,NULL,NULL,Single Family Dwelling,Alteration
4379,15-127338-00-R9,To construct a 47.93m2 roof over existing patio in rear yard of single family dwelling.,2015-11-17T00:00:00.000Z,2016-03-14T00:00:00.000Z,2016-05-12T00:00:00.000Z,Closed,3 PIONEER,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Alteration
4380,15-129312-00-R9,"To install a ""KW"" solar collector with a face area of 51m2 on the roof of an existing single family dwelling.",2015-12-10T00:00:00.000Z,2016-10-04T00:00:00.000Z,2017-01-25T00:00:00.000Z,Closed,56 GLENAYR,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4381,15-130171-00-R9,"To install a ""CS6P-250"" solar collector with a face area of 51.2m2 on the roof of an existing single family dwelling. ",2015-11-18T00:00:00.000Z,2016-01-19T00:00:00.000Z,2016-06-20T00:00:00.000Z,Closed,50 QUAKER,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4382,15-129268-00-R9,Alterations to the interior of the single family dwelling to finish 120.77 m2 of the basement.,2015-12-10T00:00:00.000Z,2016-01-11T00:00:00.000Z,2016-01-19T00:00:00.000Z,Closed,42 ATTRIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Alteration
4383,16-101184-00-R9,Alteration to the interior of the single family dwelling to install 100 linear feet of internal de-watering and drainage system.,2016-01-14T00:00:00.000Z,2016-01-27T00:00:00.000Z,2016-02-05T00:00:00.000Z,Closed,56 NEW,NULL,HAMILTON,ON,L8P 4J4,Single Family Dwelling,Alteration
4384,16-108809-00-R9,change of use to convert an existing single family dwelling to a to family dwelling.,2016-04-08T00:00:00.000Z,2016-04-26T00:00:00.000Z,2016-06-08T00:00:00.000Z,Closed,13 MARCEL,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4385,12-124279-00-R9,Alterations to the exterior of the single family dwelling to install roof mounted solar panels.,2012-11-29T00:00:00.000Z,2016-02-12T00:00:00.000Z,2016-05-10T00:00:00.000Z,Closed,59 WEST 1ST,NULL,HAMILTON,ON,L9C 3C2,Single Family Dwelling,Alteration
4389,15-118423-00-R9,Alterations to the interior and exterior of the single family dwelling. To construct a 3.5 m2 deck in the front yard of the single family dwelling. To construct a 26.75 m2 deck in the rear yard of the single family dwelling.,2015-07-23T00:00:00.000Z,2016-06-24T00:00:00.000Z,,Issued,3 NICOL,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Alteration
4386,15-119055-00-R9,"To construct a 1-storey, 47m2 addition on the second floor of the single family dwelling.",2015-08-18T00:00:00.000Z,2016-12-13T00:00:00.000Z,,Issued,68 LAKEVIEW,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
4387,15-117925-00-R9,"Alterations to the interior of the single family dwelling to finish 54m2 of the basement, main floor bathroom and re-built front porch. This building has been approved for use as a single family dwelling only.",2015-08-04T00:00:00.000Z,2016-01-05T00:00:00.000Z,,Issued,148 PARK ROW N,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4388,15-113689-00-R9,Alteration to the interior of the single family dwelling to finish 74m2 of the basement.,2015-06-12T00:00:00.000Z,2016-01-28T00:00:00.000Z,2016-05-04T00:00:00.000Z,Closed,61 HILLSIDE,NULL,DUNDAS,ON,L9H 1K1,Single Family Dwelling,Alteration
4390,15-129161-00-R9,"To install a ""CS6P"" solar collector with a face area of 7.5 m2 on the roof of an existing single family dwelling.",2015-12-03T00:00:00.000Z,2016-01-04T00:00:00.000Z,2016-06-14T00:00:00.000Z,Closed,59 SUNDOWN,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4391,15-122919-00-R9,Alterations to the interior of the single dwelling to replace plumbing in kitchen and drywall on main floor.,2015-09-29T00:00:00.000Z,2016-01-20T00:00:00.000Z,,Issued,168 EAST 23RD,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4392,15-129568-00-R9,To install a vertical open-loop ground-source geothermal system to serve the single family dwelling. ,2015-12-07T00:00:00.000Z,2016-01-14T00:00:00.000Z,2016-10-31T00:00:00.000Z,Closed,977 8TH CON W,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Alteration
4393,15-110709-01-R9,BUILDING PERMIT REVISED to include a 7.20 m2 dormer addition to the 3rd storey of the single family dwelling. Alterations to the interior of the single family dwelling to the storage room and the ground floor kitchen.,2015-08-20T00:00:00.000Z,2016-05-02T00:00:00.000Z,2016-05-02T00:00:00.000Z,Closed,126 HESS S,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4394,16-100160-00-R9,"Alterations to the basement of the single family dwelling to add a bathroom, utility room and laundry and remove a load-bearing wall. Alterations to the main floor of the single family dwelling to add a kitchen and powder room and reconstruct a load-bearing wall. Alterations to the second floor of the single family dwelling to create a new bedroom.",2015-12-24T00:00:00.000Z,2016-01-22T00:00:00.000Z,,Issued,252 BEACH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4395,15-126649-00-R9,Alterations to the interior of the single family dwelling to underpin the rubble foundation. Alterations to the interior of the single family dwelling to rough in a bathroom in the basement.,2015-11-09T00:00:00.000Z,2016-02-11T00:00:00.000Z,,Issued,178 WALNUT S,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4396,15-126646-00-R9,"Alterations to the interior of the single family dwelling to raise kitchen floor, recreate fire separation in kitchen, enlarge opening between living room and kitchen, install a new bathroom on the second floor, renovate the existing bathroom on the second floor, and relocate laundry room to second floor.",2015-11-09T00:00:00.000Z,2016-01-15T00:00:00.000Z,,Issued,35 PARK E,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,Alteration
4397,16-100116-00-R9,Alterations to the interior of the single family dwelling to relocate plumbing to a new bathroom and construct a closets within the bedrooms.,2015-12-24T00:00:00.000Z,2016-01-14T00:00:00.000Z,2016-04-05T00:00:00.000Z,Closed,17 FLORENCE,NULL,HAMILTON,ON,L8R 1W3,Single Family Dwelling,Alteration
4398,16-100242-00-R9,"To install a ""P.V"" solar collector with a face area of 90m2 on the roof of the single family dwelling.",2016-01-05T00:00:00.000Z,2016-02-03T00:00:00.000Z,2016-07-22T00:00:00.000Z,Closed,19 VERONA,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4399,15-127617-00-R9,"Alterations to the interior of the single family dwelling to renovate, underpin, and perform structural alterations. To construct a partially roofed over, unenclosed deck in the side and rear yard.",2015-11-19T00:00:00.000Z,2016-02-10T00:00:00.000Z,,Issued,225 RAY N,NULL,HAMILTON,ON,L8R 2Y3,Single Family Dwelling,Alteration
4401,16-112832-00-R9,Alterations to the single family dwelling to convert the attached garage to a study.,2016-05-16T00:00:00.000Z,2016-07-26T00:00:00.000Z,2016-09-22T00:00:00.000Z,Closed,8427 DICKENSON,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,Alteration
4400,15-129828-00-R9,To install a “CS6P-250” solar collector with a face area of 70m2 on the roof of a single family dwelling.,2015-12-18T00:00:00.000Z,2016-06-09T00:00:00.000Z,2016-08-04T00:00:00.000Z,Closed,307 THAYER,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4402,16-105507-00-R9,"Alterations to the interior and exterior of the single family dwelling to add insulation, replace siding, add bathroom, and to rebuild front porch.  This building has been approved for use as a single family dwelling only.",2016-03-01T00:00:00.000Z,2016-03-11T00:00:00.000Z,,Issued,43 KEITH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4403,16-105508-00-R9,Alteration to the interior of the single family dwelling to remove existing loadbearing wall and install loadbearing beam,2016-03-01T00:00:00.000Z,2016-03-08T00:00:00.000Z,,Issued,1 KEEWAYDIN,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Alteration
4404,16-105512-00-R9,"Alterations to the interior of the single family dwelling to replace plumbing, drywall, insulation, kitchen, electrical.",2016-03-01T00:00:00.000Z,2016-03-11T00:00:00.000Z,,Issued,1060 CANNON E,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4405,16-109862-00-R9,Alterations to the interior of the single family dwelling to install loadbearing beam.,2016-04-14T00:00:00.000Z,2016-04-28T00:00:00.000Z,2016-05-09T00:00:00.000Z,Closed,190 MACASSA,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4406,16-109863-00-R9,"Alterations to the exterior of the single family dwelling to replace 120 linear feet of weeping tile along the perimeter of  the cinder block foundation. OBC drawings not submitted; field examination required",2016-04-18T00:00:00.000Z,2016-04-20T00:00:00.000Z,2016-05-03T00:00:00.000Z,Closed,259 WEXFORD S,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4407,16-109866-00-R9,Alterations to the exterior of the single family dwelling to install waterproofing and drainage layer along the south and west sides of the block foundation wall.,2016-04-18T00:00:00.000Z,2016-04-21T00:00:00.000Z,2016-05-12T00:00:00.000Z,Closed,95 LONDON N,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4408,16-108685-00-R9,Alterations to the exterior of the single family dwelling to construct basement walkout.,2016-04-06T00:00:00.000Z,2016-05-10T00:00:00.000Z,2016-12-08T00:00:00.000Z,Closed,37 BOND N,NULL,HAMILTON,ON,L8S 3W3,Single Family Dwelling,Alteration
4409,16-108690-00-R9,"Alterations to the interior to replace the wall and ceiling finishes and insulate the basement, create a laundry room on the first storey and create a bathroom and closet on the second storey of the existing single family dwelling.",2016-04-06T00:00:00.000Z,2016-05-17T00:00:00.000Z,2016-12-06T00:00:00.000Z,Closed,60 WEST 4TH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4410,16-107426-00-R9,"Alteration to the single family dwelling to install a window on the front elevation and to replace the kitchen window with a larger window. OBC drawings not submitted; field examination required.",2016-03-22T00:00:00.000Z,2016-04-01T00:00:00.000Z,2016-07-06T00:00:00.000Z,Closed,18 HUNTER,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,Alteration
4411,16-107433-00-R9,Alterations to the exterior to waterproof and replace the weeping tile along the block foundation.,2016-03-22T00:00:00.000Z,2016-04-01T00:00:00.000Z,2016-04-11T00:00:00.000Z,Closed,3 ATKINS,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4412,16-110869-00-R9,"Alterations to the interior of the existing single family dwelling to underpin, install a weeping tile system and finish 61m2 of the basement space.",2016-04-27T00:00:00.000Z,2016-09-02T00:00:00.000Z,,Issued,144 PARK ROW S,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4413,16-111025-00-R9,Alteration to the interior of the single family dwelling to install 142 linear feet of weeping tile at the concrete block foundation wall.,2016-04-27T00:00:00.000Z,2016-05-04T00:00:00.000Z,2016-07-25T00:00:00.000Z,Closed,42 JAMES,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
4414,16-111026-00-R9,Alterations to the interior of the single family dwelling to install an interior weeping tile system around the perimeter of the rubble foundation.,2016-04-28T00:00:00.000Z,2016-05-12T00:00:00.000Z,2016-05-25T00:00:00.000Z,Closed,71 AIKMAN,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4415,16-101631-00-R9,Alterations to the interior of the single family dwelling to finish 74m2 of the basement. This building has been approved for use as a single family dwelling only.,2016-01-20T00:00:00.000Z,2016-02-02T00:00:00.000Z,2016-12-15T00:00:00.000Z,Closed,69 SPRINGWOOD,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
4419,16-101679-00-R9,Alterations to the interior of the single family dwelling to install drywall in the attic. No other finishes are permitted.,2016-01-22T00:00:00.000Z,2016-02-04T00:00:00.000Z,2016-03-10T00:00:00.000Z,Closed,5 REGINALD,NULL,HAMILTON,ON,L8P 3X8,Single Family Dwelling,Alteration
4416,16-108707-00-R9,Alterations to the interior of the single family dwelling to finish 77m2 of the basement.,2016-04-06T00:00:00.000Z,2016-05-03T00:00:00.000Z,,Issued,287 WEST 5TH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4417,16-108709-00-R9,Alterations to the interior of the single family dwelling to finish 55m2 if the basement.,2016-04-06T00:00:00.000Z,2016-04-11T00:00:00.000Z,,Issued,199 EAST 25TH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4418,16-101672-00-R9,"Alterations to the interior of the single family dwelling to connect laundry plumbing. OBC drawings not submitted; field examination required.",2016-01-22T00:00:00.000Z,2016-02-02T00:00:00.000Z,2016-07-22T00:00:00.000Z,Closed,171 DELMAR,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4420,16-109401-00-R9,Alterations to the interior of the existing single family dwelling to renovate the bathroom.,2016-04-14T00:00:00.000Z,2016-04-27T00:00:00.000Z,2016-11-23T00:00:00.000Z,Closed,77 CASE,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4421,16-101808-00-R9,"To Install ""CS6P-260"" solar collectors with a face area of 60m2 on the roof of the existing single family dwelling.",2016-01-25T00:00:00.000Z,2016-01-28T00:00:00.000Z,2016-07-13T00:00:00.000Z,Closed,219 DEWITT,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
4422,16-101473-00-R9,Alterations to the exterior of the single family dwelling to replace the rear entry stairs.,2016-01-20T00:00:00.000Z,2016-01-27T00:00:00.000Z,,Issued,18 COLMAR,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,Alteration
4423,16-108593-00-R9,Alterations to the interior of the single family dwelling to finish the basement including 2 bedrooms and a 3-pc. bathroom.,2016-04-05T00:00:00.000Z,2016-07-25T00:00:00.000Z,2016-08-03T00:00:00.000Z,Closed,24 ATTRIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Alteration
4424,16-108006-01-R9,"Revise permit to include waterproofing of foundation and wall repair as needed. To install or replace weeping tile on exterior as necessary. OBC drawings not submitted; field examination required.",2016-04-20T00:00:00.000Z,2016-05-03T00:00:00.000Z,2016-05-10T00:00:00.000Z,Closed,1236 WEST 5TH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,Alteration
4425,16-110573-00-R9,"Alterations to the interior of the single family dwelling to replace drywall and insulation in the kitchen. OBC drawings not submitted; field examination required.",2016-04-26T00:00:00.000Z,2016-04-27T00:00:00.000Z,2017-01-10T00:00:00.000Z,Closed,70 SPARTAN,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Alteration
