,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
700,MEDICINE SHOPPE PHARMACY 107,11464 JASPER AVE NW,,EDMONTON,780-488-9000,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-107-7007196,MODERNA,,,True,"53.54123977667272, -113.51902312507204",,POINT (-113.519023125072 53.541239776673),-113.519023125072,53.541239776673
701,MINT HEALTH + DRUGS: CMP,15807 102 AVE NW,,EDMONTON,780-757-1030,Over 4 weeks,https://www.mintdrugs.com,MODERNA,,,True,"53.550353424987826, -113.49351097294031",,POINT (-113.49351097294 53.550353424988),-113.49351097294,53.550353424988
702,PARKLAND VILLAGE PHARMACY,32-53222 RANGE RD 232,,SPRUCE GROVE,780-571-1010,Over 4 weeks,https://www.bookmyshot.com/covidshot/780-571-1010,PFIZER,MODERNA,,False,"53.58111418164504, -113.86938858763658",,POINT (-113.869388587637 53.581114181645),-113.869388587637,53.581114181645
703,SOBEYS PHARMACY #3194,1030 WEBBER GREENS DR NW,,EDMONTON,780-489-7762,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,False,"53.52446724452576, -113.66982179979362",,POINT (-113.669821799794 53.524467244526),-113.669821799794,53.524467244526
704,SAVE-ON-FOODS PHARMACY #6682,6720 52 AVE,,RED DEER,403-343-7744,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,True,"52.29016365437352, -113.81731590753778",,POINT (-113.817315907538 52.290163654374),-113.817315907538,52.290163654374
705,MEDICINE SHOPPE PHARMACY 388,2-245 13 ST N,,LETHBRIDGE,587-486-8800,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/lethbridge/the-medicine-shoppe-pharmacy-388-7024086,PFIZER,,,True,"49.702312984467184, -112.82348162890607",,POINT (-112.823481628906 49.702312984467),-112.823481628906,49.702312984467
706,SHOPPERS DRUG MART #2318,3071 26 AVE N,,LETHBRIDGE,403-320-1470,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"49.727751203504, -112.79735005177697",,POINT (-112.797350051777 49.727751203504),-112.797350051777,49.727751203504
707,DRUGSTORE PHARMACY #1540,300 VETERANS BLVD NE,,AIRDRIE,403-945-2335,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,MODERNA,,True,"51.30354078580663, -114.01108698412993",,POINT (-114.01108698413 51.303540785807),-114.01108698413,51.303540785807
708,SUMMIT DRUG MART,101-200 BOUDREAU RD,,ST ALBERT,780-458-2445,Over 4 weeks,,PFIZER,MODERNA,,True,"53.653624711042085, -113.62745824581215",,POINT (-113.627458245812 53.653624711042),-113.627458245812,53.653624711042
709,BOW ISLAND APPLE DRUGS,502 1 ST W,,BOW ISLAND,403-545-2929,Over 4 weeks,,MODERNA,,,False,"49.87036358316178, -111.38150241485125",,POINT (-111.381502414851 49.870363583162),-111.381502414851,49.870363583162
710,NORTHTOWN PHARMACY,9042 132 AVE NW,,EDMONTON,780-244-9900,Over 4 weeks,,PFIZER,MODERNA,,True,"53.5925521757408, -113.48157773047322",,POINT (-113.481577730473 53.592552175741),-113.481577730473,53.592552175741
711,SAVE-ON-FOODS PHARMACY #6618,4820 66 ST,,CAMROSE,780-672-0310,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"53.019960879253716, -112.85548122286204",,POINT (-112.855481222862 53.019960879254),-112.855481222862,53.019960879254
712,WAL-MART PHARMACY #1078,3195 26 AVE N,,LETHBRIDGE,403-380-6807,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"49.72958604599217, -112.79551756951861",,POINT (-112.795517569519 49.729586045992),-112.795517569519,49.729586045992
713,LEDUC COMMUNITY PHARMACY & TRAVEL CLINIC,105-4809 43A AVE,,LEDUC,780-739-7711,Over 4 weeks,https://www.leducpharmacy.ca,PFIZER,MODERNA,,True,"53.25638363947802, -113.54757060141645",,POINT (-113.547570601416 53.256383639478),-113.547570601416,53.256383639478
714,SAFEWAY PHARMACY #8897,94 MCLEOD AVE,,SPRUCE GROVE,780-962-0705,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.5420903622784, -113.91219866148008",,POINT (-113.91219866148 53.542090362278),-113.91219866148,53.542090362278
715,AQUA RX PHARMACY,10608 105 AVE NW,,EDMONTON,780-540-3550,Over 4 weeks,https://www.aqua-rx-pharmacy.com,MODERNA,,,True,"53.548178091921436, -113.50335168778165",,POINT (-113.503351687782 53.548178091921),-113.503351687782,53.548178091921
716,SAFEWAY PHARMACY #8857,6112 50 ST,,LEDUC,780-986-0364,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,False,"53.27397095774676, -113.54838374614451",,POINT (-113.548383746145 53.273970957747),-113.548383746145,53.273970957747
717,DRUGSTORE PHARMACY #4379,2601 14 AVE,,WAINWRIGHT,780-806-5110,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,MODERNA,,True,"52.84169344287173, -110.83325543250383",,POINT (-110.833255432504 52.841693442872),-110.833255432504,52.841693442872
718,BALSAM PHARMACY,104-10430 61 AVE NW,,EDMONTON,587-499-2622,Over 4 weeks,https://www.balsam-pharmacy.com,PFIZER,,,True,"53.49859658352581, -113.49953690365207",,POINT (-113.499536903652 53.498596583526),-113.499536903652,53.498596583526
719,MINT HEALTH + DRUGS SHERWOOD,109-65 CHIPPEWA RD,,SHERWOOD PARK,780-467-9839,Over 4 weeks,https://www.mintdrugs.com,PFIZER,MODERNA,,True,"53.536153694632084, -113.32333600049996",,POINT (-113.3233360005 53.536153694632),-113.3233360005,53.536153694632
720,LAMONT VALUE DRUG MART,5030 50 AVE,,LAMONT,780-895-2411,Over 4 weeks,,PFIZER,MODERNA,,True,"53.76024855820076, -112.783904401404",,POINT (-112.783904401404 53.760248558201),-112.783904401404,53.760248558201
721,REXALL MYROS,10646 101 ST NW,,EDMONTON,780-426-3839,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"53.55083850526526, -113.49402665625938",,POINT (-113.494026656259 53.550838505265),-113.494026656259,53.550838505265
722,WAL-MART PHARMACY #3010,MACLEOD MALL SHOPPING CENTRE,9650 MACLEOD TR SE,CALGARY,403-252-7835,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"50.96681742298308, -114.06380197111743",,POINT (-114.063801971117 50.966817422983),-114.063801971117,50.966817422983
723,REXALL #7289,2050-11300 TUSCANY BLVD NW,,CALGARY,403-208-1704,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"51.12494006452777, -114.24825579501763",,POINT (-114.248255795018 51.124940064528),-114.248255795018,51.124940064528
724,BONNIE DOON PHARMACY,8130 82 AVE NW,,EDMONTON,587-521-8251,Over 4 weeks,,MODERNA,,,True,"53.51832882309929, -113.45407586421358",,POINT (-113.454075864214 53.518328823099),-113.454075864214,53.518328823099
725,SAFEWAY PHARMACY #8852,200 STEWART GREEN SW,,CALGARY,403-246-0336,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.014603723610506, -114.16701971181709",,POINT (-114.167019711817 51.014603723611),-114.167019711817,51.014603723611
726,SHOPPERS DRUG MART #2365,30 3 AVE SE,,HIGH RIVER,403-652-2634,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"50.58048217075539, -113.86892072901863",,POINT (-113.868920729019 50.580482170755),-113.868920729019,50.580482170755
727,SHOPPERS DRUG MART #2328,1200 MARKET ST SE,,AIRDRIE,403-948-2475,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.270513365841886, -113.99166055968682",,POINT (-113.991660559687 51.270513365842),-113.991660559687,51.270513365842
728,SHOPPERS DRUG MART #2401,171-31 SOUTHRIDGE DR,,OKOTOKS,403-995-3798,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"50.71367502278199, -113.97441471705912",,POINT (-113.974414717059 50.713675022782),-113.974414717059,50.713675022782
729,DRUG + BEAN (KILLARNEY),3114 17 AVE SW,,CALGARY,403-764-7078,Over 4 weeks,,MODERNA,,,True,"51.03942190084713, -114.13206822397791",,POINT (-114.132068223978 51.039421900847),-114.132068223978,51.039421900847
730,CONSORT PHARMACY,4906 50 ST,,CONSORT,403-577-3644,Over 4 weeks,https://pharmaconnect.ca/appointment/64c9744d-92da-468d-ab0d-0016dec21e5d,PFIZER,,,True,"52.007572897978406, -110.77588983219",,POINT (-110.77588983219 52.007572897978),-110.77588983219,52.007572897978
731,SHOPPERS DRUG MART #2442,117-100 RANCH MARKET,,STRATHMORE,403-901-2451,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.03912400336264, -113.38138768636874",,POINT (-113.381387686369 51.039124003363),-113.381387686369,51.039124003363
732,SHOPPERS DRUG MART #2443,10116 150 ST NW,,EDMONTON,780-487-9636,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.542080488617636, -113.58097267280421",,POINT (-113.580972672804 53.542080488618),-113.580972672804,53.542080488618
733,SAVE-ON-FOODS PHARMACY #6645,45-1240 2A AVE N,,LETHBRIDGE,403-380-6400,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"49.700537185585546, -112.82780579595533",,POINT (-112.827805795955 49.700537185586),-112.827805795955,49.700537185586
734,UNIVERSAL HEALTH PHARMACY #11,80-10233 ELBOW DR SW,,CALGARY,403-255-2354,Over 4 weeks,https://www.universalhealthcentre.com,PFIZER,MODERNA,,False,"50.961707098816014, -114.08563573054678",,POINT (-114.085635730547 50.961707098816),-114.085635730547,50.961707098816
735,CALGARY CO-OP PHARMACY #23,410-163 QUARRY PARK BLVD SE,,CALGARY,403-203-4838,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,,,True,"50.96260406915485, -114.00797633492515",,POINT (-114.007976334925 50.962604069155),-114.007976334925,50.962604069155
736,HEALTH HUB PHARMACY,106B-10127 121 AVE,,GRANDE PRAIRIE,587-495-0058,Over 4 weeks,https://www.healthhubpharmacy.info,PFIZER,MODERNA,,True,"55.189159525332606, -118.79990805890557",,POINT (-118.799908058906 55.189159525333),-118.799908058906,55.189159525333
737,WAL-MART PHARMACY #3650,4705 130 AVE SE,,CALGARY,403-726-0433,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"50.929341211945086, -113.96562605045025",,POINT (-113.96562605045 50.929341211945),-113.96562605045,50.929341211945
738,SHOPPERS DRUG MART 2380,231 SAGE VALLEY COMMON NW,,CALGARY,587-619-0843,Over 4 weeks,https://www.shoppersdrugmart.ca/covid19,PFIZER,MODERNA,,True,"51.181135815893754, -114.15977838123176",,POINT (-114.159778381232 51.181135815894),-114.159778381232,51.181135815894
739,WAL-MART PHARMACY #1187,110 WATT COMMON SW,,EDMONTON,780-670-3453,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.422545761514804, -113.41892460750991",,POINT (-113.41892460751 53.422545761515),-113.41892460751,53.422545761515
740,WAL-MART PHARMACY #1084,400-6900 46 ST,,OLDS,403-556-7202,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"51.79799814135882, -114.13834420015391",,POINT (-114.138344200154 51.797998141359),-114.138344200154,51.797998141359
741,PHARMA-CURE1 PHARMACY,10536 124 ST NW,,EDMONTON,780-756-3020,Over 4 weeks,,PFIZER,,,True,"53.54900783735282, -113.53609115071984",,POINT (-113.53609115072 53.549007837353),-113.53609115072,53.549007837353
742,MILLET PHARMACY,4818 50 ST,,MILLET PHARMACY,780-393-0066,Over 4 weeks,,PFIZER,MODERNA,,True,"53.09449812220501, -113.47162793228313",,POINT (-113.471627932283 53.094498122205),-113.471627932283,53.094498122205
743,STRATHMORE REMEDY'S RX PHARMACY,216 FOURTH AVE,,STRATHMORE,403-902-0402,Over 4 weeks,https://www.strathmorepharmacy.com,PFIZER,,,True,"51.041667225116456, -113.3955548152039",,POINT (-113.395554815204 51.041667225116),-113.395554815204,51.041667225116
744,SAVE-ON-FOODS PHARMACY #6619,14161 23 AVE,,EDMONTON,780-434-4085,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"53.45280033512513, -113.5640107786735",,POINT (-113.564010778673 53.452800335125),-113.564010778673,53.452800335125
745,SOBEYS PHARMACY #1110,2020-11300 TUSCANY BLVD NW,,CALGARY,403-375-0577,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"51.12487888498227, -114.24854319986079",,POINT (-114.248543199861 51.124878884982),-114.248543199861,51.124878884982
746,TIPASKAN PHARMACY,3236 82 ST NW,,EDMONTON,780-761-3336,Over 4 weeks,,PFIZER,,,True,"53.46493565322708, -113.45761089684117",,POINT (-113.457610896841 53.464935653227),-113.457610896841,53.464935653227
747,SHOPPERS DRUG MART #357,5015 50 ST,,PONOKA,403-783-3240,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"52.676747575270404, -113.57527962865291",,POINT (-113.575279628653 52.67674757527),-113.575279628653,52.67674757527
748,WAL-MART PHARMACY #3157,2 HOSPITAL ST,,FORT MCMURRAY,780-790-6080,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"56.72236276274038, -111.35753451777155",,POINT (-111.357534517772 56.72236276274),-111.357534517772,56.72236276274
749,SEVEN DAYS PHARMACY,4121 118 AVE NW,,EDMONTON,780-244-3300,Over 4 weeks,https://pharmaconnect.ca/appointment/9901804e-36f8-41b7-833d-026197dbeea5,PFIZER,MODERNA,,True,"53.57019447671572, -113.40487209456357",,POINT (-113.404872094564 53.570194476716),-113.404872094564,53.570194476716
750,CALGARY CO-OP PHARMACY #13,35 CROWFOOT WAY NW,,CALGARY,403-299-5350,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,,,True,"51.12355157641625, -114.20085184540717",,POINT (-114.200851845407 51.123551576416),-114.200851845407,51.123551576416
751,SAVE-ON-FOODS PHARMACY #6632,130-19489 SETON CRES SE,,CALGARY,403-278-8252,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"50.88132575490039, -113.9587657824341",,POINT (-113.958765782434 50.8813257549),-113.958765782434,50.8813257549
752,BLACKFALDS PHARMACY,4916 BROADWAY AVE,,BLACKFALDS,403-600-1000,Over 4 weeks,https://www.bookmyshot.com/covidshot/4036001000,PFIZER,MODERNA,,True,"52.37899374934719, -113.79576031667621",,POINT (-113.795760316676 52.378993749347),-113.795760316676,52.378993749347
753,RX HEALTHMED CITY CENTRE PHARMACY,10125 157 ST NW,,EDMONTON,780-705-5705,Over 4 weeks,,MODERNA,,,True,"53.54221576507626, -113.5916576006254",,POINT (-113.591657600625 53.542215765076),-113.591657600625,53.542215765076
754,JJ'S VALUE DRUG MART,205-5341 50 AVE,,VEGREVILLE,587-790-7777,Over 4 weeks,,PFIZER,MODERNA,,True,"53.4986724292099, -112.06578027429099",,POINT (-112.065780274291 53.49867242921),-112.065780274291,53.49867242921
755,Village Square Leisure Centre,2623 56 Street NE,,CALGARY,811,Starts June 5,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,True,"51.07613088536433, -113.95337044261687",,POINT (-113.953370442617 51.076130885364),-113.953370442617,51.076130885364
756,IGA PHARMACY #8805,318 MARTEN ST,,BANFF,403-762-5370,Over 4 weeks,,MODERNA,,,True,"51.17948961996625, -115.57160165900157",,POINT (-115.571601659002 51.179489619966),-115.571601659002,51.179489619966
757,LOBLAW PHARMACY #4953,100-8802 100 ST,,FORT SASKATCHEWAN,780-997-2615,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,False,"53.698233021623324, -113.20979657257",,POINT (-113.20979657257 53.698233021623),-113.20979657257,53.698233021623
758,PHARMASAVE LEGACY,20-2667 SCENIC DR N,,LETHBRIDGE,403-328-3011,Over 4 weeks,,PFIZER,MODERNA,,True,"49.72814197047852, -112.8291564595866",,POINT (-112.829156459587 49.728141970479),-112.829156459587,49.728141970479
759,MEDICINE POINT PHARMACY #102,103-200 AWENTIA DR,,LEDUC,780-980-3684,Over 4 weeks,https://medicinepointida.medmeapp.ca/schedule,PFIZER,MODERNA,,False,"53.266080643824516, -113.59367994596218",,POINT (-113.593679945962 53.266080643825),-113.593679945962,53.266080643825
760,COSTCO PHARMACY #154,12450 149 ST,,EDMONTON,780-488-3483,Over 4 weeks,https://www.costcopharmacy.ca/appointment,MODERNA,,,False,"53.57919530537716, -113.579878786113",,POINT (-113.579878786113 53.579195305377),-113.579878786113,53.579195305377
761,SHOPPERS DRUG MART #378,9360 SOUTHFORT DR,,FORT SASKATCHEWAN,780-998-2236,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.69506697025724, -113.2166720862943",,POINT (-113.216672086294 53.695066970257),-113.216672086294,53.695066970257
762,SAVE-ON-FOODS PHARMACY #6603 - AIRDRIE WEST,601-401 COOPERS BLVD SW,,AIRDRIE,587-254-5810,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,False,"51.257058711040365, -114.02105326523413",,POINT (-114.021053265234 51.25705871104),-114.021053265234,51.25705871104
763,STONY PHARMACY,15506 STONY PLAIN RD,,EDMONTON,780-341-9980,Over 4 weeks,,PFIZER,,,True,"53.541800517855165, -113.58886695930987",,POINT (-113.58886695931 53.541800517855),-113.58886695931,53.541800517855
764,NOTTINGHAM PHARMASAVE,140-80 CHIPPEWA RD,,SHERWOOD PARK,780-467-7114,Over 4 weeks,https://nottinghampharmasave.medmeapp.ca/schedule,PFIZER,MODERNA,,True,"53.53571921337371, -113.32572675931",,POINT (-113.32572675931 53.535719213374),-113.32572675931,53.535719213374
765,26 AVE PHARMACY,4801 26 AVE NE,,CALGARY,403-764-9212,Over 4 weeks,,PFIZER,,,False,"51.07699871045372, -113.96599746904383",,POINT (-113.965997469044 51.076998710454),-113.965997469044,51.076998710454
766,CALGARY CO-OP PHARMACY #6,4940 RICHMOND RD SW,,CALGARY,403-299-4487,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,,,True,"51.01911946338352, -114.1589891031856",,POINT (-114.158989103186 51.019119463384),-114.158989103186,51.019119463384
767,SANDSTONE PHARMACIES SIMONS VALLEY,6213 CENTRE ST NW,,CALGARY,403-274-2444,Over 4 weeks,,PFIZER,,,False,"51.10788492347647, -114.06336930898372",,POINT (-114.063369308984 51.107884923476),-114.063369308984,51.107884923476
768,SHOPPERS DRUG MART #2361,2412 4 ST SW,,CALGARY,403-228-2129,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"51.03137117860861, -114.07036900017238",,POINT (-114.070369000172 51.031371178609),-114.070369000172,51.031371178609
769,ACME DRUG MART,103-8708 155 ST NW,,EDMONTON,780-443-0202,Over 4 weeks,,MODERNA,,,False,"53.519958233810605, -113.58896658512961",,POINT (-113.58896658513 53.519958233811),-113.58896658513,53.519958233811
770,CAPSULE PHARMACY IDA,110-1011 1 ST SW,,CALGARY,403-475-4366,Over 4 weeks,,PFIZER,,,True,"51.04288887491075, -114.06610110153541",,POINT (-114.066101101535 51.042888874911),-114.066101101535,51.042888874911
771,SAVE-ON-FOODS PHARMACY #6615,6260 199 ST NW,,EDMONTON,780-483-8216,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"53.49554259896698, -113.66719815963233",,POINT (-113.667198159632 53.495542598967),-113.667198159632,53.495542598967
772,SUPER M DRUGS (2018),216 CENTRE ST SE,,CALGARY,403-233-7788,Over 4 weeks,,PFIZER,MODERNA,,False,"51.0507851584087, -114.0624062728739",,POINT (-114.062406272874 51.050785158409),-114.062406272874,51.050785158409
773,RX DRUG MART #2018,317 BANFF AVE,,BANFF,403-762-2245,Over 4 weeks,,PFIZER,MODERNA,,False,"51.17883327355393, -115.57137644343246",,POINT (-115.571376443432 51.178833273554),-115.571376443432,51.178833273554
774,SHOPPERS SIMPLY PHARMACY #3895,5014 51 ST,,ST PAUL,780-615-3020,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"53.99229274357099, -111.29996908628574",,POINT (-111.299969086286 53.992292743571),-111.299969086286,53.992292743571
775,SHOPPERS DRUG MART #2373,250 WATT COMMON SW,,EDMONTON,780-461-4433,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,False,"53.42317284648344, -113.42444862710067",,POINT (-113.424448627101 53.423172846483),-113.424448627101,53.423172846483
776,REXALL #7288,152-1440 52 ST NE,,CALGARY,403-207-8884,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,False,"51.06401544176912, -113.95667485154956",,POINT (-113.95667485155 51.064015441769),-113.95667485155,51.064015441769
777,RUTHERFORD PHARMACY,11460 17 AVE SW,,EDMONTON,780-988-3640,Over 4 weeks,,PFIZER,MODERNA,,True,"53.41528744828229, -113.52376152710082",,POINT (-113.523761527101 53.415287448282),-113.523761527101,53.415287448282
